drug,activity_chembl_id,molecule_chembl_id,assay_chembl_id,target_chembl_id,target_pref_name,target_organism,bao_label,standard_type,standard_relation,standard_value,standard_units,pchembl_value,data_validity_comment,activity_comment,src_id,document_chembl_id
AFATINIB,,CHEMBL1173655,CHEMBL2363748,CHEMBL2366295,BB49-HNC,Homo sapiens,cell-based format,IC50,=,43235.59,nM,4.36,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363785,CHEMBL1075413,CAL-62,Homo sapiens,cell-based format,IC50,=,43402.8,nM,4.36,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363786,CHEMBL1075414,CAL-72,Homo sapiens,cell-based format,IC50,=,10939.07,nM,4.96,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363787,CHEMBL1075415,CAL-85-1,Homo sapiens,cell-based format,IC50,=,9873.83,nM,5.01,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363154,CHEMBL2366174,CW-2,Homo sapiens,cell-based format,IC50,=,469.14,nM,6.33,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363155,CHEMBL1075403,Ca-Ski,Homo sapiens,cell-based format,IC50,=,7642.59,nM,5.12,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363156,CHEMBL1075404,Ca9-22,Homo sapiens,cell-based format,IC50,=,83.53,nM,7.08,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363713,CHEMBL2366253,697,Homo sapiens,cell-based format,IC50,=,28633.12,nM,4.54,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363714,CHEMBL1075385,769-P,Homo sapiens,cell-based format,IC50,=,2290.37,nM,5.64,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363715,CHEMBL613102,786-0,Homo sapiens,cell-based format,IC50,=,3064.08,nM,5.51,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363749,CHEMBL2366247,BB65-RCC,Homo sapiens,cell-based format,IC50,=,345.93,nM,6.46,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363832,CHEMBL1075416,CAMA-1,Homo sapiens,cell-based format,IC50,=,9281.28,nM,5.03,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363833,CHEMBL614536,CAPAN-1,Homo sapiens,cell-based format,IC50,=,30518.1,nM,4.51,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363157,CHEMBL1075418,CaR-1,Homo sapiens,cell-based format,IC50,=,2282.81,nM,5.64,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363159,CHEMBL614534,Calu-3,Homo sapiens,cell-based format,IC50,=,814.34,nM,6.09,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363716,CHEMBL2366115,8-MG-BA,Homo sapiens,cell-based format,IC50,=,36948.35,nM,4.43,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363717,CHEMBL1075386,8305C,Homo sapiens,cell-based format,IC50,=,3759.11,nM,5.42,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363752,CHEMBL1075394,BCPAP,Homo sapiens,cell-based format,IC50,=,27137.02,nM,4.57,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363834,CHEMBL2366100,CAS-1,Homo sapiens,cell-based format,IC50,=,46770.05,nM,4.33,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363836,CHEMBL382,CCRF-CEM,Homo sapiens,cell-based format,IC50,=,25966.96,nM,4.59,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363160,CHEMBL614535,Calu-6,Homo sapiens,cell-based format,IC50,=,30296.34,nM,4.52,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363718,CHEMBL1075387,8505C,Homo sapiens,cell-based format,IC50,=,13206.7,nM,4.88,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363719,CHEMBL2366306,A101D,Homo sapiens,cell-based format,IC50,=,49942.48,nM,4.3,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363753,CHEMBL2366303,BE-13,Homo sapiens,cell-based format,IC50,=,7981.12,nM,5.1,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363754,CHEMBL1075395,BEN,Homo sapiens,cell-based format,IC50,=,27851.67,nM,4.55,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363755,CHEMBL1075396,BFTC-905,Homo sapiens,cell-based format,IC50,=,29270.55,nM,4.53,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363838,CHEMBL613506,CFPAC-1,Homo sapiens,cell-based format,IC50,=,1424.93,nM,5.85,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363163,CHEMBL1075417,Capan-2,Homo sapiens,cell-based format,IC50,=,3468.75,nM,5.46,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363164,CHEMBL1075421,ChaGo-K-1,Homo sapiens,cell-based format,IC50,=,32006.95,nM,4.5,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363165,CHEMBL2366237,D-247MG,Homo sapiens,cell-based format,IC50,=,59588.76,nM,4.22,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363720,CHEMBL614512,A 172,Homo sapiens,cell-based format,IC50,=,12079.8,nM,4.92,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363721,CHEMBL614514,A204,Homo sapiens,cell-based format,IC50,=,32506.86,nM,4.49,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363756,CHEMBL1075397,BFTC-909,Homo sapiens,cell-based format,IC50,=,9067.99,nM,5.04,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363757,CHEMBL1075398,BHT-101,Homo sapiens,cell-based format,IC50,=,14241.0,nM,4.85,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363839,CHEMBL2366300,CGTH-W-1,Homo sapiens,cell-based format,IC50,=,42495.49,nM,4.37,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363840,CHEMBL1075422,CHL-1,Homo sapiens,cell-based format,IC50,=,18.39,nM,7.74,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363166,CHEMBL2366183,D-263MG,Homo sapiens,cell-based format,IC50,=,33837.78,nM,4.47,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363722,CHEMBL613503,A2058,Homo sapiens,cell-based format,IC50,=,15040.93,nM,4.82,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363724,CHEMBL614004,A2780,Homo sapiens,cell-based format,IC50,=,2062.94,nM,5.69,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363758,CHEMBL1075399,BHY,Homo sapiens,cell-based format,IC50,=,286.55,nM,6.54,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363843,CHEMBL1075423,CHP-212,Homo sapiens,cell-based format,IC50,=,22322.21,nM,4.65,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363167,CHEMBL614476,D283 Med,Homo sapiens,cell-based format,IC50,=,18008.81,nM,4.75,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363168,CHEMBL2366113,D-336MG,Homo sapiens,cell-based format,IC50,=,30289.16,nM,4.52,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363725,CHEMBL2366273,A3-KAW,Homo sapiens,cell-based format,IC50,=,23100.29,nM,4.64,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363726,CHEMBL613859,A-375,Homo sapiens,cell-based format,IC50,=,53676.81,nM,4.27,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363762,CHEMBL2366131,BPH-1,Homo sapiens,cell-based format,IC50,=,59.88,nM,7.22,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363763,CHEMBL613870,BT-20,Homo sapiens,cell-based format,IC50,=,3697.95,nM,5.43,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363846,CHEMBL2366265,COLO-320-HSR,Homo sapiens,cell-based format,IC50,=,18746.03,nM,4.73,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363847,CHEMBL2366215,COLO-668,Homo sapiens,cell-based format,IC50,=,60507.66,nM,4.22,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363169,CHEMBL2366161,D-392MG,Homo sapiens,cell-based format,IC50,=,35056.46,nM,4.46,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363170,CHEMBL2366134,D-423MG,Homo sapiens,cell-based format,IC50,=,5617.05,nM,5.25,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363171,CHEMBL2366343,D-502MG,Homo sapiens,cell-based format,IC50,=,8292.82,nM,5.08,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363727,CHEMBL2366355,A388,Homo sapiens,cell-based format,IC50,=,368.57,nM,6.43,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363764,CHEMBL614529,BT-474,Homo sapiens,cell-based format,IC50,=,49.86,nM,7.3,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363765,CHEMBL614072,BT-549,Homo sapiens,cell-based format,IC50,=,6668.89,nM,5.18,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363848,CHEMBL1075425,COLO-678,Homo sapiens,cell-based format,IC50,=,808.34,nM,6.09,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363849,CHEMBL1075426,COLO-679,Homo sapiens,cell-based format,IC50,=,35387.97,nM,4.45,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363172,CHEMBL2366208,D-542MG,Homo sapiens,cell-based format,IC50,=,1010.64,nM,6.0,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363173,CHEMBL2366336,D-566MG,Homo sapiens,cell-based format,IC50,=,29939.3,nM,4.52,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363728,CHEMBL2366356,A4-Fuk,Homo sapiens,cell-based format,IC50,=,22141.93,nM,4.66,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363729,CHEMBL614515,A-427,Homo sapiens,cell-based format,IC50,=,37910.69,nM,4.42,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363730,CHEMBL614069,A-431,Homo sapiens,cell-based format,IC50,=,482.33,nM,6.32,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363766,CHEMBL2366145,BV-173,Homo sapiens,cell-based format,IC50,=,175.96,nM,6.75,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363767,CHEMBL2366230,Becker,Homo sapiens,cell-based format,IC50,=,20720.14,nM,4.68,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363850,CHEMBL1075427,COLO-680N,Homo sapiens,cell-based format,IC50,=,44339.02,nM,4.35,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363851,CHEMBL2366176,COLO-684,Homo sapiens,cell-based format,IC50,=,16947.65,nM,4.77,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363174,CHEMBL2366331,DB,Homo sapiens,cell-based format,IC50,=,7610.05,nM,5.12,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363175,CHEMBL614801,DBTRG-05MG,Homo sapiens,cell-based format,IC50,=,13063.25,nM,4.88,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363491,CHEMBL1075526,NCI-H1793,Homo sapiens,cell-based format,IC50,=,14208.67,nM,4.85,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363492,CHEMBL2366346,NCI-H1838,Homo sapiens,cell-based format,IC50,=,602.99,nM,6.22,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363535,CHEMBL2366102,NCI-H526,Homo sapiens,cell-based format,IC50,=,78.23,nM,7.11,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363536,CHEMBL612256,NCI-H596,Homo sapiens,cell-based format,IC50,=,12036.89,nM,4.92,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363570,CHEMBL1075555,OE19,Homo sapiens,cell-based format,IC50,=,1715.12,nM,5.77,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363571,CHEMBL1075556,OE33,Homo sapiens,cell-based format,IC50,=,13786.02,nM,4.86,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363608,CHEMBL612447,RPMI-7951,Homo sapiens,cell-based format,IC50,=,3075.9,nM,5.51,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363643,CHEMBL614913,SK-LU-1,Homo sapiens,cell-based format,IC50,=,40656.76,nM,4.39,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363644,CHEMBL614916,SK-MEL-1,Homo sapiens,cell-based format,IC50,=,13713.48,nM,4.86,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363684,CHEMBL1075592,SW1990,Homo sapiens,cell-based format,IC50,=,16175.47,nM,4.79,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363685,CHEMBL614055,SW48,Homo sapiens,cell-based format,IC50,=,1254.32,nM,5.9,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363799,CHEMBL2366093,TGBC24TKB,Homo sapiens,cell-based format,IC50,=,1682.3,nM,5.77,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363242,CHEMBL2366272,GI-1,Homo sapiens,cell-based format,IC50,=,22765.79,nM,4.64,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363277,CHEMBL2366310,HH,Homo sapiens,cell-based format,IC50,=,16516.17,nM,4.78,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363278,CHEMBL383,HL-60,Homo sapiens,cell-based format,IC50,=,4866.11,nM,5.31,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363314,CHEMBL2366194,IST-MES1,Homo sapiens,cell-based format,IC50,=,18442.78,nM,4.73,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363315,CHEMBL2366104,IST-SL1,Homo sapiens,cell-based format,IC50,=,26659.09,nM,4.57,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363348,CHEMBL2366065,KP-N-YS,Homo sapiens,cell-based format,IC50,=,40676.76,nM,4.39,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363349,CHEMBL2366228,KS-1,Homo sapiens,cell-based format,IC50,=,4508.89,nM,5.35,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363382,CHEMBL1075491,LN-405,Homo sapiens,cell-based format,IC50,=,22591.28,nM,4.65,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363383,CHEMBL2366172,LNCaP-Clone-FGC,Homo sapiens,cell-based format,IC50,=,15424.82,nM,4.81,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363420,CHEMBL2366262,MFH-ino,Homo sapiens,cell-based format,IC50,=,37337.08,nM,4.43,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363421,CHEMBL1075504,MFM-223,Homo sapiens,cell-based format,IC50,=,16396.45,nM,4.79,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363453,CHEMBL2366285,NB12,Homo sapiens,cell-based format,IC50,=,25294.73,nM,4.6,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363454,CHEMBL2366225,NB13,Homo sapiens,cell-based format,IC50,=,42621.72,nM,4.37,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363496,CHEMBL614348,NCI-H1975,Homo sapiens,cell-based format,IC50,=,617.28,nM,6.21,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363537,CHEMBL612540,NCI-H630,Homo sapiens,cell-based format,IC50,=,1455.82,nM,5.84,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363539,CHEMBL1075543,NCI-H650,Homo sapiens,cell-based format,IC50,=,11241.82,nM,4.95,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363572,CHEMBL2366339,OMC-1,Homo sapiens,cell-based format,IC50,=,2081.69,nM,5.68,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363573,CHEMBL2366068,ONS-76,Homo sapiens,cell-based format,IC50,=,41470.86,nM,4.38,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363609,CHEMBL614882,RPMI-8226,Homo sapiens,cell-based format,IC50,=,4116.31,nM,5.38,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363611,CHEMBL2366341,RPMI-8866,Homo sapiens,cell-based format,IC50,=,27756.22,nM,4.56,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363645,CHEMBL614917,SK-MEL-2,Homo sapiens,cell-based format,IC50,=,32652.68,nM,4.49,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363646,CHEMBL2366314,SK-MEL-24,Homo sapiens,cell-based format,IC50,=,11236.62,nM,4.95,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363686,CHEMBL612262,SW-620,Homo sapiens,cell-based format,IC50,=,5249.64,nM,5.28,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363687,CHEMBL1075593,SW626,Homo sapiens,cell-based format,IC50,=,11575.48,nM,4.94,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363802,CHEMBL2366158,TI-73,Homo sapiens,cell-based format,IC50,=,147.15,nM,6.83,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363803,CHEMBL614056,TK-10,Homo sapiens,cell-based format,IC50,=,267.38,nM,6.57,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363243,CHEMBL2366074,GI-ME-N,Homo sapiens,cell-based format,IC50,=,31057.06,nM,4.51,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363244,CHEMBL1075449,GMS-10,Homo sapiens,cell-based format,IC50,=,2035.17,nM,5.69,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363279,CHEMBL1075464,HLE,Homo sapiens,cell-based format,IC50,=,350.46,nM,6.46,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363317,CHEMBL2366219,J-RT3-T3-5,Homo sapiens,cell-based format,IC50,=,6869.0,nM,5.16,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363318,CHEMBL614586,J82,Homo sapiens,cell-based format,IC50,=,15056.97,nM,4.82,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363350,CHEMBL1075483,KU-19-19,Homo sapiens,cell-based format,IC50,=,774.64,nM,6.11,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363351,CHEMBL613997,KU812 cell line,Homo sapiens,cell-based format,IC50,=,154.56,nM,6.81,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363385,CHEMBL614096,LOX IMVI,Homo sapiens,cell-based format,IC50,=,5638.73,nM,5.25,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363422,CHEMBL614347,MG-63,Homo sapiens,cell-based format,IC50,=,5487.62,nM,5.26,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363455,CHEMBL2366212,NB14,Homo sapiens,cell-based format,IC50,=,6438.36,nM,5.19,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363456,CHEMBL2366064,NB17,Homo sapiens,cell-based format,IC50,=,31518.54,nM,4.5,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363497,CHEMBL1075527,NCI-H1993,Homo sapiens,cell-based format,IC50,=,8336.31,nM,5.08,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363498,CHEMBL1075528,NCI-H2009,Homo sapiens,cell-based format,IC50,=,3612.16,nM,5.44,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363499,CHEMBL1075529,NCI-H2029,Homo sapiens,cell-based format,IC50,=,43558.07,nM,4.36,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363540,CHEMBL1075544,NCI-H661,Homo sapiens,cell-based format,IC50,=,16969.39,nM,4.77,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363541,CHEMBL614805,NCI-H69,Homo sapiens,cell-based format,IC50,=,214.51,nM,6.67,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363575,CHEMBL2366188,OS-RC-2,Homo sapiens,cell-based format,IC50,=,9021.9,nM,5.04,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363612,CHEMBL2366159,RS4-11,Homo sapiens,cell-based format,IC50,=,12172.48,nM,4.92,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363613,CHEMBL614145,RT-112,Homo sapiens,cell-based format,IC50,=,22861.56,nM,4.64,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363647,CHEMBL614919,SK-MEL-28,Homo sapiens,cell-based format,IC50,=,19336.28,nM,4.71,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363648,CHEMBL614920,SK-MEL3,Homo sapiens,cell-based format,IC50,=,16478.72,nM,4.78,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363688,CHEMBL2366143,SW684,Homo sapiens,cell-based format,IC50,=,19132.57,nM,4.72,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363689,CHEMBL1075594,SW756,Homo sapiens,cell-based format,IC50,=,6911.76,nM,5.16,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363690,CHEMBL1075595,SW780,Homo sapiens,cell-based format,IC50,=,25326.37,nM,4.6,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363806,CHEMBL1075601,TYK-nu,Homo sapiens,cell-based format,IC50,=,76606.28,nM,4.12,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363245,CHEMBL2366179,GOTO,Homo sapiens,cell-based format,IC50,=,31850.56,nM,4.5,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363246,CHEMBL1075450,GP5d,Homo sapiens,cell-based format,IC50,=,6973.94,nM,5.16,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363281,CHEMBL1075465,HN,Homo sapiens,cell-based format,IC50,=,130.77,nM,6.88,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363282,CHEMBL1075466,HO-1-N-1,Homo sapiens,cell-based format,IC50,=,278.53,nM,6.55,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363319,CHEMBL614587,JAR,Homo sapiens,cell-based format,IC50,=,19299.05,nM,4.71,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363320,CHEMBL2366348,JEG-3,Homo sapiens,cell-based format,IC50,=,22377.95,nM,4.65,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363352,CHEMBL2366119,KURAMOCHI,Homo sapiens,cell-based format,IC50,=,7948.11,nM,5.1,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363353,CHEMBL2366190,KY821,Homo sapiens,cell-based format,IC50,=,20.6,nM,7.69,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363387,CHEMBL2366072,LS-1034,Homo sapiens,cell-based format,IC50,=,6207.06,nM,5.21,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363424,CHEMBL1075505,MHH-ES-1,Homo sapiens,cell-based format,IC50,=,27444.7,nM,4.56,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363425,CHEMBL2366185,MHH-NB-11,Homo sapiens,cell-based format,IC50,=,16083.92,nM,4.79,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363457,CHEMBL2366328,NB5,Homo sapiens,cell-based format,IC50,=,1413.17,nM,5.85,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363458,CHEMBL2366318,NB6,Homo sapiens,cell-based format,IC50,=,71079.72,nM,4.15,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363500,CHEMBL1075530,NCI-H2030,Homo sapiens,cell-based format,IC50,=,14644.85,nM,4.83,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363501,CHEMBL1075531,NCI-H2052,Homo sapiens,cell-based format,IC50,=,21896.29,nM,4.66,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363576,CHEMBL614213,OVCAR-3,Homo sapiens,cell-based format,IC50,=,2671.67,nM,5.57,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363577,CHEMBL614051,OVCAR-4,Homo sapiens,cell-based format,IC50,=,10883.49,nM,4.96,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363615,CHEMBL1075567,RVH-421,Homo sapiens,cell-based format,IC50,=,35764.54,nM,4.45,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363651,CHEMBL614923,SK-MES-1,Homo sapiens,cell-based format,IC50,=,1114.87,nM,5.95,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363691,CHEMBL1075596,SW837,Homo sapiens,cell-based format,IC50,=,12902.76,nM,4.89,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363692,CHEMBL2366302,SW872,Homo sapiens,cell-based format,IC50,=,42633.1,nM,4.37,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363807,CHEMBL1075602,U-118-MG,Homo sapiens,cell-based format,IC50,=,36884.67,nM,4.43,,,5,CHEMBL1201861
AFATINIB,,CHEMBL1173655,CHEMBL2363808,CHEMBL615023,U2OS,Homo sapiens,cell-based format,IC50,=,17530.69,nM,4.76,,,5,CHEMBL1201861
