std,Y,n,tissue
PF382,-1.253482,3,LYMPH
PL21,0.137103,3,LYMPH
RAJI,-0.190092,3,LYMPH
RCHACV,-1.5365520000000001,2,LYMPH
REH,0.392969,3,LYMPH
RERFLCKJ,1.538811,3,LUNG
RERFLCMS,1.287873,3,LUNG
RL,0.846812,3,LYMPH
RPMI8226,0.237762,3,LYMPH
RPMI8402,0.022414,3,LYMPH
RS411,0.181627,3,LYMPH
SBC5,1.188806,3,LUNG
SHP77,2.209968,3,LUNG
SIGM5,-0.5646385,2,LYMPH
SKLU1,1.395269,2,LUNG
SKM1,0.27166900000000005,2,LYMPH
SKMES1,2.123173,3,LUNG
SKMM2,1.556055,3,LYMPH
ST486,-0.994746,2,LYMPH
SUDHL1,0.770397,1,LYMPH
SUDHL10,-1.317538,3,LYMPH
SUDHL4,1.030101,3,LYMPH
SUDHL5,-0.393014,3,LYMPH
SUDHL6,-1.137169,3,LYMPH
SUDHL8,0.140319,3,LYMPH
SUPB15,-1.031944,2,LYMPH
SUPM2,0.863536,3,LYMPH
SUPT1,-0.097871,3,LYMPH
SW1271,1.662327,3,LUNG
SW1573,3.041076,3,LUNG
THP1,1.745804,3,LYMPH
WSUDLCL2,-1.287943,3,LYMPH
