feature
GBAS
MRPS17
SEPT14
ZNF713
PSPH
DUSP15
FKBP9L
MYLK2
TPX2
FOXS1
PHKG1
LOC650226
DKFZp434L192
GRB10
LOC100129427
CHCHD2
NUPR1L
SNORA15
CCT6A
TTLL9
SUMF2
POM121L12
SLC13A3
FIGNL1
LOC100130849
NDRG3
YWHAB
PABPC1L
TOMM34
CDH22
CD40
TP53RK
SLC2A10
ZNF334
SLC35C2
MKRN7P
ZNF663
OCSTAMP
ELMO2
STK4-AS1
HUS1
UPP1
PKD1L1
SUN3
C7orf57
HPVC1
LANCL2
ZPBP
ZSWIM3
NEURL2
SPATA25
ZSWIM1
CTSA
PLTP
MMP9
ZNF335
NCOA5
PCIF1
SLC12A5
C7orf72
DDC
IGFBP3
IGFBP1
PIGT
SYS1
TP53TG5
MIR3147
VSTM2A
LOC285878
SEC61G
KCNK15
RIMS4
WISP2
LINC00525
C7orf69
C7orf65
STK4
LOC79015
MIR3646
PKIG
R3HDML
TTPAL
HNF4A
SERINC3
LOC100507500
FITM2
SPINT3
WFDC2
WFDC6
SPINLW1-WFDC6
EPPIN
SNX21
ACOT8
WFDC13
WFDC10A
WFDC10B
WFDC11
WFDC9
SEPT7
SDC4
RBPJL
TNS3
TNNC2
DNTTIP1
WFDC3
UBE2C
AMPH
MPP6
CBFA2T2
IRX1
NUDCD3
PDRG1
SUN5
PI3
WFDC5
WFDC12
KCNS1
MATN4
CAMK2B
SEMG1
SEMG2
SLPI
PTPN1
TBRG4
RAMP3
NCOA3
ADCY1
SGK2
FAM183B
MIR3616
SNORA9
MYO1G
PURB
SNHG15
RNY5
SNORA5B
SNORA5C
NACAD
SNORA5A
MIR4657
FLJ45974
OGDH
VPS41
POLR2J4
MRPS24
URGCP
URGCP-MRPS24
UBE2D4
POLM
YKT6
GCK
MYL7
FLJ35390
AEBP1
DBNL
POLD2
PGAM2
MIR4649
NFATC2
MSRA
TMED4
DDX56
NPC1L1
POU6F2-AS1
ZNF716
SULF2
LOC100287015
LINC00265
FRG1B
GDAP1L1
DEFA6
C20orf111
JPH2
SCAND1
C20orf152
MARCH11
YAE1D1
LOC646999
RALA
LINC00494
LOC100505783
SYS1-DBNDD2
DBNDD2
EIF6
MMP24
FAM83C
DEFB115
SEPT7P2
AGPAT5
DEFB1
MIR4659A
XKR5
MIR4659B
LOC100652791
BPIFB6
BPIFB2
PPIA
ZMIZ2
CDC14C
BPIFA1
BPIFB3
BPIFA4P
BPIFA3
BPIFA2
BPIFB4
BPIFB1
DEFA4
CEP250
GDF5
UQCC
LINC00657
RASA4CP
SPDYE1
ROMO1
ARFGEF2
CSE1L
H2AFV
CEBPB
EGFR
ADA
DNMT3B
ABCB5
DLGAP2
GUSBP10
XKR7
C20orf160
HCK
DDX27
TM9SF4
ZNF341
SALL4
LOC285577
PHF20
BCAS4
COA1
BLVRA
STEAP1B
MPLKIP
INHBA
TMEM196
SPINT4
C5orf38
IRX2
LOC100131496
CLK2P
MALSU1
CCDC126
GPNMB
IGF2BP3
RPS2P32
TRA2A
ADNP
MACC1-AS1
SNORD93
MIR644A
DYNLRB1
MAP1LC3A
RBM39
TOMM7
IL6
TWISTNB
MIR3146
SEC11C
NUPL2
FAM126A
BRD9
MAPRE1
MACC1
SRSF6
L3MBTL1
CDK13
PTPRD
EMILIN3
LPIN3
MOCS3
DPM1
KCNG1
ATP9A
SLC6A3
MLLT10P1
C7orf10
GTSF1L
IFT52
MYBL2
PLCG1
TOP1
PXMP4
CCM2
MIR4277
NDUFS6
MRPL36
DLGAP4
FER1L4
C20orf173
ERGIC3
MAFB
C8orf42
INHBA-AS1
PROCR
SDHAP3
LOC728613
LPCAT1
LOC100506178
MIR3194
MSR1
FBXO25
STAU1
LOC100506895
ARHGAP40
CPNE1
NFS1
SPAG4
RBM12
ABCA13
CDK5RAP1
MIR645
BLK
ITCH
RNF114
MECOM
HECW1
SLC6A19
NPY
SNORD12C
SNORD12B
ZNFX1-AS1
SNORD12
ZNFX1
FAM221A
STK31
LOC286083
SP8
CHMP4B
ZFP64
KIF3B
POFUT1
SAMHD1
B4GALT5
PARD6B
FAM65C
SP4
C20orf118
DFNA5
TRIP13
PLAGL2
TSPY26P
DSN1
SOGA1
NPVF
LOC339568
GGT7
VWC2
CYCS
GTPBP10
TMEM189-UBE2V1
UBE2V1
TMEM189
EIF2S2
RALY
MIR4755
C20orf144
E2F1
ACTL10
NECAB3
KCNB1
DEFB116
SLC9A8
CALCR
SLC9A3
MIR4456
DEFA5
MIR4457
CLPTM1L
GPR141
NME8
LOC340094
IKZF1
PTGIS
LINC00651
ID1
HM13-AS1
MIR3193
MYO10
STARD3NL
EPDR1
SFRP4
SPATA2
AOAH
AOAH-IT1
MIR548O2
PP7080
EXOC3
C5orf55
AHRR
ARHGEF10
DEFB123
NCOA6
TP53INP2
MIR1200
SOX7
MIR383
ERICH1
DPY19L1
ACTR5
SLC32A1
MTMR9
SLC35G5
EDEM2
PIGU
SNTA1
DEFB122
SKAP2
C7orf71
DHX35
FAM83D
PPP1R16B
PSIMCT-1
CLN8
BCL2L1
COX4I2
KIAA0087
DEFB124
REM1
LINC00028
TDH
KBTBD11
HOXA2
HOXA6
HOTAIRM1
HOXA13
MIR196B
HOXA11
EVX1
HOTTIP
HOXA10-HOXA9
HOXA10
HOXA9
HOXA-AS4
HOXA7
HOXA11-AS
HOXA1
HOXA-AS3
HOXA3
HOXA4
HOXA5
ADIG
MIR596
MIR598
C20orf203
LOC149950
LOC441204
ANLN
KIAA0895
GLI3
VOPP1
C8orf12
AHCY
ASIP
AAR2
PINX1
MIR1322
C20orf24
NFE2L3
HNRNPA2B1
CBX3
TRIL
LOC100506497
RPL23P8
DEFB119
DEFB118
ADAMTS16
MCTP1
C8orf74
MIR550A3
ASXL1
RAPGEF5
CCDC127
SDHA
DKFZP586I1420
SCRN1
MIR550B1
MIR550A1
PLEKHA8
FKBP14
WIPF3
C7orf41
SS18
CCDC129
PRR15
MRPL32
C7orf25
PSMA2
TGIF2-C20ORF24
TGIF2
KIAA0947
HM13
ZNRF2
CDH10
DPY19L2P3
ZNRF2P2
PDCD6
LOC284751
WFDC8
TBX20
LOC401324
SLA2
CPVL
MYL9
SNAI1
MIR124-1
MIR597
LINC00599
PLEKHG4B
LRRC14B
GSS
ACSS2
MIR499A
MIR499B
MYH7B
MIR3943
PRR5
CELF4
FAM90A2P
BZW2
TAX1BP1
HERPUD2
JAZF1-AS1
CLDN12
DEFB109P1
EEPD1
CRHR2
INMT
HMGB3P1
LRRC72
EPB41L1
FAM66A
COMMD7
ZMYND8
MIR148A
NAT2
NAT1
HIBADH
LOC401320
GARS
GGCT
PMCHL1
SNX13
C1GALT1
TRPC1
IRX4
SSX6
MIR4318
LOC100507389
PAQR9
SLC9A9-AS1
MIR3591
MIR122
TRPC4AP
U2SURP
LOC100289361
PER4
CHST2
DEFB121
LOC100131257
KCTD1
TCF4
ATR
NOD1
PMS2
LSM5
ZNRF2P1
DPY19L1P1
LOC100130673
MIR550B2
AVL9
LOC401321
MIR550A2
PPP1R17
TAF4B
PSMA8
RP9
NEUROD6
ADCYAP1R1
TXNL1
GPR98
PHF14
RBL1
CDH2
FAM86B1
FAM209B
GCNT7
C20orf43
FAM209A
LOC100287704
LOC100128993
ZNF217
AQP1
GHRHR
RP9P
KBTBD2
NT5C3
FKBP9
CSTF1
FAM210B
CASS4
AURKA
LOC100287792
MBLAC2
CETN3
POLR3G
LYSMD3
CDH18
PLSCR4
IQCJ
LOC728606
NKD2
LOC100506688
RALGAPB
MIR4635
TOX2
MRPL3
SNORA58
ZHX3
DPY19L2P1
C7orf63
LINC00489
MC3R
MIR302F
FECH
ST8SIA3
NARS
ONECUT2
LINC-ROR
BOD1L2
DEFB136
DEFB135
LSP1P3
LINC00208
STEAP2
DPY19L2P4
STEAP1
ISPD
FGF20
NEIL2
CTSB
GATA4
FDFT1
CNOT7
VPS37A
ZDHHC2
RP1L1
LEKR1
LOC729950
ARRDC3
ARRDC3-AS1
