feature
IDH2
TRAF3IP2-AS1
MADD
HIRIP3
ELAVL1
ZDHHC7
HAUS1
CTSL1P8
SGMS1
BEND5
MAPRE2
CAST
MTMR11
PIDD
ENY2
SMAD4
HNRNPUL2
SHC1
KLHDC3
ZNF397
ZNF250
CDK19
SLC25A43
HDHD2
KIF1C
SMA4
TSHZ1
SATB1
C14orf149
C11orf31
SMARCE1
ZNF428
THEM4
MCFD2
RNF207
MCM2
TMEM206
SEMA4B
SERTAD1
ZBTB38
MITF
ZADH2
FEZ2
LRP10
MCL1
IRS1
WHSC1L1
ING4
WNT3
CDC42EP1
ARRB2
TRIM13
BLVRB
TXNL1
GPX7
ZNF48
IL6ST
TIA1
YPEL1
AGPAT5
SMC1A
HMOX1
RRAS
ZNF195
NAMPT
H2AFY
INTS7
ANXA5
MBD1
TRIP10
ELP2
H2BFXP
ZNF136
MTX1
PIK3C3
PCM1
ZNF292
C11orf24
FNDC3B
AHNAK
TNPO1
MBNL3
TRIM24
PATZ1
LUC7L
ZNF227
NREP
RRAGD
ARHGEF7
FAM83G
PCNA
CPXM1
LOC100506860
PHF10
CALU
SAR1B
DPY19L1
CDKN2D
TNFRSF10B
BRD1
HNRNPD
CLCF1
ARGLU1
ZSCAN2
ZNF177
FAR2
VPS4B
PDLIM5
FAM206A
DHPS
REPS1
ANXA2P3
KHDRBS1
EGR1
RNF219
FADS2
ZNF708
MVP
WRNIP1
BUD13
LOC100128594
C1QTNF3
SLC35E2B
OVOS2
ZNF764
SCAI
SH3RF2
RARS
STARD9
SQSTM1
ZNF439
UBE2H
SAMD4A
HSF2
NASP
GNG2
SLC10A3
HORMAD1
SIX5
USP53
ECE1
HRH1
FBXO5
SHPRH
IL1R1
NAP1L4
PTPRA
LOC100505562
TMED7
ETF1
TRADD
CPNE8
RARG
PLEKHO1
SFPQ
LIPH
LOC100507100
NARF
MPHOSPH9
ACSL3
TXNDC16
SETMAR
YIPF5
OSBPL10
LOC389765
PDXK
PDIK1L
TCF12
EHD2
PEA15
TMBIM1
WTAP
EHMT2
PCNT
NNT
DEAF1
TRAPPC9
KIAA1704
C2orf68
SKIL
HMGN2
NRXN2
RALGDS
FAF2
LOC400657
ZC3H10
KRT8P12
FAM40A
RAB31
MC1R
MRPL24
CEBPB
KAT6A
SPHK1
B4GALT1
ZNF266
SPRED1
LOC284385
KIAA0895L
FOSB
ZNF496
LRRCC1
POLE
NFKBIZ
LOC338799
FAM160A1
CHPF
SNX33
GAB2
ZNF512
TMSB15B
LOC100130856
DGKZ
ZNF660
NONO
LMO2
LRRC37A4
ZNF766
GFPT2
ANKRD46
KLHL5
PKNOX1
NCAPD3
MYO1E
TRIM59
DPY19L2P2
PAAF1
TYMS
EVL
ZNF324
OBFC2A
CHD6
CCDC80
LOC286161
C21orf58
FBXO2
CCDC28B
HNRNPA3
FAM120B
ZNF519
DFFB
SUMF1
TTC12
BCL3
PHLPP1
CCDC47
COQ10B
EHD4
PIAS2
PKD1L2
UBR7
ADAM1
ZNF160
ERG
ZNF24
C11orf30
SAFB2
AP1S3
CEP192
RAB9B
ZCCHC18
YLPM1
CNOT7
ANKRD10
PLOD1
ILF3
MPND
CELSR1
PSIP1
PHF20L1
PKD1P1
TGFBRAP1
PEX11G
PNPLA4
TNRC6C
MRPL36
S100A11
SNAPC1
LTBP1
LUC7L2
TNS3
CLASP1
MICAL1
GPR157
KCNK15
SLC16A10
IGF2BP2
RAD54L
ZNF493
KCTD11
TAF11
MRPS24
HS6ST1
KIAA1586
GUSBP3
AIFM2
GRIPAP1
ZNF182
OAT
EPHB4
LOC284454
HNRNPR
HNRPDL
KIAA1958
MAD2L2
TMEM183A
LOC147670
FBXO43
TGM2
MBTPS2
KIAA1429
RBMX
LOC100170939
HIST1H2BC
NAIP
CDK7
ZFP14
BOLA3
UBE2I
CDCA5
C11orf96
PI4KA
ZNF3
TOX
C22orf39
CYSTM1
ARL14
NXF1
TPGS2
ANG
