drug,fold,blend,meta,alpha,intercept,n_train,n_test,omics,weight
ZM447439,5,stacking,ridge,1.0,-0.13856902876225208,163,40,mrna,1.0777343984029324
AFATINIB,1,stacking,ridge,1.0,-0.19503922340094304,162,41,cnv,0.41121605459415217
AFATINIB,2,stacking,ridge,1.0,0.07438957382462252,162,41,cnv,0.26839739813849295
AFATINIB,3,stacking,ridge,1.0,0.16717248610687951,162,41,cnv,0.04883029092637194
AFATINIB,4,stacking,ridge,1.0,0.2160709186662011,163,40,cnv,0.06182146898315727
AFATINIB,5,stacking,ridge,1.0,-0.3326459116732101,163,40,cnv,0.3399245118552693
AVAGACESTAT,1,stacking,ridge,1.0,-0.596929055994389,162,41,cnv,0.23531692779600655
AVAGACESTAT,2,stacking,ridge,1.0,-0.10863824324855553,162,41,cnv,-0.03823713959446537
AVAGACESTAT,3,stacking,ridge,1.0,-0.693603427738041,162,41,cnv,0.02432406831517509
AVAGACESTAT,4,stacking,ridge,1.0,-0.1749126224786961,163,40,cnv,-0.03962447991714414
AVAGACESTAT,5,stacking,ridge,1.0,-0.18403529375749983,163,40,cnv,0.05998329824997912
AXITINIB,1,stacking,ridge,1.0,-0.23052622564569125,162,41,cnv,0.09962496519015294
AXITINIB,2,stacking,ridge,1.0,-0.4681666686761474,162,41,cnv,0.15746975747862532
AXITINIB,3,stacking,ridge,1.0,-0.7340372583894994,162,41,cnv,0.012303302260159722
AXITINIB,4,stacking,ridge,1.0,-0.3825868271013406,163,40,cnv,0.3173299800668383
AXITINIB,5,stacking,ridge,1.0,-0.30140426830950906,163,40,cnv,0.20138505181757618
AZD4547,1,stacking,ridge,1.0,-0.50737754359311,162,41,cnv,0.04119764699284995
AZD4547,2,stacking,ridge,1.0,-0.48691191699052316,162,41,cnv,-0.18955849936950062
AZD4547,3,stacking,ridge,1.0,-0.361666450915481,162,41,cnv,0.09247804926651516
AZD4547,4,stacking,ridge,1.0,-0.1329208374460138,163,40,cnv,0.01066419852225194
AZD4547,5,stacking,ridge,1.0,-0.4682504864847732,163,40,cnv,-0.07967199373821429
AZD6738,1,stacking,ridge,1.0,-0.07346858395993028,162,41,cnv,0.5030035223459829
AZD6738,2,stacking,ridge,1.0,-0.16933117733956138,162,41,cnv,0.5344118922945689
AZD6738,3,stacking,ridge,1.0,-0.537141544626575,162,41,cnv,0.43633540269712007
AZD6738,4,stacking,ridge,1.0,-0.1056087960154124,163,40,cnv,0.5306001084163251
AZD6738,5,stacking,ridge,1.0,-0.023984499902307777,163,40,cnv,0.18661703856651285
AZD7762,1,stacking,ridge,1.0,0.07753424188482694,162,41,cnv,0.13761038657065322
AZD7762,2,stacking,ridge,1.0,0.03142195599937869,162,41,cnv,0.29918257437915835
AZD7762,3,stacking,ridge,1.0,0.07063519835463261,162,41,cnv,0.014156514286035898
AZD7762,4,stacking,ridge,1.0,0.08014512686281106,163,40,cnv,0.23506997326441256
AZD7762,5,stacking,ridge,1.0,0.04037421973701827,163,40,cnv,0.25384457286763173
AZD8186,1,stacking,ridge,1.0,-0.18113192001031964,162,41,cnv,0.28776509303957487
AZD8186,2,stacking,ridge,1.0,-0.19743908328303217,162,41,cnv,0.36569944345157435
AZD8186,3,stacking,ridge,1.0,-0.5992269637958767,162,41,cnv,0.2367041943766379
AZD8186,4,stacking,ridge,1.0,0.11901290248538343,163,40,cnv,0.365231100797451
AZD8186,5,stacking,ridge,1.0,-0.3560206490710711,163,40,cnv,0.3212581092418344
BMS-536924,1,stacking,ridge,1.0,-0.6524097263061919,162,41,cnv,0.4850718158229888
BMS-536924,2,stacking,ridge,1.0,-0.7709162170686419,162,41,cnv,0.3978277463522041
BMS-536924,3,stacking,ridge,1.0,-1.2962205400620455,162,41,cnv,0.3811127653321438
BMS-536924,4,stacking,ridge,1.0,-0.8672534745420846,163,40,cnv,0.5636065456752265
BMS-536924,5,stacking,ridge,1.0,-0.7910822959747579,163,40,cnv,0.49280183065413524
BOSUTINIB,1,stacking,ridge,1.0,-0.054745762586763114,162,41,cnv,0.11178803451428632
BOSUTINIB,2,stacking,ridge,1.0,-0.45451811493517935,162,41,cnv,0.2122136831741187
BOSUTINIB,3,stacking,ridge,1.0,-0.3670981749754456,162,41,cnv,0.1218622442556098
BOSUTINIB,4,stacking,ridge,1.0,-0.12859415581138345,163,40,cnv,0.054807560871975164
BOSUTINIB,5,stacking,ridge,1.0,0.008560958086195614,163,40,cnv,0.0486290981993932
CCT007093,1,stacking,ridge,1.0,-0.49572184584070556,162,41,cnv,0.14191123784698645
CCT007093,2,stacking,ridge,1.0,-1.0944460099554814,162,41,cnv,0.26833083169316485
CCT007093,3,stacking,ridge,1.0,-1.5786980470556955,162,41,cnv,0.06665768003336654
CCT007093,4,stacking,ridge,1.0,-1.0475278341997791,163,40,cnv,0.23561961425207176
CCT007093,5,stacking,ridge,1.0,-0.487196002693671,163,40,cnv,0.2098982217557747
DACTOLISIB,1,stacking,ridge,1.0,0.11947759743561415,162,41,cnv,0.058858650662535
DACTOLISIB,2,stacking,ridge,1.0,-0.1930149052713137,162,41,cnv,0.007922426556088364
DACTOLISIB,3,stacking,ridge,1.0,0.46166369073292834,162,41,cnv,0.08845116940244362
DACTOLISIB,4,stacking,ridge,1.0,0.3213214885281177,163,40,cnv,0.09808874157993527
DACTOLISIB,5,stacking,ridge,1.0,0.032946262412314464,163,40,cnv,0.15174729232840908
DOCETAXEL,1,stacking,ridge,1.0,1.6343585801343252,162,41,cnv,0.5680981849432016
DOCETAXEL,2,stacking,ridge,1.0,1.1397357471854899,162,41,cnv,0.4057300182945853
DOCETAXEL,3,stacking,ridge,1.0,1.2041347813451058,162,41,cnv,0.541902043288464
DOCETAXEL,4,stacking,ridge,1.0,1.1680386992052556,163,40,cnv,0.47977685701556494
DOCETAXEL,5,stacking,ridge,1.0,1.0106171850314327,163,40,cnv,0.5361021860352722
DORAMAPIMOD,1,stacking,ridge,1.0,0.8609422406447145,162,41,cnv,-0.3764034050696546
DORAMAPIMOD,2,stacking,ridge,1.0,0.77341752926682,162,41,cnv,-0.4705550021691839
DORAMAPIMOD,3,stacking,ridge,1.0,1.1928976072530961,162,41,cnv,-0.45036275807474563
DORAMAPIMOD,4,stacking,ridge,1.0,0.8596197741847411,163,40,cnv,-0.285614650704125
DORAMAPIMOD,5,stacking,ridge,1.0,0.7811867758050131,163,40,cnv,-0.36505173758525145
EHT-1864,1,stacking,ridge,1.0,-0.6458264342560631,162,41,cnv,0.2995063950594849
EHT-1864,2,stacking,ridge,1.0,0.42477328311486895,162,41,cnv,0.09059620572906568
EHT-1864,3,stacking,ridge,1.0,-0.034247538415830725,162,41,cnv,0.1336827336680589
EHT-1864,4,stacking,ridge,1.0,-0.44371197726553824,163,40,cnv,0.01676524237243842
EHT-1864,5,stacking,ridge,1.0,-0.07585386724921372,163,40,cnv,0.06818313505631497
FULVESTRANT,1,stacking,ridge,1.0,-0.7776583273418582,162,41,cnv,0.46310379198460633
FULVESTRANT,2,stacking,ridge,1.0,0.21995021791610148,162,41,cnv,0.1643660084240208
FULVESTRANT,3,stacking,ridge,1.0,-0.3989885514667728,162,41,cnv,0.17243649788336446
FULVESTRANT,4,stacking,ridge,1.0,-0.030287669518870963,163,40,cnv,0.16679589374714054
FULVESTRANT,5,stacking,ridge,1.0,0.10654112793472192,163,40,cnv,0.14170851859958503
GEFITINIB,1,stacking,ridge,1.0,0.5797972651830787,162,41,cnv,-0.11329875910122225
GEFITINIB,2,stacking,ridge,1.0,0.9088402067696277,162,41,cnv,-0.04643821924140472
GEFITINIB,3,stacking,ridge,1.0,0.3601309928116616,162,41,cnv,-0.14775757492330474
GEFITINIB,4,stacking,ridge,1.0,0.5683387134466964,163,40,cnv,-0.20693269589782504
GEFITINIB,5,stacking,ridge,1.0,-0.3636966308864036,163,40,cnv,0.00018245286773400782
GEMCITABINE,1,stacking,ridge,1.0,-0.1819163464792366,162,41,cnv,-0.03782567934730963
GEMCITABINE,2,stacking,ridge,1.0,-0.10313517089984137,162,41,cnv,0.02547884731706438
GEMCITABINE,3,stacking,ridge,1.0,-0.00476436867495833,162,41,cnv,0.06983168101157149
GEMCITABINE,4,stacking,ridge,1.0,0.292005649096045,163,40,cnv,0.08372687510273825
GEMCITABINE,5,stacking,ridge,1.0,-0.08728617390370408,163,40,cnv,0.051702887366275596
GW441756,1,stacking,ridge,1.0,0.08894374009622474,162,41,cnv,0.36818765710768697
GW441756,2,stacking,ridge,1.0,0.43536765455549986,162,41,cnv,0.4457383956515163
GW441756,3,stacking,ridge,1.0,-0.29078343799666584,162,41,cnv,0.3534526449441765
GW441756,4,stacking,ridge,1.0,-0.28458820600253176,163,40,cnv,0.299298946508823
GW441756,5,stacking,ridge,1.0,-0.0008959823995327021,163,40,cnv,0.44991625553495357
JQ1,1,stacking,ridge,1.0,-0.11705756713025306,162,41,cnv,0.012770886758198647
JQ1,2,stacking,ridge,1.0,-0.09393823846849525,162,41,cnv,0.02676118565331589
JQ1,3,stacking,ridge,1.0,-0.05978369971848296,162,41,cnv,-0.1710050776260898
JQ1,4,stacking,ridge,1.0,-0.09992982407641693,163,40,cnv,0.035772835310140104
JQ1,5,stacking,ridge,1.0,-0.1263613122769739,163,40,cnv,-0.019917519632528396
KU-55933,1,stacking,ridge,1.0,-0.2063471160770396,162,41,cnv,0.01624273537952809
KU-55933,2,stacking,ridge,1.0,-0.4893439184871786,162,41,cnv,0.033423776586655546
KU-55933,3,stacking,ridge,1.0,-0.4869584036241523,162,41,cnv,0.050684947821851116
KU-55933,4,stacking,ridge,1.0,0.02182976275817783,163,40,cnv,0.07410933898737976
KU-55933,5,stacking,ridge,1.0,0.011334563508648365,163,40,cnv,-0.09123784948628035
LENALIDOMIDE,1,stacking,ridge,1.0,-0.5806000472900559,162,41,cnv,0.18456968593448395
LENALIDOMIDE,2,stacking,ridge,1.0,-0.6692831966974211,162,41,cnv,0.362180654213519
LENALIDOMIDE,3,stacking,ridge,1.0,-0.7726080281433667,162,41,cnv,0.11452655584042737
LENALIDOMIDE,4,stacking,ridge,1.0,-0.3966794490759531,163,40,cnv,0.13762660991583273
LENALIDOMIDE,5,stacking,ridge,1.0,-0.7735243048076565,163,40,cnv,0.17014036332827828
LESTAURTINIB,1,stacking,ridge,1.0,0.09559945241138268,162,41,cnv,0.1780788822323588
LESTAURTINIB,2,stacking,ridge,1.0,0.07175058126757405,162,41,cnv,0.09984495342395497
LESTAURTINIB,3,stacking,ridge,1.0,0.06375168185721791,162,41,cnv,0.11319065633856529
LESTAURTINIB,4,stacking,ridge,1.0,0.07793728525643262,163,40,cnv,0.22699411455885715
LESTAURTINIB,5,stacking,ridge,1.0,0.09835039685608082,163,40,cnv,0.12086390934021092
METHOTREXATE,1,stacking,ridge,1.0,0.10307950438701463,162,41,cnv,0.015326438218988625
METHOTREXATE,2,stacking,ridge,1.0,0.05440190187733296,162,41,cnv,-0.08182576701764073
METHOTREXATE,3,stacking,ridge,1.0,0.0504408112490361,162,41,cnv,-0.22170045719107181
METHOTREXATE,4,stacking,ridge,1.0,0.05694657363445599,163,40,cnv,0.046512810037812664
METHOTREXATE,5,stacking,ridge,1.0,0.05021401315459095,163,40,cnv,0.005348757505095068
MIRIN,1,stacking,ridge,1.0,-0.025313303335245507,162,41,cnv,0.2703571667802429
MIRIN,2,stacking,ridge,1.0,-0.008475771372387086,162,41,cnv,0.31545517544106355
MIRIN,3,stacking,ridge,1.0,-0.6538504040156559,162,41,cnv,0.3485276890223717
MIRIN,4,stacking,ridge,1.0,-0.2692360991321143,163,40,cnv,0.2814132871097153
MIRIN,5,stacking,ridge,1.0,0.031680506881954784,163,40,cnv,0.31501269125647857
MK-2206,1,stacking,ridge,1.0,-0.4474725131833519,162,41,cnv,0.42201849998088353
MK-2206,2,stacking,ridge,1.0,-0.9278760502063861,162,41,cnv,0.46244524614262483
MK-2206,3,stacking,ridge,1.0,-0.9175588308283162,162,41,cnv,0.5725161404022525
MK-2206,4,stacking,ridge,1.0,-0.44661180993804184,163,40,cnv,0.42637893900314555
MK-2206,5,stacking,ridge,1.0,-0.7094798512925182,163,40,cnv,0.4075797845472983
MOTESANIB,1,stacking,ridge,1.0,-1.12178905218981,162,41,cnv,0.31532844330963583
MOTESANIB,2,stacking,ridge,1.0,-1.4298145207451909,162,41,cnv,0.2601178282603501
MOTESANIB,3,stacking,ridge,1.0,-1.0359105171996488,162,41,cnv,0.3262560102385948
MOTESANIB,4,stacking,ridge,1.0,-1.080082975165054,163,40,cnv,0.267203782712446
MOTESANIB,5,stacking,ridge,1.0,-0.9295837784030136,163,40,cnv,0.15333755029339496
NAVITOCLAX,1,stacking,ridge,1.0,-0.0025841387162881535,162,41,cnv,0.2820271866527957
NAVITOCLAX,2,stacking,ridge,1.0,0.04884803050179043,162,41,cnv,0.49576862273823935
NAVITOCLAX,3,stacking,ridge,1.0,-0.14658404356888388,162,41,cnv,0.4371107647089166
NAVITOCLAX,4,stacking,ridge,1.0,-0.12833778590103773,163,40,cnv,0.46577732019792734
NAVITOCLAX,5,stacking,ridge,1.0,0.062085645156347624,163,40,cnv,0.30095661650312167
NU7441,1,stacking,ridge,1.0,-0.4760398608084815,162,41,cnv,0.15867489043424626
NU7441,2,stacking,ridge,1.0,-0.42493596818705726,162,41,cnv,0.19283523790585136
NU7441,3,stacking,ridge,1.0,-0.4726872694132105,162,41,cnv,0.22198532075379573
NU7441,4,stacking,ridge,1.0,-0.5784796917506521,163,40,cnv,0.26618854499460515
NU7441,5,stacking,ridge,1.0,-0.5589211456959151,163,40,cnv,0.2514478286297203
NUTLIN-3A (-),1,stacking,ridge,1.0,0.193800813578338,162,41,cnv,0.23549826909944047
NUTLIN-3A (-),2,stacking,ridge,1.0,0.40332970828015036,162,41,cnv,0.2143026987622765
NUTLIN-3A (-),3,stacking,ridge,1.0,-0.09351400107593788,162,41,cnv,0.26908933187571926
NUTLIN-3A (-),4,stacking,ridge,1.0,0.0291849212619244,163,40,cnv,0.254099028430332
NUTLIN-3A (-),5,stacking,ridge,1.0,0.42344697006203535,163,40,cnv,0.21744413094474493
OLAPARIB,1,stacking,ridge,1.0,-0.71023560752309,162,41,cnv,0.3655113453986606
OLAPARIB,2,stacking,ridge,1.0,0.018596646095064617,162,41,cnv,0.3126157915248041
OLAPARIB,3,stacking,ridge,1.0,-0.33548619771104216,162,41,cnv,0.3211746257452102
OLAPARIB,4,stacking,ridge,1.0,-0.5537666470595823,163,40,cnv,0.39658055528647806
OLAPARIB,5,stacking,ridge,1.0,-0.3073862549418602,163,40,cnv,0.5628819781613895
PALBOCICLIB,1,stacking,ridge,1.0,-0.2048077911685704,162,41,cnv,-0.05639784356809119
PALBOCICLIB,2,stacking,ridge,1.0,-0.308537129315857,162,41,cnv,0.17455549019191133
PALBOCICLIB,3,stacking,ridge,1.0,-0.01581875264783994,162,41,cnv,0.09008433325679112
PALBOCICLIB,4,stacking,ridge,1.0,0.038200584034015606,163,40,cnv,0.14659206237213113
PALBOCICLIB,5,stacking,ridge,1.0,0.0071319967579408505,163,40,cnv,0.08700071746481614
PD0325901,1,stacking,ridge,1.0,0.0506947954412883,162,41,cnv,-0.08501560474464977
PD0325901,2,stacking,ridge,1.0,-0.14894328950188707,162,41,cnv,-0.10278943852296851
PD0325901,3,stacking,ridge,1.0,0.042047084459102435,162,41,cnv,0.04191808434238365
PD0325901,4,stacking,ridge,1.0,0.032040848205808437,163,40,cnv,-0.09779005835411224
PD0325901,5,stacking,ridge,1.0,-0.10334125884826384,163,40,cnv,-0.03962636353830861
PD173074,1,stacking,ridge,1.0,-0.43039631898216246,162,41,cnv,0.10384142435011699
PD173074,2,stacking,ridge,1.0,-0.463717884531309,162,41,cnv,0.1261898300093145
PD173074,3,stacking,ridge,1.0,-0.25726660030980364,162,41,cnv,0.03000943490349694
PD173074,4,stacking,ridge,1.0,-0.06491393169257842,163,40,cnv,-0.03522464952437474
PD173074,5,stacking,ridge,1.0,-0.20897672650267873,163,40,cnv,0.15526958220014297
PEVONEDISTAT,1,stacking,ridge,1.0,0.028733121682890106,162,41,cnv,0.1378171162915693
PEVONEDISTAT,2,stacking,ridge,1.0,-0.023699425708619715,162,41,cnv,0.4769183988884669
PEVONEDISTAT,3,stacking,ridge,1.0,-0.013923051804528103,162,41,cnv,0.4303683122986174
PEVONEDISTAT,4,stacking,ridge,1.0,0.004877413796661928,163,40,cnv,0.2547333043275878
PEVONEDISTAT,5,stacking,ridge,1.0,0.0682191955054321,163,40,cnv,0.29937900512106014
PFI-1,1,stacking,ridge,1.0,-0.12773128644047604,162,41,cnv,-0.010390236983471458
PFI-1,2,stacking,ridge,1.0,0.07433737192844259,162,41,cnv,0.07121920975747113
PFI-1,3,stacking,ridge,1.0,-0.16021975669231825,162,41,cnv,0.1980873616406155
PFI-1,4,stacking,ridge,1.0,0.353691942384458,163,40,cnv,0.038818881809315656
PFI-1,5,stacking,ridge,1.0,0.35181434090653374,163,40,cnv,0.15624600649653572
PICTILISIB,1,stacking,ridge,1.0,0.12981960039009888,162,41,cnv,0.1552040114796125
PICTILISIB,2,stacking,ridge,1.0,0.2702172776631082,162,41,cnv,0.059722286551744004
PICTILISIB,3,stacking,ridge,1.0,0.02923559676304688,162,41,cnv,0.11921460893899763
PICTILISIB,4,stacking,ridge,1.0,0.04068088467321174,163,40,cnv,0.2247969484385247
PICTILISIB,5,stacking,ridge,1.0,0.3020852250555157,163,40,cnv,0.0642312096516625
PLX-4720,1,stacking,ridge,1.0,-0.9423572097633444,162,41,cnv,0.4193498054840432
PLX-4720,2,stacking,ridge,1.0,-1.1092017412172548,162,41,cnv,0.5578453071575449
PLX-4720,3,stacking,ridge,1.0,-0.7653143514874734,162,41,cnv,0.518836673291763
PLX-4720,4,stacking,ridge,1.0,-0.3346260648066455,163,40,cnv,0.2932116013501997
PLX-4720,5,stacking,ridge,1.0,-0.7484225702279357,163,40,cnv,0.4026801773194407
REFAMETINIB,1,stacking,ridge,1.0,0.06450854184999422,162,41,cnv,0.12114201549428508
REFAMETINIB,2,stacking,ridge,1.0,-0.20653917362488228,162,41,cnv,0.08121190756381765
REFAMETINIB,3,stacking,ridge,1.0,-0.19118572353769947,162,41,cnv,0.13781481864373527
REFAMETINIB,4,stacking,ridge,1.0,0.00772081850340145,163,40,cnv,0.028181282261302072
REFAMETINIB,5,stacking,ridge,1.0,-0.234884482320874,163,40,cnv,0.11038050411622191
RO-3306,1,stacking,ridge,1.0,0.10932123808169925,162,41,cnv,-0.2513035085383337
RO-3306,2,stacking,ridge,1.0,-0.6771239682702643,162,41,cnv,-0.1250451540102058
RO-3306,3,stacking,ridge,1.0,-0.07733905143391206,162,41,cnv,-0.07444476350575549
RO-3306,4,stacking,ridge,1.0,-0.2129539721226288,163,40,cnv,-0.10319565809995927
RO-3306,5,stacking,ridge,1.0,0.08452929630123274,163,40,cnv,-0.07711293385502423
RUCAPARIB,1,stacking,ridge,1.0,-0.5441580492043951,162,41,cnv,0.6763191873949226
RUCAPARIB,2,stacking,ridge,1.0,-0.40162418841527225,162,41,cnv,0.5440501628878461
RUCAPARIB,3,stacking,ridge,1.0,-0.373939553095334,162,41,cnv,0.4112420502868868
RUCAPARIB,4,stacking,ridge,1.0,-0.3295421935023777,163,40,cnv,0.6786311922196883
RUCAPARIB,5,stacking,ridge,1.0,-0.12138116331863058,163,40,cnv,0.4646512734695618
SB216763,1,stacking,ridge,1.0,0.18204793907447936,162,41,cnv,0.10742689749695483
SB216763,2,stacking,ridge,1.0,0.17392459094156365,162,41,cnv,0.09350203948893741
SB216763,3,stacking,ridge,1.0,-0.4408334560206395,162,41,cnv,0.08351323623235163
SB216763,4,stacking,ridge,1.0,0.35942947759382804,163,40,cnv,0.05094639438872115
SB216763,5,stacking,ridge,1.0,0.34355223015086445,163,40,cnv,-0.014323007030957412
SB590885,1,stacking,ridge,1.0,-0.42445659768354727,162,41,cnv,-0.007499648064477831
SB590885,2,stacking,ridge,1.0,-0.22126099194833593,162,41,cnv,-0.17277950302924494
SB590885,3,stacking,ridge,1.0,-0.22870134511280904,162,41,cnv,-0.0776804836711438
SB590885,4,stacking,ridge,1.0,-0.4673496533053121,163,40,cnv,-0.07199510054444372
SB590885,5,stacking,ridge,1.0,-0.36197206346703625,163,40,cnv,0.024276650998601112
SELUMETINIB,1,stacking,ridge,1.0,-0.16933090975014098,162,41,cnv,0.12754636517472404
SELUMETINIB,2,stacking,ridge,1.0,-0.45583893090024485,162,41,cnv,-0.15643571124198793
SELUMETINIB,3,stacking,ridge,1.0,-0.38997144414509677,162,41,cnv,-0.08918147052651498
SELUMETINIB,4,stacking,ridge,1.0,-0.2627811221965115,163,40,cnv,0.053614245128358405
SELUMETINIB,5,stacking,ridge,1.0,-0.4776923245115876,163,40,cnv,-0.026385061289985245
SERDEMETAN,1,stacking,ridge,1.0,-0.36370091872208343,162,41,cnv,0.00747044880230873
SERDEMETAN,2,stacking,ridge,1.0,-0.31103703998594634,162,41,cnv,0.14461464856463827
SERDEMETAN,3,stacking,ridge,1.0,-0.6251308391779262,162,41,cnv,-0.004455054056213037
SERDEMETAN,4,stacking,ridge,1.0,-0.3339900223600365,163,40,cnv,-0.16172973951419362
SERDEMETAN,5,stacking,ridge,1.0,-0.9223196161912104,163,40,cnv,0.14351796726324695
SGC0946,1,stacking,ridge,1.0,-0.16258370130799626,162,41,cnv,0.26951717538579745
SGC0946,2,stacking,ridge,1.0,-0.05844400585610954,162,41,cnv,0.15396010753151568
SGC0946,3,stacking,ridge,1.0,0.060984087306491075,162,41,cnv,0.1606547750215072
SGC0946,4,stacking,ridge,1.0,-0.1776907340890468,163,40,cnv,0.2960310934774764
SGC0946,5,stacking,ridge,1.0,-0.2587311401585144,163,40,cnv,0.3832441747658734
SN-38,1,stacking,ridge,1.0,-0.6325109375292159,162,41,cnv,0.07580319139183805
SN-38,2,stacking,ridge,1.0,-1.16627719499371,162,41,cnv,-0.17374876466261438
SN-38,3,stacking,ridge,1.0,-0.613538596897313,162,41,cnv,0.13815413247847697
SN-38,4,stacking,ridge,1.0,-0.6084957305917253,163,40,cnv,-0.18835278687862975
SN-38,5,stacking,ridge,1.0,0.20495287034336407,163,40,cnv,0.041196372628690664
TALAZOPARIB,1,stacking,ridge,1.0,1.2864270166411187,162,41,cnv,-0.08067648350643512
TALAZOPARIB,2,stacking,ridge,1.0,0.4131208636706125,162,41,cnv,-0.2998863504604021
TALAZOPARIB,3,stacking,ridge,1.0,1.2340888045524068,162,41,cnv,-0.05686308042409287
TALAZOPARIB,4,stacking,ridge,1.0,1.5378352800891395,163,40,cnv,-0.24609130072699115
TALAZOPARIB,5,stacking,ridge,1.0,1.1899832642683799,163,40,cnv,-0.09560295880826704
TAMOXIFEN,1,stacking,ridge,1.0,0.10371234470540314,162,41,cnv,0.08622027655085895
TAMOXIFEN,2,stacking,ridge,1.0,-0.2714178033408312,162,41,cnv,0.11569371873830904
TAMOXIFEN,3,stacking,ridge,1.0,-0.3364941626365052,162,41,cnv,0.23071830881989264
TAMOXIFEN,4,stacking,ridge,1.0,-0.0736103738603715,163,40,cnv,0.0627877830190142
TAMOXIFEN,5,stacking,ridge,1.0,-0.0905446503631846,163,40,cnv,-0.003919588502136272
TANESPIMYCIN,1,stacking,ridge,1.0,0.04893259850368395,162,41,cnv,0.16102764204200473
TANESPIMYCIN,2,stacking,ridge,1.0,0.04825281709834961,162,41,cnv,-0.029135196327151155
TANESPIMYCIN,3,stacking,ridge,1.0,0.04378156080040008,162,41,cnv,-0.06078068718873894
TANESPIMYCIN,4,stacking,ridge,1.0,0.005542383992504035,163,40,cnv,-0.11813390901709762
TANESPIMYCIN,5,stacking,ridge,1.0,0.057372623259981215,163,40,cnv,-0.05090358459352382
TEMOZOLOMIDE,1,stacking,ridge,1.0,-0.32365423621140454,162,41,cnv,0.03029886672312159
TEMOZOLOMIDE,2,stacking,ridge,1.0,0.12163946902934963,162,41,cnv,0.13455945591554208
TEMOZOLOMIDE,3,stacking,ridge,1.0,-0.4019935775818926,162,41,cnv,0.18218145030981014
TEMOZOLOMIDE,4,stacking,ridge,1.0,-0.3509480234465654,163,40,cnv,0.11933131274140055
TEMOZOLOMIDE,5,stacking,ridge,1.0,-0.39037036917456547,163,40,cnv,0.19280741543723984
TRAMETINIB,1,stacking,ridge,1.0,0.13705174160282607,162,41,cnv,-0.36587869355177605
TRAMETINIB,2,stacking,ridge,1.0,0.11326162689054509,162,41,cnv,-0.2990094348888514
TRAMETINIB,3,stacking,ridge,1.0,-0.02423943594963318,162,41,cnv,0.0644915084189479
TRAMETINIB,4,stacking,ridge,1.0,0.007615402082980283,163,40,cnv,-0.3630309357418267
TRAMETINIB,5,stacking,ridge,1.0,-0.018170844023827626,163,40,cnv,-0.46032106770483616
VELIPARIB,1,stacking,ridge,1.0,0.24951310547374117,162,41,cnv,-0.27708120992448626
VELIPARIB,2,stacking,ridge,1.0,0.22360114243330198,162,41,cnv,-0.16006799930135487
VELIPARIB,3,stacking,ridge,1.0,0.1979255372514066,162,41,cnv,-0.20477910141473177
VELIPARIB,4,stacking,ridge,1.0,0.33181565913780053,163,40,cnv,-0.08880041298319459
VELIPARIB,5,stacking,ridge,1.0,-0.6575633950526161,163,40,cnv,0.025758454737217957
VISMODEGIB,1,stacking,ridge,1.0,0.33195426165559905,162,41,cnv,-0.3505845830871771
VISMODEGIB,2,stacking,ridge,1.0,-0.03224950927678272,162,41,cnv,-0.3223847966435949
VISMODEGIB,3,stacking,ridge,1.0,0.009043292254740543,162,41,cnv,-0.3628685421458572
VISMODEGIB,4,stacking,ridge,1.0,-0.049709692586485055,163,40,cnv,-0.34410493662094654
VISMODEGIB,5,stacking,ridge,1.0,0.21945220894027528,163,40,cnv,-0.44953152680132596
VORINOSTAT,1,stacking,ridge,1.0,-0.13641134766546825,162,41,cnv,0.22171527513758008
VORINOSTAT,2,stacking,ridge,1.0,-0.05901536693219922,162,41,cnv,0.038543130007503174
VORINOSTAT,3,stacking,ridge,1.0,-0.021148749187292037,162,41,cnv,0.01423323710756017
VORINOSTAT,4,stacking,ridge,1.0,-0.03790762470446074,163,40,cnv,0.11901908022510177
VORINOSTAT,5,stacking,ridge,1.0,-0.08904333708204981,163,40,cnv,0.12646145961887265
WEE1 INHIBITOR,1,stacking,ridge,1.0,-0.3972435118626785,162,41,cnv,0.14265748557305621
WEE1 INHIBITOR,2,stacking,ridge,1.0,-0.011829963335191263,162,41,cnv,-0.011599718028505117
WEE1 INHIBITOR,3,stacking,ridge,1.0,0.004862684553827545,162,41,cnv,-0.06771233070178637
WEE1 INHIBITOR,4,stacking,ridge,1.0,-0.17684774033245088,163,40,cnv,0.06592604984207459
WEE1 INHIBITOR,5,stacking,ridge,1.0,-0.10969678701705199,163,40,cnv,-0.01957557428088298
YK-4-279,1,stacking,ridge,1.0,0.21638598060903314,162,41,cnv,-0.059084990193459384
YK-4-279,2,stacking,ridge,1.0,0.06360374785586753,162,41,cnv,-0.077816217087325
YK-4-279,3,stacking,ridge,1.0,-0.3600951040326479,162,41,cnv,0.15546578017980267
YK-4-279,4,stacking,ridge,1.0,0.10607388919289895,163,40,cnv,0.031044202692463718
YK-4-279,5,stacking,ridge,1.0,-0.2702241520617348,163,40,cnv,-0.0004401662712175184
ZM447439,1,stacking,ridge,1.0,-0.3982914112459015,162,41,cnv,0.25181826379106254
ZM447439,2,stacking,ridge,1.0,-0.3249972447049898,162,41,cnv,0.16142721610207472
ZM447439,3,stacking,ridge,1.0,-0.5030510447376355,162,41,cnv,0.20224898717473058
ZM447439,4,stacking,ridge,1.0,-0.09324300858718382,163,40,cnv,0.13019955331267144
ZM447439,5,stacking,ridge,1.0,-0.13856902876225208,163,40,cnv,0.018203347216804458
