drug,fold,blend,RMSE_ens,R2_ens,Spearman_ens,Pearson_ens,RMSE_mean,R2_mean
SB590885,2,stacking,0.6817833359771298,0.38938939525171123,0.6923344947735193,0.6577712533157332,0.6620976848891601,0.42414158560362925
SB590885,3,stacking,0.6454864888454344,0.5604047246264828,0.7902439024390246,0.7644267998796778,0.6723815628780111,0.5230088773337154
SB590885,4,stacking,0.7031848696311963,0.4192492278075661,0.6902439024390244,0.6593162258981518,0.7071663953165712,0.41265403380586996
SB590885,5,stacking,0.6809045411524941,0.45507566539068,0.7069418386491559,0.6782362120447808,0.6865675288419828,0.44597385416900515
SELUMETINIB,1,stacking,1.3826933944528443,0.3483813190238485,0.5545296167247388,0.6295637122616543,1.424232616074356,0.30864102559422724
SELUMETINIB,2,stacking,1.1750911111828661,0.1090442279620204,0.6034843205574915,0.5115311869980309,1.0433420898676133,0.2976290852943051
SELUMETINIB,3,stacking,1.1957532642471889,0.30666033017842986,0.4468641114982579,0.5567088372495974,1.2020051451485916,0.2993912573841935
SELUMETINIB,4,stacking,1.1912807547611919,0.4083220341078805,0.6320825515947469,0.680373021866573,1.2857961227465422,0.31071096718020796
SELUMETINIB,5,stacking,0.9758013021358021,0.34100389357419103,0.6564727954971858,0.6300450754226224,0.9694803619398922,0.3495137892613436
SERDEMETAN,1,stacking,0.9700889890704382,0.16619667398486593,0.37996515679442516,0.4662556818769523,0.9833178235262626,0.14330093040385794
SERDEMETAN,2,stacking,0.8761316960320159,0.2680056679653716,0.5165505226480838,0.5520648917242179,0.8971113881273659,0.23252953135102317
SERDEMETAN,3,stacking,0.8028453506218721,0.10818433454379528,0.30888501742160285,0.37855121705185935,0.7490620370123175,0.22366909019233128
SERDEMETAN,4,stacking,0.987386759978163,0.053045868514489114,0.35478424015009385,0.3115881108959584,0.9398977949543968,0.14194405265898835
SERDEMETAN,5,stacking,0.8155938442385063,0.20796890859967543,0.4476547842401501,0.45891763534179486,0.8319248122264484,0.17593303138006433
SGC0946,1,stacking,0.43655609666557227,0.4247783529577396,0.6655052264808363,0.6688270626915581,0.4664758750635283,0.3432297350033944
SGC0946,2,stacking,0.48403499057548927,0.2676012342821874,0.5229965156794426,0.5187531955376335,0.49324704425687266,0.2394582295437977
SGC0946,3,stacking,0.549536737335582,0.2701312631156765,0.5933797909407666,0.5523770077003807,0.5608443445601161,0.2397857791560537
SGC0946,4,stacking,0.4706573032549879,0.2948857848495571,0.5472795497185742,0.546485648981299,0.48225120377571573,0.25971916394466665
SGC0946,5,stacking,0.45188196373030676,0.16252047192820396,0.5345215759849906,0.47287668193467214,0.4277005946999502,0.2497536467364131
SN-38,1,stacking,1.5687766724602124,0.2834300245456409,0.5681184668989548,0.5457129458131257,1.5343815255203301,0.31450690713543816
SN-38,2,stacking,1.6233667706964676,0.286115866519443,0.6297909407665506,0.5567684546961594,1.5888227050883168,0.3161744859800001
SN-38,3,stacking,1.3103035237039522,0.4108818863240301,0.6350174216027875,0.6566691641720421,1.3672625433442056,0.35855061811518985
SN-38,4,stacking,1.4672052029748965,0.29665949915382084,0.6155722326454034,0.5935568051348494,1.4823561385408344,0.282058559927574
SN-38,5,stacking,2.021696738404252,0.03632884619709509,0.3120075046904316,0.32974993926124174,2.021366830821197,0.03664333103087092
TALAZOPARIB,1,stacking,1.4547192052712135,0.22871666376087796,0.4357142857142858,0.4933956583944543,1.5317625560080588,0.14485747959092987
TALAZOPARIB,2,stacking,2.002078332578418,-0.1103658597391981,0.052787456445993045,0.07123583534963072,1.9546422113572106,-0.0583724239355512
TALAZOPARIB,3,stacking,1.5241206266811547,0.23668588647480548,0.48797909407665513,0.5074456704532926,1.6003512132220554,0.15842036425303851
TALAZOPARIB,4,stacking,1.7885730233901311,0.07800471512898965,0.226078799249531,0.28454544687827554,1.7690019980352572,0.09807174026123333
TALAZOPARIB,5,stacking,1.8141261502842894,0.10577835532042024,0.41594746716697945,0.40588628027594476,1.857629034644627,0.062377131072007486
TAMOXIFEN,1,stacking,0.6824171746165029,0.4595358015507428,0.7463414634146344,0.7322248513018429,0.6926101147502103,0.4432699117806477
TAMOXIFEN,2,stacking,0.7709573850327233,0.2959014992089738,0.5200348432055749,0.5504794154037388,0.7779522719885208,0.28306698422032106
TAMOXIFEN,3,stacking,0.6859839694620846,0.30660637197612606,0.5181184668989549,0.5707347084299643,0.6857839353420422,0.30701070259453755
TAMOXIFEN,4,stacking,0.6926010599149588,0.28277565953991357,0.6206378986866793,0.5493971365530608,0.6559246904662421,0.35672499894560583
TAMOXIFEN,5,stacking,0.8519213030578351,0.2673765291285094,0.4953095684803002,0.5191173658592866,0.8436784184404545,0.2814851456266201
TANESPIMYCIN,1,stacking,1.0573378734383265,-0.04298881452421899,0.31236933797909416,0.3694205957035503,0.962291110318083,0.13609692279357588
TANESPIMYCIN,2,stacking,0.8897539688041547,0.17000410279053624,0.42369337979094085,0.4139531974084816,0.910368904356255,0.13109777785922694
TANESPIMYCIN,3,stacking,1.1863554219672565,0.03762393473467307,0.25783972125435545,0.22615494700796876,1.151381738407521,0.09352913803120955
TANESPIMYCIN,4,stacking,1.09663463434658,0.057947717686262945,0.15178236397748596,0.25713365055808907,1.1099046794630296,0.03501079453567546
TANESPIMYCIN,5,stacking,0.7874634679046008,0.2509178701099859,0.48780487804878064,0.5076629587475789,0.8172423986395193,0.19319164662425103
TEMOZOLOMIDE,1,stacking,0.8015667215776802,0.33116506893816766,0.634843205574913,0.6070824642451923,0.7830462230827013,0.3617153676659126
TEMOZOLOMIDE,2,stacking,0.6931978829873313,0.5787919853655834,0.8202090592334497,0.7852313842349077,0.7164151551528536,0.5501044478175039
TEMOZOLOMIDE,3,stacking,0.7610824505279226,0.43733948723034133,0.6919860627177703,0.702225069468384,0.7736548691486217,0.4185966251696599
TEMOZOLOMIDE,4,stacking,0.898132441116012,0.3481485634115804,0.6709193245778613,0.6051539259427916,0.8920326503020974,0.3569727744338921
TEMOZOLOMIDE,5,stacking,0.648534511681432,0.5275486293967397,0.7487804878048782,0.726440839347976,0.6756306040997534,0.48724541018294143
TRAMETINIB,1,stacking,1.5558256249181768,0.4177216533078688,0.7167247386759583,0.699287468072389,1.6316058868372174,0.3596176890872017
TRAMETINIB,2,stacking,1.3407581107957212,0.4513402210510633,0.7229965156794426,0.6896323909919189,1.410430852839924,0.3928362181322912
TRAMETINIB,3,stacking,1.724268962476074,0.3859952400554991,0.7024390243902441,0.6678767663483228,1.885414766495788,0.2658656846354157
TRAMETINIB,4,stacking,1.4815241714669574,0.12345038858377788,0.5801125703564729,0.4672130251769502,1.3496397745786841,0.27256405721299737
TRAMETINIB,5,stacking,1.8524858921336087,0.13603705673068078,0.6371482176360226,0.5606018048015103,1.6511500041921108,0.31362989922239726
VELIPARIB,1,stacking,0.6273964008847062,0.32778475418082964,0.5653310104529617,0.5753553496072553,0.598655187422284,0.3879628105151727
VELIPARIB,2,stacking,0.5515399798086846,0.47343772033538745,0.6919860627177703,0.6957771441571291,0.5663714209461623,0.4447374171146077
VELIPARIB,3,stacking,0.4787185165906389,0.5011657805757151,0.7247386759581882,0.7145260195696098,0.49033588898613995,0.4766609413813009
VELIPARIB,4,stacking,0.4994484088349495,0.5896698247353722,0.7894934333958725,0.7979529586778138,0.5321340418514138,0.5342055889350683
VELIPARIB,5,stacking,0.6896412129895654,0.14587765620065585,0.49887429643527215,0.49811121145025034,0.6875763389538688,0.15098470233828076
VISMODEGIB,1,stacking,0.5763204445347478,0.6146594861276404,0.8189895470383277,0.809699210707211,0.6536117073027784,0.5043715074134758
VISMODEGIB,2,stacking,0.8072579461978067,0.34044323914576813,0.6355400696864113,0.5840714918372485,0.8575077793776672,0.2557760251391811
VISMODEGIB,3,stacking,0.6193031415383624,0.43743817796694373,0.6872822299651569,0.6727343097817582,0.6305499013168686,0.41682001060922114
VISMODEGIB,4,stacking,0.5102098813243326,0.5695551177139523,0.7560975609756098,0.7589885701844741,0.5646086394524472,0.4728734919931511
VISMODEGIB,5,stacking,0.5169803936824329,0.5235182919135413,0.7166979362101313,0.7427233535654925,0.4916000827271415,0.5691540829466326
VORINOSTAT,1,stacking,0.8479885960984579,0.394509848608673,0.7121951219512196,0.6334985672995759,0.8552992428566342,0.38402478896298875
VORINOSTAT,2,stacking,0.5707818654458563,0.7006544583532224,0.8207317073170733,0.837802847425545,0.5912049639419373,0.6788494981343041
VORINOSTAT,3,stacking,0.6475230156239276,0.5806049395186786,0.7851916376306621,0.7713616828211636,0.6025375797392111,0.6368540799637525
VORINOSTAT,4,stacking,0.5836241187313752,0.6183185897339778,0.7759849906191371,0.799264729226227,0.6045436756112111,0.5904660499371391
VORINOSTAT,5,stacking,0.6202035275581532,0.6214640984297413,0.7874296435272046,0.7899853471343723,0.6234138305675493,0.6175351944714971
WEE1 INHIBITOR,1,stacking,0.9514273632742503,0.12746231353692483,0.5419860627177702,0.4742512756310504,0.9260248510166759,0.17343273444648022
WEE1 INHIBITOR,2,stacking,1.110872087826883,0.25140283015194187,0.537630662020906,0.5494517200465192,1.0748538959197,0.29915990239261625
WEE1 INHIBITOR,3,stacking,0.8736840792768236,0.40556340948994674,0.646864111498258,0.6592431619784582,0.8746080096693023,0.4043054984270774
WEE1 INHIBITOR,4,stacking,0.981634578433333,0.33967015361888653,0.6037523452157599,0.6181647977999187,0.9884640358403102,0.3304500585841741
WEE1 INHIBITOR,5,stacking,0.8731913867998069,0.3033748153363075,0.5833020637898687,0.5531954705313878,0.8792437884761116,0.29368423046279424
YK-4-279,1,stacking,1.1956539108659583,0.21948888311401527,0.4742160278745645,0.47813115576391496,1.156274247408691,0.2700555313390862
YK-4-279,2,stacking,1.0444167009947007,0.375573096955666,0.6141114982578398,0.6204621985439638,1.0542898061404984,0.36371160109767486
YK-4-279,3,stacking,1.427132272812097,0.08896471895023039,0.41480836236933805,0.33424649175937404,1.4108409013157697,0.10964577323031788
YK-4-279,4,stacking,1.0235895959148689,0.3962894232339603,0.6577861163227018,0.6628153641507238,1.0545803619501377,0.3591794678332828
YK-4-279,5,stacking,1.3865201838944654,0.04407727474660905,0.3283302063789869,0.35038193018984476,1.34080089868386,0.10607933140362047
ZM447439,1,stacking,1.1769289209255898,0.36493151242791766,0.5503484320557492,0.6078321317638473,1.2163562182992271,0.3216690190353484
ZM447439,2,stacking,1.1219730488744284,0.30429158824804303,0.553658536585366,0.5633167481905694,1.1324693432313977,0.2912137022087994
ZM447439,3,stacking,1.1471645899998533,0.284851108466209,0.5297909407665506,0.5482424074065512,1.1960878719674248,0.22255231018257404
ZM447439,4,stacking,1.1599672474333629,0.41180175510252626,0.7103189493433397,0.6659653220594878,1.1921867317654027,0.3786721236472166
ZM447439,5,stacking,1.2738609290908591,0.2778774186307381,0.5866791744840526,0.5680765443230094,1.218498404174849,0.33928096240285177
