std,Y,n,tissue
PL21,-1.171828,3,LYMPH
RAJI,1.687419,3,LYMPH
RCHACV,-2.684991,3,LYMPH
REH,-1.193623,3,LYMPH
RERFLCKJ,1.073203,3,LUNG
RERFLCMS,0.034401,3,LUNG
RL,1.041542,3,LYMPH
RPMI8226,0.346773,3,LYMPH
RPMI8402,-0.976544,3,LYMPH
RS411,-0.778652,3,LYMPH
SBC5,0.821974,3,LUNG
SHP77,3.563017,3,LUNG
SIGM5,0.325261,1,LYMPH
SKLU1,0.978076,3,LUNG
SKM1,-0.385145,3,LYMPH
SKMES1,0.297331,3,LUNG
SKMM2,1.3363239999999998,2,LYMPH
ST486,1.887115,3,LYMPH
SUDHL1,1.349242,1,LYMPH
SUDHL10,-0.522463,3,LYMPH
SUDHL4,0.033119,3,LYMPH
SUDHL5,-2.265793,3,LYMPH
SUDHL6,-3.021902,3,LYMPH
SUDHL8,2.691735,3,LYMPH
SUPB15,1.615242,2,LYMPH
SUPM2,1.141127,3,LYMPH
SUPT1,0.852224,3,LYMPH
SW1271,2.697439,3,LUNG
SW1573,1.049831,3,LUNG
THP1,0.475578,3,LYMPH
WSUDLCL2,-0.63654,3,LYMPH
