feature
RAB4A
PLEKHA6
KRT7
FAM208A
RHBDL2
MRPS6
SLC5A3
LINC00460
SCNN1A
PDK4
MIR34B
FAM110A
BTG4
MIR34C
LCN2
LOC101926935
ZNF525
BLVRA
CNNM3
IBTK
DLG2
FMN1
GBAT2
EIF4G1
ENKD1
LINC00664
MIR3189
C1orf54
POM121L2
IFI30
HEXB
TMPRSS13
NELFB
C11orf21
C19orf35
TMPRSS12
LOC100996324
HTT
ENPP5
FAM133B
LOC553103
FAM133DP
ATP6V0CP3
CPM
HSBP1L1
P2RX1
SNX22
TMEM8B
LTBR
ACCS
UNC5CL
BMPR1B
FRS3
PEG10
DISC1FP1
RGCC
GMCL1
MYCL
PDE2A
ZNF324B
LOC375196
MIR4758
LINC00886
UBE2F-SCLY
UBE2F
LY6E
CHTOP
YPEL1
ZBTB14
C19orf73
FCHO2
LINC00630
VTCN1
SMAD7
C1orf106
DCP1A
LOC100631378
SRF
ATP10A
ZXDC
DCUN1D2
SEPT11
ORAI3
GFI1
PDLIM4
MMP15
FAM105A
PHF13
SMIM10L2A
LOC105374727
SH3RF1
SEPT8
RHOD
FXR2
PHACTR1
DISP2
TRAF6
WSB2
ELMO1
RAB34
GNA14
TES
NPBWR2
LOC100506082
RGS22
CDKN2B
GLUD2
LGR4
MAP3K15
SYT7
RNF32
MROH6
DNAH7
GGCT
NUAK2
ZNF765
CXCL3
PLA2G12A
LOC283335
GADD45G
MGAT4B
ABHD2
PCAT7
MYCN
RMDN2
OCIAD2
PTPN18
FAM221B
NFIA
CADM2
SCNN1G
RYBP
C21orf59
CEP131
COLCA1
LMNTD2
RWDD3
TNFRSF11A
ABHD8
SPDYA
GRHL1
FAM160A2
AIRE
HCG21
ADRA2B
SLC37A3
ISPD
SLC12A8
SPHK2
DRAM1
P2RY2
MIR2682
FAM129C
GPR153
PYGB
KCNG3
ERAL1
LOC101929188
WBSCR22
ARHGEF26
MGAT5B
CHD6
C3orf67
LOC101927391
WWTR1
GPRC5B
EMID1
MCIDAS
STS
CHST14
COQ8B
ZGPAT
RASSF7
TMEM171
TADA2B
RAB6C-AS1
SGK3
ARID5B
WDR44
HELZ
CWF19L1
CAMSAP3
ZNF517
PEX11B
CBX4
SNX19
AKR1E2
NBL1
PPFIA1
ZC3HAV1L
ZNF284
ARG2
COBLL1
RMND5B
PTK2
MPLKIP
GTF2A2
SNRNP35
CTHRC1
LOC101929748
THAP11
TTC21A
CRIP2
LINC01584
PNPLA4
RHOBTB2
PDGFA
CERS6
KDSR
ZNF671
DOCK9
SPSB3
NPLOC4
MAP3K8
ALG12
GBGT1
RDM1
RSPH14
LMO3
TINAGL1
ARHGAP20
LINC00398
NKX2-2
ZNF843
SPRYD7
SPRYD3
LOC101928075
PRSS57
ADM
BCAR3
VPS28
AHR
ADGRG1
BHLHE41
DIAPH2
MEIS1
KLF8
ITGB8
XKR9
MIR128-2
SULT1A2
CLSTN1
KDM4A
MINOS1
MINOS1-NBL1
CEP72
GMPPA
TTLL3
MFNG
ECHDC3
CFDP1
PPP3R2
ZFP14
ELF3
TLE1
SRPK2
EDEM2
LOC101929698
STK32C
MIR6860
RUNDC3A
GLCE
RC3H2
MIR3928
ZIC2
HSPG2
LINC01446
FAM53A
SLC39A5
CACNA1C-IT3
LRP2
FAM160A1
WLS
LGALS3
LOC101928782
ENC1
CHP1
CPNE2
ZNF252P
DYRK2
LOC101927021
KLF3-AS1
TPBGL
HCAR1
SLC2A10
SUGT1P3
RHOU
DGAT1
LOC105377458
LRP8
MEIS2
RAB11FIP3
C20orf24
DDX27
LOC101927278
PAWR
AFF4
ZMYND10
MBOAT2
KMT5B
HCN1
DUSP23
FUCA1
TOP2A
CBR4
RNF13
ANKRD27
GGN
PPP1R3G
NCKAP1
ACP7
RHBG
DHRS3
DRD1
LOC101929241
TIRAP
CDKL5
MAGED1
OSBPL5
MRPL14
GUCY1A3
TSNARE1
CENPA
HOTAIR
RASGRP2
HGSNAT
SPECC1
TRIM11
SMTN
MOV10L1
KIAA1683
FOXO3
MAP2K3
TMEM2
FLVCR2
SLC16A9
UCK1
MERTK
ZNF57
CLPTM1L
ESR1
LINC01105
CAPS2
TP53INP2
PPP1R37
CLIP4
ROPN1L-AS1
SEMA3F
ESYT3
PNPLA7
GPAT3
WNT2B
ATP8B4
FAR1
LRRC75A
WDR82
ARFGAP3
KALRN
ICAM5
MFN2
RRAS2
MAP4K3
FGF8
TSPAN4
SYTL2
CBX7
NIPAL1
PELO
ACOT12
THNSL2
FLNA
RNF6
ARHGAP42
CDH2
CFAP99
HDAC11-AS1
PDXK
SLC16A5
URB1
TCERG1L-AS1
KLHL28
MEIOC
BAGE3
BAGE2
BAGE4
BAGE5
BAGE
ZNF501
KCNMB4
CLDN1
PDCD6
SMAD3
NCOA2
L3MBTL1
B4GALNT3
STX5
AP1S3
RING1
ZNF713
CCDC146
OCEL1
AIM1L
CCNO
MIR7114
PRKCE
C5AR1
CYP39A1
ARMCX5
PCGF1
ABCA3
FZD7
GCC1
VTI1B
GLI4
ASTE1
CD109
ACOT7
SEC61A2
ZNF611
GMFG
SLC6A6
PRICKLE4
DDIT4L
SNX21
TFPI2
FBXO2
SNN
PIK3CD-AS2
CCDC151
DNAI1
TRMT61A
NTF4
LOC728730
CPD
ZNF667-AS1
PLEKHN1
ALG11
ZNF362
CDK16
SLC26A11
LINC00853
PAQR5
BTBD3
ZNF615
APLN
INSM2
ZNF324
SLC35C1
SNRPA1
ZFPM2-AS1
MIR375
LTBP2
PFKFB2
PACS2
PLCD1
PHLDB3
C14orf79
TPTE2P5
MAST2
LTBP4
CLDN12
GAB1
SNHG25
ARRDC4
MIEF1
PGBD1
CYB5A
MIR3196
TBXA2R
RAI14
TBC1D24
SNX15
FLNC
CPNE3
ELF4
ZNRF3-AS1
NCOA3
CA13
UPB1
LOC101926913
LOC102723809
TSPOAP1-AS1
LRFN3
MYO5A
ADRA1B
ZNF316
SKP1
AK4
DAGLB
LRRC3
ZNF667
RASD2
PNKD
ZNF470
DNAJC7
LTBP3
C14orf93
LINC00261
JPH1
ADAMTS17
PRX
ZNF32
C1orf159
METRNL
LINC01167
PET117
HRAT92
MRC2
HSD11B2
C10orf2
ASB13
ANKLE1
GEMIN4
LPAR2
RAPH1
CD151
STUM
NLRP5
NARFL
KCNQ3
CCDC159
ZNF571
MYL9
BEND6
ELOVL7
HSDL1
CYP51A1
SBK3
ZNF550
LOC339874
GPRC5C
CDYL
LIMS2
EPB41L3
SLCO5A1
SVIL-AS1
RPS15A
COPS8
PTGR1
GGA2
PUF60
TCEAL1
ZMYND19
RTN4RL2
PLOD3
NPTXR
THEGL
HDAC11
SYT15
TBC1D12
PIH1D3
TMEM126B
MEGF6
MIR124-2HG
C18orf65
ZNF580
SERPINB6
HES6
ANKRD20A3
UBA5
EPHX2
LOC105371907
HKDC1
RUVBL1-AS1
RUFY2
TSPAN2
PCSK7
HTR7P1
P2RY8
CSF1R
FGD1
ABCG4
TH2LCRR
ALDH1L2
SSR4P1
CLDN23
FHL2
VIPR1
C1orf21
ZAR1
MED4
CHFR
MANEAL
ZNF805
ACYP1
RCBTB1
ST7-AS1
LOC105378853
TRIM44
STAM2
AMIGO2
ZNF600
LINC01220
ATP7B
REPS2
CCDC130
PDE5A
COMMD5
C2orf78
HIST1H2BF
ABCC6P2
DUSP18
CEP250
PRKAG2
CLDN10
WFS1
USP31
HOXC12
HMGN2
ZSCAN25
SLC27A4
METTL22
CDK5R1
IFITM3
PRSS22
STXBP6
CA3-AS1
CCT5
AKAP2
SPATA33
MRPS2
MIR4669
RCAN2
