feature
SERHL
DNAH12
RRP7A
FAM208A
ARHGEF3-AS1
ERC2-IT1
MIR3938
CHDH
ACTR8
IL17RB
SELK
CCDC71
LAMB2
USP19
LAMB2P1
KLHDC8B
IL17RD
RAD54L2
MAGI1-AS1
LOC646498
ITIH4
GLT8D1
SPCS1
GNL3
NEK4
SNORD19B
SNORD19
SNORD69
ITIH1
TBCEL
TECTA
KBTBD8
ITIH3
CCDC36
C3orf62
MIR4271
SNTN
ERC2
C3orf49
THOC7
PRICKLE2-AS3
PHF7
SEMA3G
TNNC1
CCDC66
C3orf78
NISCH
NT5DC2
STAB1
USP4
ADAMTS9-AS2
SYNPR-AS1
PDHB
PXK
IP6K1
RFT1
TKT
PRKCD
CALHM1
LOC728724
PUS3
DDX25
PATE4
HYLS1
UBE2E2
MIR4493
SC5DL
MAGI1
SLK
RHOA
GPX1
PRSS46
PRICKLE2
SRPR
RPUSD4
FAM118B
EI24
STT3A
SPATA19
MIR4697
LOC283174
OR2AT4
TPBGL
SLCO2B1
SORL1
CDON
SCN3B
RAI14
SATB1
KCNH8
MIR4791
SYNPR
WT1
KIRREL3-AS3
MIR3167
KIRREL3-AS2
LOC100287879
PRICKLE2-AS2
PSMD6-AS2
PRICKLE2-AS1
PSMD6
HYAL1
FEZ1
TIRAP
FOXRED1
CHEK1
ACRV1
PATE1
PATE3
PATE2
WT1-AS
AMT
NICN1
DAG1
TCTA
SGOL1
PP2D1
KAT2B
RAB5A
SGOL1-AS1
FLJ39051
ZCWPW2
APOL6
NT5C2
MIR100
BLID
MIRLET7A2
MIR125B1
XRRA1
RNF169
VENTXP7
RNF26
MFRP
THY1
LOC100499227
MCAM
C1QTNF5
USP2
VWA5A
CNNM2
SCAP
TRIM29
LOC649133
TMEM136
OAF
POU2F3
CENPM
DCPS
OBFC1
CALHM3
LOC100505839
SH3PXD2A
NEURL
LOC339862
SPCS2
NEU3
MIR1307
USMG5
TAF5
ADRBK1
WDR96
CHRDL2
MIR4696
MIR609
GSTO1
MIR4482-1
COL17A1
MIR936
SFR1
CCDC147
EFR3A
POLD3
PCGF6
KDM2A
C2CD3
LINC00634
PGM2L1
LIPT2
KCNE3
KIRREL3
JAM3
THYN1
ACAD8
NCAPD3
VPS26B
LOC100128239
MIR139
STARD10
PDE2A
MIR4692
ARAP1
ATG16L2
AS3MT
FLNB
TMEM225
OR10G7
OR10G9
OR4D5
OR10G4
OR6T1
OR10S1
