omics,n_rows,n_nonnull,mean_weight,mean_abs_weight,median_weight,median_abs_weight,std_weight,min_weight,max_weight,n_positive,n_negative,n_zero
mrna,57,57,0.5675023186530042,0.5700448333437271,0.5638312442334428,0.5638312442334428,0.20957720277325093,-0.07246166868560472,1.0374877457946894,56,1,0
mirna,57,57,0.17619789121617857,0.2684487879193625,0.21091642110327838,0.24743123762380964,0.25985425163988374,-0.7449319087944294,0.6564540610203199,45,12,0
meth,57,57,0.18940936152197022,0.2265032919204058,0.171127965834302,0.18586890556980992,0.20493781068185507,-0.2370377840793768,0.6578192027344291,48,9,0
cnv,57,57,0.12772314204853452,0.20093386793232626,0.12839646073664204,0.1693050568368229,0.20951001244597517,-0.364850947295414,0.5173696851443327,41,16,0
