drug,n_oof,RMSE_ens,R2_ens,Spearman_ens,Pearson_ens,RMSE_mean,R2_mean,RMSE_ens_fold_mean,RMSE_ens_fold_std,R2_ens_fold_mean,R2_ens_fold_std,Spearman_ens_fold_mean,Spearman_ens_fold_std,Pearson_ens_fold_mean,Pearson_ens_fold_std,RMSE_mean_fold_mean,RMSE_mean_fold_std,R2_mean_fold_mean,R2_mean_fold_std
AFATINIB,203,1.1077423725379698,0.04532908830562998,0.2879463837429817,0.21920759517093127,1.098565534036087,0.06108107598972612,1.1060450827717296,0.08058328032955454,0.04110347308466426,0.061535460760531575,0.2952908067542214,0.08642135062127008,0.22804995926622654,0.09751852417854275,1.096314946070903,0.08707858499659792,0.05948516686041856,0.039937772154939266
AVAGACESTAT,203,0.5992589410414534,0.4060397798351403,0.648103147028699,0.6396221450129695,0.5890706151697067,0.42606457309180423,0.5965194027761298,0.06552138371613418,0.4006794724268742,0.11297493507983741,0.6556285178236398,0.04115572738490595,0.6749026249801895,0.04209656548252095,0.586041155240114,0.0702739567612218,0.427789040183254,0.059135323383856464
AXITINIB,203,1.1162020763192482,0.3820896894295671,0.6160590559200806,0.6221393439433164,1.0901678563404442,0.4105777373088537,1.1121250119400359,0.10968398976348775,0.36434704573167964,0.16149883864284012,0.671731439292415,0.09062935854017293,0.666531101654381,0.057884339411118854,1.0863484772357954,0.10968892649650873,0.4035387086507999,0.07323446438770681
AZD4547,203,0.8729401378489373,0.25125934756347834,0.5610326752756413,0.5053461162491419,0.8560985044482192,0.2798715571038226,0.8660093316803209,0.13026843582328643,0.2387732689176747,0.11378771161979291,0.5867917448405254,0.056115141816425934,0.5451289049602541,0.07548126171546449,0.8485463638541233,0.1355299846322823,0.27476451775794436,0.062297659700580446
AZD6738,203,1.0815445448728158,0.3512906058416351,0.6141296395649418,0.5962066570731634,1.062525672907464,0.37390500866748944,1.0776988951323676,0.09868754375964037,0.3523166253761496,0.08860382694202217,0.6376279817743233,0.0558118719459951,0.6449330715118293,0.0321510598269458,1.0606188630781876,0.06917592611890473,0.37388944699771354,0.04623561413777894
AZD7762,203,1.1003059923390517,0.3770357212288792,0.6615344669790075,0.6158582808811475,1.0754924373114345,0.4048164629719646,1.0925175889734977,0.13253062830829293,0.3480481684279499,0.2151650830170827,0.6700723666577326,0.11042121389459408,0.6461646874941501,0.10105627019898474,1.0673019062534712,0.13685017529324328,0.39309705841961834,0.1068144039348351
AZD8186,203,1.2256973771893973,0.16962350139844673,0.3766579352806333,0.4180688687580337,1.2127209795608755,0.18711273987647503,1.2215699278100391,0.10703701019972008,0.16582853466210026,0.062088961341716854,0.4035057625301528,0.03813038367175469,0.44943956569355115,0.06280727754621557,1.2088628046761114,0.10286060050702757,0.183981912812226,0.035330475642140535
BMS-536924,203,1.0911190996197235,0.2555179278149594,0.4645173876993611,0.5072418740377329,1.0917246906666727,0.2546912961610033,1.0858830314189896,0.11701828739665925,0.25128846539735655,0.16084656661229124,0.5120771911015815,0.11610622373148889,0.5379894497956018,0.10092221238859057,1.0885328971038983,0.09109577570790649,0.25278033421472274,0.09930958162958767
BOSUTINIB,203,1.1351502238467335,0.46503286384398357,0.6815171954749808,0.6825592851058935,1.1385109311089439,0.4618605448487232,1.132994419017693,0.0796892332272118,0.43698494429910256,0.13382817774273426,0.7026400428839454,0.07403878346995421,0.6986273599039238,0.0896477520161896,1.1357209867719795,0.08994619727201483,0.44193625262388225,0.09525741400726208
CCT007093,203,0.5842695290079014,0.27442960390439763,0.5268812885345331,0.5254038191897515,0.5774283828710044,0.29132137378527123,0.5810345283323525,0.06586283781081935,0.26909961894195533,0.17905487184368057,0.5540552130796034,0.13688049297663277,0.5537003533895393,0.1577485693245835,0.5756141544295763,0.0493307188519167,0.2871250513617567,0.12520764990759875
DACTOLISIB,203,1.0166184204299347,0.2580936315779616,0.4905867434034044,0.5091053130004709,1.0135624387596318,0.26254730762309686,1.0139825102156625,0.08570609419305099,0.2521260335056959,0.14153609826375793,0.5053068882337175,0.14301594563219444,0.5196680183927771,0.12853758875086738,1.01143586575845,0.07396956443952053,0.2590255457672326,0.10958124901934453
DOCETAXEL,203,1.5278970206751796,0.28947119489366435,0.5365455844338418,0.5387188248472912,1.5211617434339535,0.29572169537044046,1.5128621162244122,0.22377044516742683,0.2991195410643761,0.1443217542264754,0.53526936478156,0.12505461915737687,0.558903943414665,0.11655221758969084,1.5080912060694798,0.2079418544834716,0.3043150364795928,0.12868788427772462
DORAMAPIMOD,203,0.7106776489674669,0.14999991364480358,0.4011952339829753,0.38736419794215193,0.7179309885142869,0.13256077879836603,0.7093078561051511,0.05371967289692325,0.14805105620919595,0.0567468607590565,0.4080970249262933,0.08321690777496141,0.3992760244780294,0.07790711535569292,0.7166483425561317,0.05166792307001609,0.13063326183128476,0.04345378472441252
EHT-1864,203,0.6699100751876855,0.22225695052701733,0.5236794615422133,0.47463235451604996,0.66342291089942,0.2372467781896591,0.666280036111998,0.08013765312182473,0.21289173229641573,0.20280084026904396,0.5600804073974807,0.17161681798942485,0.5253229327149451,0.19294393075535599,0.660921059252279,0.0651398596800195,0.23181679721177084,0.1496052373889945
FULVESTRANT,203,0.7973472465157603,0.08793670754823824,0.3322655794991264,0.31070525598133286,0.7796557590157703,0.1279612937367145,0.7960854276736552,0.05138611614251635,0.07662046503231681,0.1522287285180749,0.39098097024926304,0.13847995355572307,0.3854604747710896,0.13020851894205393,0.7788658721717221,0.043849222357988146,0.12044606347007672,0.09186003796761263
GEFITINIB,203,1.1319897342019414,0.03978503540482825,0.2874299600345431,0.21302174690853132,1.136579770741703,0.03198221293437009,1.1250384101034445,0.12862435098315145,0.02302044291145906,0.0990531523050875,0.3138675958188154,0.17191170723754023,0.24957777907772383,0.15736408442885333,1.1290684894367775,0.1337145225379629,0.014627754139230963,0.12662161088438592
GEMCITABINE,203,1.5306975064507877,0.3335404664768986,0.5745744525191435,0.5799745659334096,1.5887353001196574,0.2820435097331615,1.5288669332535698,0.08584769251729471,0.32470967298430986,0.11833234264720063,0.6138568748324846,0.10264648958613451,0.6170591745249051,0.10392053709738636,1.5872747132429272,0.07420357269530259,0.2799227904033404,0.04012795077306244
GW441756,203,0.7919933448146722,0.1296498328165976,0.4034732363413102,0.3639890647568267,0.7893931251345755,0.13535540248072153,0.7889873182308678,0.07277947231895121,0.12610153949136077,0.046821276649104585,0.41424283034039144,0.09326962226550663,0.3864455387170395,0.06910682927360502,0.7860923898365006,0.0760082119438463,0.13202701852213408,0.06642387159755342
JQ1,203,0.9925560275616104,0.5497062023127149,0.7272293007336086,0.7414615843665091,1.0313772364226086,0.513793246928958,0.988116868543077,0.09695842091693764,0.5515399492489355,0.06627790426238268,0.729753417314393,0.048150661934363466,0.7454985876945281,0.04184482361986053,1.0291323181049674,0.0679650372558425,0.5143435886263548,0.043926599394956876
KU-55933,203,0.7484536771530071,0.3834537972916582,0.6122489965600444,0.6195368171858937,0.7506784413636323,0.3797830061680427,0.7468227824295057,0.05599884551419944,0.37804157059434973,0.0775167207697848,0.6393513803269901,0.0851481102389649,0.6354829226628083,0.06720534938093949,0.7487894758768153,0.061745217258439504,0.3761082561963717,0.06933791875056382
LENALIDOMIDE,203,0.7397378605691276,0.3781144932898596,0.651786969482228,0.6157092949848852,0.7227232988092146,0.4063932199438004,0.7267454739232445,0.14614818031110308,0.3908463592018276,0.1241505344469494,0.667196462074511,0.09776595579137003,0.6459273731541996,0.08927150820507233,0.7093622039947638,0.14674830079963477,0.4228631761022782,0.10806855014193723
