drug,n_oof,RMSE_ens,R2_ens,Spearman_ens,Pearson_ens,RMSE_mean,R2_mean,RMSE_ens_fold_mean,RMSE_ens_fold_std,R2_ens_fold_mean,R2_ens_fold_std,Spearman_ens_fold_mean,Spearman_ens_fold_std,Pearson_ens_fold_mean,Pearson_ens_fold_std,RMSE_mean_fold_mean,RMSE_mean_fold_std,R2_mean_fold_mean,R2_mean_fold_std
LESTAURTINIB,203,1.1359132101070695,0.4672534700236425,0.7044449736193557,0.68410660939171,1.150763172227181,0.45323307076196095,1.1190257114896482,0.21769018751651792,0.4785771010032643,0.09862259450327918,0.710589654248191,0.07306638319209578,0.7066882181542394,0.0825984940151032,1.1345247454373617,0.2160574897673292,0.46446511331035956,0.0931005819099571
METHOTREXATE,203,1.5867090987054133,0.29088695742791204,0.5634498251331943,0.5437456575135289,1.5426562978883187,0.329715460742652,1.5807151965656203,0.13756275129724876,0.2834687269815487,0.14135112013392445,0.5799892790136694,0.05874942345669226,0.5679752539101088,0.06579138398249065,1.5361067179589905,0.1467618416904839,0.3309339183538366,0.06373961286791248
MIRIN,203,0.9897165266665394,0.31417746897698784,0.5763231205763288,0.5628967387203305,0.9822539555775194,0.3244808318423039,0.9865500996227773,0.07962614565079866,0.31240906729683815,0.053248702631386646,0.5824443848834093,0.059212604163493734,0.5877905691545263,0.05866488358248181,0.9784876428079631,0.0894502868073437,0.32472357920341965,0.050028882339848195
MK-2206,203,1.2641329520628726,0.2259409026912761,0.45018089174898374,0.47703684588366113,1.2552359041849959,0.23679831421046926,1.2624396275206755,0.07359014958871218,0.21385042052290287,0.1155565029684022,0.45647279549718583,0.10200618182991694,0.5062107107433225,0.10549545702031746,1.2525766596149546,0.09361396693424039,0.23073714831242692,0.07889028429163719
MOTESANIB,203,0.7898487185941152,0.24043794608745905,0.5758339525636135,0.49181321369266096,0.7839978108410848,0.25164937728393244,0.7683224614353424,0.2121574080399466,0.25744416008928106,0.12763928469273955,0.6071937818279283,0.08177143484987566,0.5390244942048232,0.11650955390293627,0.7638923828704315,0.2048112817145887,0.26876404096477946,0.08607700967333769
NAVITOCLAX,203,1.3297067234051005,0.526425664166458,0.7136731783870941,0.7259255224101925,1.3876310207619995,0.4842675840283954,1.3234961958082732,0.13881129668019632,0.5230204496192045,0.0959641519421904,0.7203403913160012,0.061433647712741256,0.7398162877727218,0.06419494743733976,1.3851212312441286,0.09322206452698786,0.4778675462724921,0.09112463432036826
NU7441,203,0.8210848477644406,0.3407430633284011,0.5848426772552654,0.5845475857095539,0.8241935740466539,0.33574156049317927,0.8123971463833559,0.13137287969864644,0.34672265287937026,0.13185048022281917,0.5816697936210133,0.10699911458953987,0.5977825941630998,0.09786994996310165,0.8160341751345959,0.12707699244757742,0.3441943516680942,0.10307828934317101
NUTLIN-3A (-),203,1.0074433423220872,0.5189671290082143,0.6889264411807742,0.7210920765314388,1.0628494114803142,0.4646017282234922,1.002353522277796,0.1240748293513943,0.5180486631144644,0.10924000349728019,0.7076011793084965,0.0873392593721361,0.7446052466853129,0.08054715082806788,1.0617694520103296,0.06551638857337126,0.46261120311201936,0.059992568266117485
OLAPARIB,203,0.910204737023089,0.23393790952393356,0.442179193288787,0.4856131584618951,0.8993230137147463,0.25214534229716634,0.9022772808359554,0.12410252947727653,0.2371437396881814,0.10362337993215996,0.4726909675690164,0.1172291696086093,0.5147879131415249,0.09108553363637745,0.8897022621625925,0.1368237390559492,0.26073767412616344,0.11088792483927934
PALBOCICLIB,203,1.1538861621051966,0.46385453361307305,0.6759383849135422,0.6817344438771106,1.1766585375801164,0.4424836499224938,1.1481574086553608,0.11738335869883174,0.45121651781107863,0.16141314000603313,0.6884695792012867,0.10048307959202173,0.7039883583180199,0.10215982989473031,1.1745380089115787,0.07069217926683351,0.43536173461431493,0.09452539115162392
PD0325901,203,1.4770366042849081,0.3963947352382605,0.6426319247398516,0.6325750671248458,1.487667635300854,0.387674518842391,1.4676472493887507,0.18085552321317827,0.3849430802642753,0.16480024862107492,0.6761752881265077,0.06565069534445994,0.6800587846420558,0.09184944509888655,1.4795790860764289,0.1645493657820523,0.38449427769561545,0.08976425600100374
PD173074,203,0.8769383505891323,0.31836140392516943,0.564274668556395,0.5651301709852569,0.8706963581326799,0.3280305906633819,0.867464840721732,0.13773108914172044,0.3298966253491592,0.11593412984782075,0.5675743768426695,0.07804156099901437,0.5902291583534174,0.09225248052618468,0.8617136406446602,0.13416337770572911,0.33934947306965196,0.10557997467660837
PEVONEDISTAT,203,1.0925203621948252,0.23830944499695872,0.526073659234947,0.48944282434393704,1.094188691965373,0.23598139451655298,1.0857165769526027,0.1225862191279522,0.2386866115075606,0.1385028082363276,0.5552345215759851,0.15302597894511125,0.5106609953846913,0.1220106043646627,1.088374758786724,0.11335283803503282,0.23821013235711136,0.09985836725845089
PFI-1,203,1.0647277386719158,0.13301545113562974,0.37597223935665086,0.37002895143663167,1.0429260050060174,0.1681572925544781,1.0596219847194035,0.12346279885192236,0.1314028327372076,0.07879838620508166,0.40906459394264283,0.14909873771876828,0.38863652885896516,0.09749674252989235,1.0380906799924694,0.12053287691892356,0.1674528277268324,0.0543818151567297
PICTILISIB,203,1.2709971709776633,0.17011078318086537,0.426019434745561,0.413380572824082,1.2763823093868165,0.16306350410643733,1.2655189004805503,0.14373109760693772,0.17033937963997747,0.07283163394923091,0.4440257303671939,0.10488857068637324,0.4420405306421419,0.07661963099617769,1.2713374211615036,0.1403729424601846,0.16219151379224475,0.07233814869517588
PLX-4720,203,0.7343723011125846,0.22863399934844453,0.4900875338185804,0.478614376083369,0.7432024369481003,0.20997257628115484,0.7326631492824851,0.06335785281192442,0.22792730245515358,0.0777734344745692,0.4997212543554008,0.09305975128624462,0.4985841041089937,0.08561303338450424,0.7417184840791667,0.060878350710261486,0.21029009756709122,0.049151922963329396
REFAMETINIB,203,1.3238807781802873,0.4171180708962432,0.6697685561080016,0.6474880222146651,1.3148276783167072,0.42506266215403243,1.319736226745076,0.13494873490088943,0.4114898578708111,0.11688754791231706,0.6955132672205844,0.08980215142351741,0.6828340639332848,0.08644815064253684,1.3117969885726204,0.1163218101970292,0.4219560490196857,0.08090509634616244
RO-3306,203,0.8624378627589365,0.2909313759505572,0.5367292017523978,0.5405167236285532,0.8798993665178892,0.26192813721650277,0.854439428761926,0.12224667366573831,0.2921639372965794,0.17791181549917018,0.5420343071562584,0.13279298585760893,0.5518478543296008,0.1431650404546661,0.8736037613556968,0.10971091064950064,0.2650442366747369,0.14036730499848005
RUCAPARIB,203,0.8446704495360136,0.21479341953973885,0.47111470057466487,0.4650087270303698,0.8441946067165,0.2156778583649439,0.8373478173823419,0.12165413012988778,0.22172582896105392,0.09933951778975396,0.4845778611632271,0.08544163975464429,0.5016501798829047,0.07641435062515854,0.8392825433153549,0.0985409041774358,0.21715875276609728,0.05690846134576068
SB216763,203,0.747991231122883,0.31433763866619513,0.5670045416596137,0.5622377023555167,0.7441910525020049,0.3212869726876688,0.7474931231464041,0.029432048886280874,0.3113609902879539,0.057143831661191496,0.5961270436880194,0.02999379304135799,0.5960027273003291,0.026512692037748267,0.743683540502295,0.031232064241811994,0.319243224550863,0.04272049411817983
SB590885,203,0.6997093379546057,0.46108411936004867,0.706758838735221,0.6794816451955132,0.7110572159840071,0.44346210884580284,0.6960951993252211,0.07733003148811345,0.4560640536980444,0.09191336525591148,0.7177887965692845,0.05198058883155941,0.6954751721890204,0.05651283486130815,0.7078161524687215,0.07365857827398761,0.4404529553124972,0.06856130999534808
SELUMETINIB,203,1.186111749968445,0.3264979266775764,0.5763718939265703,0.5735740369929789,1.193216386069573,0.31840540448240817,1.1788281442901647,0.13723844729879067,0.30644662555194974,0.13142574736854087,0.5839077995175558,0.09869432689844743,0.6086835670799008,0.0803286208532237,1.181478396716292,0.18240907606232357,0.3171798623629453,0.0257593796473875
SERDEMETAN,203,0.8893725851162334,0.17491923248652874,0.41366830105206986,0.42044517551607075,0.8836728364290859,0.18546078450398762,0.8867465269986233,0.07577481508171345,0.1678597944388764,0.0606503971432134,0.42335834896810515,0.08729085093751739,0.4405466583272081,0.06534657351829169,0.8800847928851179,0.08888208358540041,0.18363399231758065,0.0340828863373528
SGC0946,203,0.4871766232642496,0.2742682119223172,0.546572811439359,0.5237442213494761,0.49065255357750936,0.26387529831503254,0.4860068217573222,0.035653917824453686,0.2587098607572189,0.11203300399285146,0.5270061645671402,0.07054882602642373,0.5364129066895279,0.08159185775954492,0.4886247425884217,0.04596822548008783,0.25837443664400706,0.03770301856829443
SN-38,203,1.586587063471665,0.2766079486452532,0.5360191191532947,0.5297791346373937,1.5976542335660322,0.2664807700258117,1.5681295036273224,0.2810201973542482,0.28907722910742767,0.15172200666932245,0.5713240418118468,0.11933171112543264,0.5578014160067999,0.1238553583485235,1.583717972269957,0.24929511123777506,0.27537201149563606,0.12819116134487143
TALAZOPARIB,203,1.7206094809315553,0.10629172793605823,0.3053699458615813,0.3291857590308045,1.7429288193075805,0.08295540288698788,1.7112511943289388,0.20722150799094324,0.11376894160731396,0.12219483712981612,0.3436263736263737,0.1649016121875208,0.35539968801634003,0.15268902913297575,1.7370160393827827,0.16891472188537987,0.0870368580720376,0.07874963544850277
TAMOXIFEN,203,0.7272670049331782,0.3475396269426778,0.5955857249010905,0.5897413586977585,0.7277898069884452,0.3466012364320278,0.7250218922313543,0.06895848766854826,0.34301867971419286,0.08021202001802613,0.6075422138836774,0.09135274057393077,0.601028585661014,0.07374127551086525,0.7251301419315529,0.07250229956174137,0.3453924393037788,0.05795211983737067
TANESPIMYCIN,203,1.0154312694550098,0.07943859620931581,0.3336699650840193,0.30418538071285306,1.00327140492563,0.1013541672459064,1.004980079457473,0.15836209388867165,0.09245856164651134,0.10141488316271541,0.3420450281425892,0.15068317373395446,0.34354854724063155,0.1152071203161497,0.9957029151087372,0.1350647886841027,0.10756137092109323,0.0483717384494373
TEMOZOLOMIDE,203,0.7816240817318348,0.41939000878131616,0.7003537502402806,0.6479665235040092,0.77960524166664,0.4223854255503089,0.7775283887604244,0.09262594483318161,0.4191512760266433,0.10893575490833535,0.7086786384347361,0.07637506113155906,0.6685473649704814,0.08479033430270706,0.7769857058979084,0.07454422926183588,0.42180368723850387,0.07712647811802104
TRAMETINIB,203,1.5953712392459047,0.3234150861550885,0.6483097165120744,0.5745407139997105,1.5968168277858807,0.322188404248994,1.5879799345031824,0.1816582434592572,0.30004866822288534,0.1840567318072904,0.6669927633342269,0.10218912336236903,0.6195398768632051,0.11910454058794451,1.5862716590197752,0.19830582832826188,0.31870721413059094,0.05987504364502383
VELIPARIB,203,0.5631739961200122,0.43173282649297473,0.6611385421358711,0.6573276060097206,0.5769848096453863,0.40351964975870735,0.557276832762005,0.09354160410983339,0.4316691544245724,0.18065504234195867,0.6888474939694453,0.12817165817150836,0.6724920760735404,0.12682828626740442,0.5730155878463171,0.07930878391807147,0.4027714982697,0.1560037135625773
VISMODEGIB,203,0.626779700203406,0.4712184988604705,0.703042022544764,0.6868613993159527,0.6601869346842999,0.41334840031899145,0.6145921116685023,0.13155438812707518,0.4815658058537779,0.13194846318679918,0.7080380595014742,0.08601388311069429,0.7013735919452083,0.10242333782432551,0.646902680032335,0.1411502606343413,0.430429902741861,0.12825864301900594
VORINOSTAT,203,0.670987399706213,0.5666929137988324,0.7617923919311665,0.7529434921044105,0.6689241630405026,0.569353591340682,0.6599455001453215,0.13093817972728256,0.5740716149556933,0.13987401974185376,0.7675154114178506,0.06073036661712396,0.7581778899164459,0.09757195928726989,0.6596351956119395,0.12030927211583321,0.5754465360366462,0.1265269111574438
WEE1 INHIBITOR,203,0.94736454391542,0.31448753226294424,0.5776113108268232,0.5620517003002038,0.9462307229790828,0.31612741478001805,0.9434786592163802,0.09147672999568646,0.30702866441371957,0.09748493465450846,0.5965612436344145,0.05432774668080209,0.5823366369126936,0.0686714480354842,0.943183186666342,0.08213661009627926,0.3076470772495563,0.08881427875462714
YK-4-279,203,1.2530525649887074,0.18008720972511005,0.46908630300874193,0.4312492640031085,1.2207053298137676,0.2218725016702433,1.241837151788189,0.18570922830759573,0.1913184447116137,0.1593857404667098,0.4793165371214152,0.1272949390832028,0.4614682552046376,0.15486928585206436,1.2127395927643363,0.15495975769001574,0.23013000064370762,0.1164462227233771
ZM447439,203,1.198746775543611,0.3067004599941179,0.5565024917443933,0.5547041959334977,1.1958620744415376,0.31003319982359845,1.1975753942296934,0.06731986583084983,0.3041602459683975,0.0625090770061797,0.5579683730903244,0.07468108854428597,0.563896204345122,0.05269417315597845,1.1952497758152414,0.0512978078322349,0.3067451482735391,0.05419554804210786
