drug,fold,blend,RMSE_ens,R2_ens,Spearman_ens,Pearson_ens,RMSE_mean,R2_mean
AFATINIB,1,stacking,1.0594283966464066,0.02877464675045993,0.3212543554006969,0.20185076553878767,1.0440687751559021,0.0567322049601372
AFATINIB,2,stacking,1.1156305080920834,0.12070332851239174,0.3658536585365854,0.3569420437840016,1.1312025281753686,0.0959854939460455
AFATINIB,3,stacking,1.0132921005612063,0.08597025731726027,0.37264808362369345,0.29730765982356366,1.0127020563905997,0.08703443396998878
AFATINIB,4,stacking,1.1131246887905721,-0.02834156652094455,0.16885553470919326,0.11799405926398995,1.0622572673446666,0.06349698067949217
AFATINIB,5,stacking,1.2287497197683797,-0.0015893006358460582,0.24784240150093811,0.16615526792078972,1.231344103287978,-0.0058232792535708455
AVAGACESTAT,1,stacking,0.6269606134781144,0.33417220191348695,0.6172473867595819,0.6245138860880376,0.6097732146685282,0.37017761515944103
AVAGACESTAT,2,stacking,0.5276509757219324,0.5210957297419803,0.6860627177700349,0.7307119907886958,0.542518599259083,0.4937273319232628
AVAGACESTAT,3,stacking,0.6116588120150127,0.245116898496888,0.6125435540069688,0.6476354213085441,0.5447062782173449,0.40133207338126564
AVAGACESTAT,4,stacking,0.5339935124467072,0.4886789136806108,0.7058161350844278,0.7008697846776477,0.5337800387891732,0.4890876518463684
AVAGACESTAT,5,stacking,0.6823331002188825,0.4143336183014049,0.6564727954971858,0.6707820420380224,0.6994276452664407,0.3846205286059321
AXITINIB,1,stacking,0.9962838643776805,0.4832364625965415,0.7949477351916377,0.7166613694570162,1.0118639616644824,0.4669475717209557
AXITINIB,2,stacking,1.116598745558696,0.35185386144326225,0.5825783972125437,0.6235259750072658,1.0937495596608855,0.37810874598216215
AXITINIB,3,stacking,1.1791781503322172,0.08997359606924482,0.5867595818815332,0.586885670561192,1.0405592700776787,0.29135489442491
AXITINIB,4,stacking,1.0134410892197332,0.46633237378367953,0.7217636022514072,0.7085753372175262,1.0122912049282877,0.4675427211623272
AXITINIB,5,stacking,1.2551232102118521,0.43033893476567,0.6726078799249532,0.6970071560289048,1.2732783898476419,0.41373960996364467
AZD4547,1,stacking,0.7154866650275818,0.2387764075614277,0.580836236933798,0.5789717143164528,0.6932316388221015,0.2853952428956251
