feature
hsa-miR-142-3p
hsa-miR-142-5p
hsa-miR-100
hsa-miR-10a
hsa-miR-22
hsa-miR-125a-5p
hsa-miR-125b
hsa-let-7e
hsa-miR-147b
hsa-miR-31
hsa-miR-216a
hsa-miR-99b
hsa-miR-24
hsa-miR-27b
hsa-miR-23a
hsa-miR-574-5p
hsa-miR-574-3p
hsa-miR-21
hsa-miR-23b
hsa-miR-34c-5p
hsa-miR-140-5p
hsa-miR-27a
hsa-let-7b
hsa-miR-130a
hsa-miR-151-3p
hsa-miR-19b
hsa-miR-2117
hsa-miR-30a
hsa-miR-20a+hsa-miR-20b
hsa-miR-137
hsa-miR-19a
hsa-miR-140-3p
hsa-miR-132
hsa-let-7a
hsa-miR-592
hsa-miR-151-5p
hsa-miR-28-3p
hsa-miR-122
hsa-miR-150
hsa-miR-890
hsa-miR-196a
hsa-miR-766
hsa-miR-2115
hsa-miR-18a
hsa-miR-641
hsa-miR-626
hsa-miR-1261
hsa-miR-1979
hsa-miR-1179
hsa-miR-561
hsa-miR-92a
hsa-miR-593
hsa-miR-378
hsa-miR-106a+hsa-miR-17
hsa-miR-203
hsa-miR-34c-3p
hsa-miR-200b
hsa-miR-548m
hsa-miR-551a
hsa-miR-135b
hsa-miR-595
hsa-let-7c
hsa-miR-520d-5p+hsa-miR-527+hsa-miR-518a-5p
hsa-miR-1469
hsa-miR-16
hsa-miR-221
hsa-miR-148a
hsa-miR-371-3p
hsa-miR-1263
hsa-miR-224
hsa-miR-339-3p
hsa-miR-496
hsa-miR-29b
hsa-miR-516a-3p
hsa-miR-934
hsa-miR-429
hsa-miR-485-3p
hcmv-miR-UL70-3p
hsa-miR-141
hsa-miR-422a
hsa-miR-149
hsa-miR-545
hsa-miR-96
hsa-miR-663
hsa-miR-526a+hsa-miR-518d-5p+hsa-miR-520c-5p
hsa-miR-615-3p
ebv-miR-BART8
hsa-miR-548a-5p
hsa-miR-222
hsa-miR-1252
hsa-miR-200c
hcmv-miR-US5-1
hsa-miR-1305
hsa-miR-183
hsa-miR-346
hsa-miR-650
hsa-miR-219-2-3p
hsa-miR-1253
hsa-miR-320c
hsa-miR-15a
hsa-miR-483-3p
hsa-miR-922
hsa-miR-494
mcv-miR-M1-3p
hsa-miR-891b
hsa-miR-18b
hsa-miR-1201
hsa-miR-1290
hsa-miR-887
hsa-miR-1911
hsa-miR-28-5p
ebv-miR-BART18-3p
kshv-miR-K12-12
hsa-miR-452
hsa-miR-1825
kshv-miR-K12-5
hsa-miR-604
hsa-miR-220b
hsa-miR-223
hsa-miR-29a
hsa-miR-1205
hsa-miR-98
hsa-miR-101
hsa-miR-320a
hsa-miR-939
hsv1-miR-H1
hsa-miR-296-5p
hsa-miR-300
hsa-let-7d
hsa-miR-34a
bkv-miR-B1-3p+jcv-miR-J1-3p
hsa-miR-802
hsa-miR-218
hsa-miR-193a-5p
hsa-miR-1974
hsa-miR-340
hsa-miR-1269
hsa-miR-1299
hsa-miR-1180
hsa-miR-1246
hsa-miR-34b
hsa-miR-513b
hsa-miR-623
hsa-miR-657
hsa-miR-302a
kshv-miR-K12-4-3p
hsa-miR-1978
hsa-miR-633
hsa-miR-30c
hsa-miR-342-3p
ebv-miR-BART17-5p
hsa-miR-372
hsa-miR-373
hsa-miR-210
ebv-miR-BART20-3p
hsa-miR-1292
ebv-miR-BART1-5p
hcmv-miR-US5-2
hsa-miR-1227
hsa-miR-1200
hsa-miR-720
hsa-miR-944
hsa-miR-92b
hsa-miR-511
hsa-miR-200a
hsa-miR-320b
hsa-miR-490-3p
hsa-miR-628-5p
hsa-miR-572
ebv-miR-BART15
hsa-miR-638
