source,native,name,p_value,significant,term_size,query_size,intersection_size,intersection_genes
GO:BP,GO:0010638,positive regulation of organelle organization,1.0,False,59,313,32,
GO:BP,GO:0010595,positive regulation of endothelial cell migration,1.0,False,28,313,15,
GO:BP,GO:0010562,positive regulation of phosphorus metabolic process,1.0,False,106,313,60,
GO:BP,GO:0010563,negative regulation of phosphorus metabolic process,1.0,False,35,313,16,
GO:BP,GO:0010564,regulation of cell cycle process,1.0,False,75,313,44,
GO:BP,GO:0010565,regulation of ketone metabolic process,1.0,False,14,313,5,
GO:BP,GO:0010569,regulation of double-strand break repair via homologous recombination,1.0,False,6,313,4,
GO:BP,GO:0010571,positive regulation of nuclear cell cycle DNA replication,1.0,False,1,313,1,
GO:BP,GO:0010572,positive regulation of platelet activation,1.0,False,2,313,1,
GO:BP,GO:0010573,vascular endothelial growth factor production,1.0,False,7,313,3,
GO:BP,GO:0010574,regulation of vascular endothelial growth factor production,1.0,False,6,313,3,
GO:BP,GO:0010575,positive regulation of vascular endothelial growth factor production,1.0,False,6,313,3,
GO:BP,GO:0010586,miRNA metabolic process,1.0,False,10,313,5,
GO:BP,GO:0010591,regulation of lamellipodium assembly,1.0,False,6,313,2,
GO:BP,GO:0010592,positive regulation of lamellipodium assembly,1.0,False,4,313,2,
GO:BP,GO:0010324,membrane invagination,1.0,False,3,313,1,
GO:BP,GO:0010594,regulation of endothelial cell migration,1.0,False,37,313,18,
GO:BP,GO:0010332,response to gamma radiation,1.0,False,12,313,10,
GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,1.0,False,252,313,131,
GO:BP,GO:0010605,negative regulation of macromolecule metabolic process,1.0,False,143,313,69,
GO:BP,GO:0010608,post-transcriptional regulation of gene expression,1.0,False,40,313,18,
GO:BP,GO:0010611,regulation of cardiac muscle hypertrophy,1.0,False,11,313,5,
GO:BP,GO:0010612,regulation of cardiac muscle adaptation,1.0,False,2,313,1,
GO:BP,GO:0010613,positive regulation of cardiac muscle hypertrophy,1.0,False,9,313,5,
GO:BP,GO:0010615,positive regulation of cardiac muscle adaptation,1.0,False,1,313,1,
GO:BP,GO:0010623,programmed cell death involved in cell development,1.0,False,6,313,5,
GO:BP,GO:0010628,positive regulation of gene expression,1.0,False,105,313,55,
GO:BP,GO:0010629,negative regulation of gene expression,1.0,False,91,313,43,
GO:BP,GO:0010631,epithelial cell migration,1.0,False,15,313,9,
GO:BP,GO:0010632,regulation of epithelial cell migration,1.0,False,9,313,6,
GO:BP,GO:0010634,positive regulation of epithelial cell migration,1.0,False,9,313,6,
GO:BP,GO:0010596,negative regulation of endothelial cell migration,1.0,False,8,313,2,
GO:BP,GO:0010641,positive regulation of platelet-derived growth factor receptor signaling pathway,1.0,False,1,313,1,
GO:BP,GO:0010644,cell communication by electrical coupling,1.0,False,4,313,3,
GO:BP,GO:0010976,positive regulation of neuron projection development,1.0,False,29,313,18,
GO:BP,GO:0010666,positive regulation of cardiac muscle cell apoptotic process,1.0,False,5,313,3,
GO:BP,GO:0010646,regulation of cell communication,1.0,False,325,313,179,IDA
GO:BP,GO:0010647,positive regulation of cell communication,1.0,False,214,313,122,IDA
GO:BP,GO:0010648,negative regulation of cell communication,1.0,False,127,313,70,
GO:BP,GO:0010649,regulation of cell communication by electrical coupling,1.0,False,3,313,3,
GO:BP,GO:0010656,negative regulation of muscle cell apoptotic process,1.0,False,9,313,4,
GO:BP,GO:0010657,muscle cell apoptotic process,1.0,False,18,313,8,
GO:BP,GO:0010658,striated muscle cell apoptotic process,1.0,False,10,313,4,
GO:BP,GO:0010659,cardiac muscle cell apoptotic process,1.0,False,10,313,4,
GO:BP,GO:0010660,regulation of muscle cell apoptotic process,1.0,False,15,313,7,
GO:BP,GO:0010661,positive regulation of muscle cell apoptotic process,1.0,False,6,313,3,
GO:BP,GO:0010662,regulation of striated muscle cell apoptotic process,1.0,False,9,313,4,
GO:BP,GO:0010663,positive regulation of striated muscle cell apoptotic process,1.0,False,5,313,3,
GO:BP,GO:0010664,negative regulation of striated muscle cell apoptotic process,1.0,False,4,313,1,
GO:BP,GO:0010665,regulation of cardiac muscle cell apoptotic process,1.0,False,9,313,4,
GO:BP,GO:0010667,negative regulation of cardiac muscle cell apoptotic process,1.0,False,4,313,1,
GO:BP,GO:0010742,macrophage derived foam cell differentiation,1.0,False,3,313,1,
GO:BP,GO:0010700,negative regulation of norepinephrine secretion,1.0,False,4,313,3,
GO:BP,GO:0010712,regulation of collagen metabolic process,1.0,False,3,313,1,
GO:BP,GO:0010714,positive regulation of collagen metabolic process,1.0,False,2,313,1,
GO:BP,GO:0010715,regulation of extracellular matrix disassembly,1.0,False,3,313,2,
GO:BP,GO:0010717,regulation of epithelial to mesenchymal transition,1.0,False,11,313,4,
GO:BP,GO:0010718,positive regulation of epithelial to mesenchymal transition,1.0,False,7,313,3,
GO:BP,GO:0010720,positive regulation of cell development,1.0,False,52,313,24,
GO:BP,GO:0010721,negative regulation of cell development,1.0,False,24,313,8,
GO:BP,GO:0010727,negative regulation of hydrogen peroxide metabolic process,1.0,False,2,313,2,
GO:BP,GO:0010728,regulation of hydrogen peroxide biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0010730,negative regulation of hydrogen peroxide biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0010737,protein kinase A signaling,1.0,False,8,313,2,
GO:BP,GO:0009624,response to nematode,1.0,False,1,313,1,
GO:BP,GO:0010743,regulation of macrophage derived foam cell differentiation,1.0,False,3,313,1,
GO:BP,GO:0010746,regulation of long-chain fatty acid import across plasma membrane,1.0,False,2,313,1,
GO:BP,GO:0010866,regulation of triglyceride biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0010810,regulation of cell-substrate adhesion,1.0,False,27,313,18,
GO:BP,GO:0010748,negative regulation of long-chain fatty acid import across plasma membrane,1.0,False,2,313,1,
GO:BP,GO:0010758,regulation of macrophage chemotaxis,1.0,False,5,313,3,
GO:BP,GO:0010759,positive regulation of macrophage chemotaxis,1.0,False,4,313,3,
GO:BP,GO:0010761,fibroblast migration,1.0,False,8,313,4,
GO:BP,GO:0010762,regulation of fibroblast migration,1.0,False,7,313,4,
GO:BP,GO:0010763,positive regulation of fibroblast migration,1.0,False,4,313,3,
GO:BP,GO:0010764,negative regulation of fibroblast migration,1.0,False,2,313,1,
GO:BP,GO:0010765,positive regulation of sodium ion transport,1.0,False,1,313,1,
GO:BP,GO:0010766,negative regulation of sodium ion transport,1.0,False,3,313,1,
GO:BP,GO:0010770,positive regulation of cell morphogenesis,1.0,False,8,313,2,
GO:BP,GO:0010799,regulation of peptidyl-threonine phosphorylation,1.0,False,5,313,2,
GO:BP,GO:0010800,positive regulation of peptidyl-threonine phosphorylation,1.0,False,5,313,2,
GO:BP,GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,1.0,False,7,313,3,
GO:BP,GO:0010738,regulation of protein kinase A signaling,1.0,False,3,313,2,
GO:BP,GO:0010807,regulation of synaptic vesicle priming,1.0,False,1,313,1,
GO:BP,GO:0010744,positive regulation of macrophage derived foam cell differentiation,1.0,False,2,313,1,
GO:BP,GO:0010812,negative regulation of cell-substrate adhesion,1.0,False,4,313,2,
GO:BP,GO:0010817,regulation of hormone levels,1.0,False,52,313,36,
GO:BP,GO:0010818,T cell chemotaxis,1.0,False,4,313,2,
GO:BP,GO:0010821,regulation of mitochondrion organization,1.0,False,13,313,8,
GO:BP,GO:0010824,regulation of centrosome duplication,1.0,False,3,313,1,
GO:BP,GO:0010827,regulation of D-glucose transmembrane transport,1.0,False,13,313,5,
GO:BP,GO:0010828,positive regulation of D-glucose transmembrane transport,1.0,False,6,313,4,
GO:BP,GO:0010830,regulation of myotube differentiation,1.0,False,8,313,5,
GO:BP,GO:0010831,positive regulation of myotube differentiation,1.0,False,2,313,2,
GO:BP,GO:0010833,telomere maintenance via telomere lengthening,1.0,False,10,313,7,
GO:BP,GO:0010837,regulation of keratinocyte proliferation,1.0,False,3,313,2,
GO:BP,GO:0010839,negative regulation of keratinocyte proliferation,1.0,False,2,313,1,
GO:BP,GO:0010842,retina layer formation,1.0,False,2,313,2,
GO:BP,GO:0010811,positive regulation of cell-substrate adhesion,1.0,False,15,313,9,
GO:BP,GO:0010739,positive regulation of protein kinase A signaling,1.0,False,1,313,1,
GO:BP,GO:0010868,negative regulation of triglyceride biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0010876,lipid localization,1.0,False,23,313,12,
GO:BP,GO:0010984,regulation of lipoprotein particle clearance,1.0,False,2,313,1,
GO:BP,GO:0010977,negative regulation of neuron projection development,1.0,False,13,313,6,
GO:BP,GO:0010882,regulation of cardiac muscle contraction by calcium ion signaling,1.0,False,4,313,2,
GO:BP,GO:0010893,positive regulation of steroid biosynthetic process,1.0,False,5,313,2,
GO:BP,GO:0010896,regulation of triglyceride catabolic process,1.0,False,1,313,1,
GO:BP,GO:0010897,negative regulation of triglyceride catabolic process,1.0,False,1,313,1,
GO:BP,GO:0010906,regulation of glucose metabolic process,1.0,False,13,313,9,
GO:BP,GO:0010907,positive regulation of glucose metabolic process,1.0,False,8,313,5,
GO:BP,GO:0010918,positive regulation of mitochondrial membrane potential,1.0,False,1,313,1,
GO:BP,GO:0010927,cellular component assembly involved in morphogenesis,1.0,False,4,313,4,
GO:BP,GO:0010931,macrophage tolerance induction,1.0,False,1,313,1,
GO:BP,GO:0010932,regulation of macrophage tolerance induction,1.0,False,1,313,1,
GO:BP,GO:0010933,positive regulation of macrophage tolerance induction,1.0,False,1,313,1,
GO:BP,GO:0010934,macrophage cytokine production,1.0,False,5,313,4,
GO:BP,GO:0010985,negative regulation of lipoprotein particle clearance,1.0,False,1,313,1,
GO:BP,GO:0010935,regulation of macrophage cytokine production,1.0,False,5,313,4,
GO:BP,GO:0010948,negative regulation of cell cycle process,1.0,False,35,313,19,
GO:BP,GO:0010950,positive regulation of endopeptidase activity,1.0,False,3,313,1,
GO:BP,GO:0010951,negative regulation of endopeptidase activity,1.0,False,1,313,1,
GO:BP,GO:0010952,positive regulation of peptidase activity,1.0,False,4,313,1,
GO:BP,GO:0010954,positive regulation of protein processing,1.0,False,1,313,1,
GO:BP,GO:0010955,negative regulation of protein processing,1.0,False,2,313,2,
GO:BP,GO:0010959,regulation of metal ion transport,1.0,False,37,313,28,
GO:BP,GO:0010962,regulation of glucan biosynthetic process,1.0,False,6,313,3,
GO:BP,GO:0010965,regulation of mitotic sister chromatid separation,1.0,False,5,313,3,
GO:BP,GO:0010966,regulation of phosphate transport,1.0,False,2,313,2,
GO:BP,GO:0010970,transport along microtubule,1.0,False,5,313,2,
GO:BP,GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,1.0,False,3,313,2,
GO:BP,GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,1.0,False,14,313,6,
GO:BP,GO:0010975,regulation of neuron projection development,1.0,False,63,313,32,
GO:BP,GO:0010936,negative regulation of macrophage cytokine production,1.0,False,2,313,2,
GO:BP,GO:0009117,nucleotide metabolic process,1.0,False,23,313,10,
GO:BP,GO:0010988,regulation of low-density lipoprotein particle clearance,1.0,False,2,313,1,
GO:BP,GO:0014056,"regulation of acetylcholine secretion, neurotransmission",1.0,False,2,313,2,
GO:BP,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,1.0,False,4,313,3,
GO:BP,GO:0014032,neural crest cell development,1.0,False,10,313,5,
GO:BP,GO:0010989,negative regulation of low-density lipoprotein particle clearance,1.0,False,1,313,1,
GO:BP,GO:0010996,response to auditory stimulus,1.0,False,2,313,2,
GO:BP,GO:0010998,regulation of translational initiation by eIF2 alpha phosphorylation,1.0,False,3,313,1,
GO:BP,GO:0010999,regulation of eIF2 alpha phosphorylation by heme,1.0,False,2,313,1,
GO:BP,GO:0012501,programmed cell death,1.0,False,209,313,115,
GO:BP,GO:0014002,astrocyte development,1.0,False,8,313,3,
GO:BP,GO:0014003,oligodendrocyte development,1.0,False,3,313,1,
GO:BP,GO:0014004,microglia differentiation,1.0,False,3,313,2,
GO:BP,GO:0014009,glial cell proliferation,1.0,False,12,313,6,
GO:BP,GO:0014013,regulation of gliogenesis,1.0,False,14,313,6,
GO:BP,GO:0014014,negative regulation of gliogenesis,1.0,False,2,313,2,
GO:BP,GO:0014015,positive regulation of gliogenesis,1.0,False,12,313,4,
GO:BP,GO:0014057,"positive regulation of acetylcholine secretion, neurotransmission",1.0,False,2,313,2,
GO:BP,GO:0014020,primary neural tube formation,1.0,False,5,313,2,
GO:BP,GO:0014033,neural crest cell differentiation,1.0,False,10,313,5,
GO:BP,GO:0010881,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,1.0,False,3,313,2,
GO:BP,GO:0014037,Schwann cell differentiation,1.0,False,13,313,9,
GO:BP,GO:0014038,regulation of Schwann cell differentiation,1.0,False,2,313,2,
GO:BP,GO:0014040,positive regulation of Schwann cell differentiation,1.0,False,1,313,1,
GO:BP,GO:0014041,regulation of neuron maturation,1.0,False,4,313,3,
GO:BP,GO:0014042,positive regulation of neuron maturation,1.0,False,3,313,2,
GO:BP,GO:0014044,Schwann cell development,1.0,False,11,313,7,
GO:BP,GO:0014046,dopamine secretion,1.0,False,7,313,5,
GO:BP,GO:0014047,glutamate secretion,1.0,False,5,313,2,
GO:BP,GO:0014048,regulation of glutamate secretion,1.0,False,4,313,2,
GO:BP,GO:0014049,positive regulation of glutamate secretion,1.0,False,2,313,1,
GO:BP,GO:0014050,negative regulation of glutamate secretion,1.0,False,2,313,1,
GO:BP,GO:0014055,"acetylcholine secretion, neurotransmission",1.0,False,2,313,2,
GO:BP,GO:0014031,mesenchymal cell development,1.0,False,1,313,1,
GO:BP,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,1.0,False,27,313,19,
GO:BP,GO:0014060,regulation of epinephrine secretion,1.0,False,3,313,2,
GO:BP,GO:0014062,regulation of serotonin secretion,1.0,False,3,313,2,
GO:BP,GO:0014063,negative regulation of serotonin secretion,1.0,False,1,313,1,
GO:BP,GO:0014064,positive regulation of serotonin secretion,1.0,False,1,313,1,
GO:BP,GO:0014072,response to isoquinoline alkaloid,1.0,False,5,313,4,
GO:BP,GO:0014074,response to purine-containing compound,1.0,False,20,313,13,
GO:BP,GO:0014075,response to amine,1.0,False,10,313,8,
GO:BP,GO:0014706,striated muscle tissue development,1.0,False,37,313,22,
GO:BP,GO:0014719,skeletal muscle satellite cell activation,1.0,False,1,313,1,
GO:BP,GO:0014722,regulation of skeletal muscle contraction by calcium ion signaling,1.0,False,2,313,2,
GO:BP,GO:0014723,regulation of skeletal muscle contraction by modulation of calcium ion sensitivity of myofibril,1.0,False,1,313,1,
GO:BP,GO:0014733,regulation of skeletal muscle adaptation,1.0,False,3,313,2,
GO:BP,GO:0014742,positive regulation of muscle hypertrophy,1.0,False,9,313,5,
GO:BP,GO:0014743,regulation of muscle hypertrophy,1.0,False,11,313,5,
GO:BP,GO:0014744,positive regulation of muscle adaptation,1.0,False,1,313,1,
GO:BP,GO:0014808,release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,1.0,False,4,313,3,
GO:BP,GO:0014812,muscle cell migration,1.0,False,14,313,7,
GO:BP,GO:0014816,skeletal muscle satellite cell differentiation,1.0,False,2,313,2,
GO:BP,GO:0014819,regulation of skeletal muscle contraction,1.0,False,2,313,2,
GO:BP,GO:0014820,tonic smooth muscle contraction,1.0,False,2,313,2,
GO:BP,GO:0014821,phasic smooth muscle contraction,1.0,False,6,313,6,
GO:BP,GO:0014823,response to activity,1.0,False,8,313,2,
GO:BP,GO:0014824,artery smooth muscle contraction,1.0,False,1,313,1,
GO:BP,GO:0014827,intestine smooth muscle contraction,1.0,False,4,313,4,
GO:BP,GO:0014828,distal stomach smooth muscle contraction,1.0,False,1,313,1,
GO:BP,GO:0014829,vascular associated smooth muscle contraction,1.0,False,3,313,3,
GO:BP,GO:0014831,gastro-intestinal system smooth muscle contraction,1.0,False,4,313,4,
GO:BP,GO:0014832,urinary bladder smooth muscle contraction,1.0,False,2,313,2,
GO:BP,GO:0014841,skeletal muscle satellite cell proliferation,1.0,False,2,313,2,
GO:BP,GO:0014842,regulation of skeletal muscle satellite cell proliferation,1.0,False,2,313,2,
GO:BP,GO:0014848,urinary tract smooth muscle contraction,1.0,False,2,313,2,
GO:BP,GO:0014852,regulation of skeletal muscle contraction by neural stimulation via neuromuscular junction,1.0,False,1,313,1,
GO:BP,GO:0014853,regulation of excitatory postsynaptic membrane potential involved in skeletal muscle contraction,1.0,False,1,313,1,
GO:BP,GO:0014854,response to inactivity,1.0,False,3,313,2,
GO:BP,GO:0014855,striated muscle cell proliferation,1.0,False,15,313,11,
GO:BP,GO:0014856,skeletal muscle cell proliferation,1.0,False,4,313,3,
GO:BP,GO:0014857,regulation of skeletal muscle cell proliferation,1.0,False,3,313,2,
GO:BP,GO:0014858,positive regulation of skeletal muscle cell proliferation,1.0,False,2,313,1,
GO:BP,GO:0014859,negative regulation of skeletal muscle cell proliferation,1.0,False,1,313,1,
GO:BP,GO:0014870,response to muscle inactivity,1.0,False,2,313,1,
GO:BP,GO:0014883,transition between fast and slow fiber,1.0,False,1,313,1,
GO:BP,GO:0014887,cardiac muscle adaptation,1.0,False,3,313,1,
GO:BP,GO:0014888,striated muscle adaptation,1.0,False,6,313,2,
GO:BP,GO:0014896,muscle hypertrophy,1.0,False,17,313,6,
GO:BP,GO:0014897,striated muscle hypertrophy,1.0,False,17,313,6,
GO:BP,GO:0014898,cardiac muscle hypertrophy in response to stress,1.0,False,3,313,1,
GO:BP,GO:0014902,myotube differentiation,1.0,False,13,313,7,
GO:BP,GO:0014904,myotube cell development,1.0,False,5,313,2,
GO:BP,GO:0014909,smooth muscle cell migration,1.0,False,12,313,7,
GO:BP,GO:0015844,monoamine transport,1.0,False,22,313,16,
GO:BP,GO:0014911,positive regulation of smooth muscle cell migration,1.0,False,8,313,5,
GO:BP,GO:0015031,protein transport,1.0,False,71,313,45,
GO:BP,GO:0015695,organic cation transport,1.0,False,9,313,8,
GO:BP,GO:0015698,inorganic anion transport,1.0,False,4,313,3,
GO:BP,GO:0015711,organic anion transport,1.0,False,27,313,13,
GO:BP,GO:0015718,monocarboxylic acid transport,1.0,False,17,313,10,
GO:BP,GO:0015721,bile acid and bile salt transport,1.0,False,2,313,2,
GO:BP,GO:0015722,canalicular bile acid transport,1.0,False,1,313,1,
GO:BP,GO:0015732,prostaglandin transport,1.0,False,4,313,2,
GO:BP,GO:0015747,urate transport,1.0,False,2,313,2,
GO:BP,GO:0015748,organophosphate ester transport,1.0,False,3,313,2,
GO:BP,GO:0015749,monosaccharide transmembrane transport,1.0,False,14,313,6,
GO:BP,GO:0015800,acidic amino acid transport,1.0,False,6,313,2,
GO:BP,GO:0015833,peptide transport,1.0,False,34,313,23,
GO:BP,GO:0015837,amine transport,1.0,False,20,313,14,
GO:BP,GO:0015849,organic acid transport,1.0,False,27,313,13,
GO:BP,GO:0014910,regulation of smooth muscle cell migration,1.0,False,11,313,6,
GO:BP,GO:0015850,organic hydroxy compound transport,1.0,False,27,313,18,
GO:BP,GO:0016192,vesicle-mediated transport,1.0,False,92,313,56,"IDA,IMP,IBA,IEA"
GO:BP,GO:0015853,adenine transport,1.0,False,1,313,1,
GO:BP,GO:0015854,guanine transport,1.0,False,1,313,1,
GO:BP,GO:0015855,pyrimidine nucleobase transport,1.0,False,1,313,1,
GO:BP,GO:0015857,uracil transport,1.0,False,1,313,1,
GO:BP,GO:0015858,nucleoside transport,1.0,False,2,313,2,
GO:BP,GO:0015860,purine nucleoside transmembrane transport,1.0,False,1,313,1,
GO:BP,GO:0015861,cytidine transport,1.0,False,1,313,1,
GO:BP,GO:0015862,uridine transmembrane transport,1.0,False,1,313,1,
GO:BP,GO:0015864,pyrimidine nucleoside transport,1.0,False,1,313,1,
GO:BP,GO:0015865,purine nucleotide transport,1.0,False,2,313,1,
GO:BP,GO:0015868,purine ribonucleotide transport,1.0,False,2,313,1,
GO:BP,GO:0015870,acetylcholine transport,1.0,False,2,313,2,
GO:BP,GO:0015872,dopamine transport,1.0,False,13,313,10,
GO:BP,GO:0015874,norepinephrine transport,1.0,False,8,313,7,
GO:BP,GO:0015878,biotin transport,1.0,False,1,313,1,
GO:BP,GO:0015908,fatty acid transport,1.0,False,14,313,8,
GO:BP,GO:0015909,long-chain fatty acid transport,1.0,False,9,313,5,
GO:BP,GO:0015911,long-chain fatty acid import across plasma membrane,1.0,False,2,313,1,
GO:BP,GO:0015914,phospholipid transport,1.0,False,1,313,1,
GO:BP,GO:0015931,nucleobase-containing compound transport,1.0,False,8,313,5,
GO:BP,GO:0015980,energy derivation by oxidation of organic compounds,1.0,False,20,313,13,
GO:BP,GO:0016032,viral process,1.0,False,32,313,17,
GO:BP,GO:0016042,lipid catabolic process,1.0,False,17,313,11,
GO:BP,GO:0016043,cellular component organization,1.0,False,337,313,171,"IDA,IMP,IBA,TAS"
GO:BP,GO:0016048,detection of temperature stimulus,1.0,False,4,313,4,
GO:BP,GO:0016049,cell growth,1.0,False,48,313,20,
GO:BP,GO:0016050,vesicle organization,1.0,False,6,313,2,
GO:BP,GO:0016051,carbohydrate biosynthetic process,1.0,False,13,313,7,
GO:BP,GO:0016052,carbohydrate catabolic process,1.0,False,15,313,7,
GO:BP,GO:0016053,organic acid biosynthetic process,1.0,False,20,313,9,
GO:BP,GO:0016054,organic acid catabolic process,1.0,False,6,313,4,
GO:BP,GO:0016055,Wnt signaling pathway,1.0,False,38,313,16,
GO:BP,GO:0016056,G protein-coupled opsin signaling pathway,1.0,False,3,313,1,
GO:BP,GO:0016064,immunoglobulin mediated immune response,1.0,False,4,313,1,
GO:BP,GO:0016070,RNA metabolic process,1.0,False,201,313,105,
GO:BP,GO:0016071,mRNA metabolic process,1.0,False,29,313,11,
GO:BP,GO:0016072,rRNA metabolic process,1.0,False,7,313,6,
GO:BP,GO:0016073,snRNA metabolic process,1.0,False,1,313,1,
GO:BP,GO:0016079,synaptic vesicle exocytosis,1.0,False,6,313,3,
GO:BP,GO:0016082,synaptic vesicle priming,1.0,False,1,313,1,
GO:BP,GO:0016098,monoterpenoid metabolic process,1.0,False,5,313,5,
GO:BP,GO:0016101,diterpenoid metabolic process,1.0,False,5,313,5,
GO:BP,GO:0016125,sterol metabolic process,1.0,False,17,313,10,
GO:BP,GO:0016126,sterol biosynthetic process,1.0,False,8,313,3,
GO:BP,GO:0016137,glycoside metabolic process,1.0,False,1,313,1,
GO:BP,GO:0016139,glycoside catabolic process,1.0,False,1,313,1,
GO:BP,GO:0016191,synaptic vesicle uncoating,1.0,False,1,313,1,
GO:BP,GO:0016444,somatic cell DNA recombination,1.0,False,4,313,3,
GO:BP,GO:0016197,endosomal transport,1.0,False,8,313,6,
GO:BP,GO:0016202,regulation of striated muscle tissue development,1.0,False,5,313,2,
GO:BP,GO:0016233,telomere capping,1.0,False,5,313,4,
GO:BP,GO:0016236,macroautophagy,1.0,False,37,313,20,
GO:BP,GO:0016237,microautophagy,1.0,False,3,313,2,
GO:BP,GO:0016239,positive regulation of macroautophagy,1.0,False,15,313,4,
GO:BP,GO:0016241,regulation of macroautophagy,1.0,False,29,313,14,
GO:BP,GO:0016242,negative regulation of macroautophagy,1.0,False,6,313,6,
GO:BP,GO:0016310,phosphorylation,1.0,False,405,313,215,"IDA,IEA"
GO:BP,GO:0016311,dephosphorylation,1.0,False,6,313,3,
GO:BP,GO:0016321,female meiosis chromosome segregation,1.0,False,2,313,1,
GO:BP,GO:0016322,neuron remodeling,1.0,False,1,313,1,
GO:BP,GO:0016331,morphogenesis of embryonic epithelium,1.0,False,11,313,6,
GO:BP,GO:0016358,dendrite development,1.0,False,33,313,12,
GO:BP,GO:0016441,post-transcriptional gene silencing,1.0,False,3,313,2,
GO:BP,GO:0015851,nucleobase transport,1.0,False,1,313,1,
GO:BP,GO:0016445,somatic diversification of immunoglobulins,1.0,False,2,313,2,
GO:BP,GO:0016447,somatic recombination of immunoglobulin gene segments,1.0,False,2,313,2,
GO:BP,GO:0016477,cell migration,1.0,False,167,313,87,
GO:BP,GO:0016479,negative regulation of transcription by RNA polymerase I,1.0,False,1,313,1,
GO:BP,GO:0016482,cytosolic transport,1.0,False,3,313,2,
GO:BP,GO:0016485,protein processing,1.0,False,8,313,5,
GO:BP,GO:0016525,negative regulation of angiogenesis,1.0,False,10,313,4,
GO:BP,GO:0016540,protein autoprocessing,1.0,False,2,313,1,
GO:BP,GO:0016567,protein ubiquitination,1.0,False,30,313,15,
GO:BP,GO:0016579,protein deubiquitination,1.0,False,3,313,1,
GO:BP,GO:0016601,Rac protein signal transduction,1.0,False,4,313,3,
GO:BP,GO:0016925,protein sumoylation,1.0,False,4,313,2,
GO:BP,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,1.0,False,12,313,3,
GO:BP,GO:0017085,response to insecticide,1.0,False,1,313,1,
GO:BP,GO:0017148,negative regulation of translation,1.0,False,11,313,5,
GO:BP,GO:0017156,calcium-ion regulated exocytosis,1.0,False,2,313,1,
GO:BP,GO:0017157,regulation of exocytosis,1.0,False,14,313,6,
GO:BP,GO:0018076,N-terminal peptidyl-lysine acetylation,1.0,False,1,313,1,
GO:BP,GO:0019058,viral life cycle,1.0,False,21,313,11,
GO:BP,GO:0018105,peptidyl-serine phosphorylation,1.0,False,78,313,38,
GO:BP,GO:0018107,peptidyl-threonine phosphorylation,1.0,False,37,313,17,
GO:BP,GO:0018108,peptidyl-tyrosine phosphorylation,1.0,False,62,313,46,
GO:BP,GO:0018126,protein hydroxylation,1.0,False,1,313,1,
GO:BP,GO:0018193,peptidyl-amino acid modification,1.0,False,152,313,87,
GO:BP,GO:0018197,peptidyl-aspartic acid modification,1.0,False,1,313,1,
GO:BP,GO:0018205,peptidyl-lysine modification,1.0,False,12,313,4,
GO:BP,GO:0018209,peptidyl-serine modification,1.0,False,78,313,38,
GO:BP,GO:0018210,peptidyl-threonine modification,1.0,False,37,313,17,
GO:BP,GO:0018212,peptidyl-tyrosine modification,1.0,False,62,313,46,
GO:BP,GO:0018394,peptidyl-lysine acetylation,1.0,False,4,313,1,
GO:BP,GO:0018894,dibenzo-p-dioxin metabolic process,1.0,False,2,313,1,
GO:BP,GO:0018958,phenol-containing compound metabolic process,1.0,False,8,313,6,
GO:BP,GO:0017158,regulation of calcium ion-dependent exocytosis,1.0,False,2,313,1,
GO:BP,GO:0021873,forebrain neuroblast division,1.0,False,2,313,2,
GO:BP,GO:0019079,viral genome replication,1.0,False,10,313,5,
GO:BP,GO:0019082,viral protein processing,1.0,False,6,313,3,
GO:BP,GO:0019083,viral transcription,1.0,False,3,313,1,
GO:BP,GO:0019098,reproductive behavior,1.0,False,9,313,6,
GO:BP,GO:0019100,male germ-line sex determination,1.0,False,1,313,1,
GO:BP,GO:0019216,regulation of lipid metabolic process,1.0,False,35,313,19,
GO:BP,GO:0019217,regulation of fatty acid metabolic process,1.0,False,10,313,5,
GO:BP,GO:0019218,regulation of steroid metabolic process,1.0,False,13,313,5,
GO:BP,GO:0019219,regulation of nucleobase-containing compound metabolic process,1.0,False,210,313,108,
GO:BP,GO:0019220,regulation of phosphate metabolic process,1.0,False,137,313,75,
GO:BP,GO:0019221,cytokine-mediated signaling pathway,1.0,False,52,313,28,
GO:BP,GO:0019222,regulation of metabolic process,1.0,False,378,313,205,
GO:BP,GO:0019226,transmission of nerve impulse,1.0,False,7,313,5,
GO:BP,GO:0019228,neuronal action potential,1.0,False,3,313,3,
GO:BP,GO:0019229,regulation of vasoconstriction,1.0,False,18,313,13,
GO:BP,GO:0019233,sensory perception of pain,1.0,False,13,313,9,
GO:BP,GO:0018992,germ-line sex determination,1.0,False,1,313,1,
