source,native,name,p_value,significant,term_size,query_size,intersection_size,intersection_genes
GO:BP,GO:1902548,negative regulation of cellular response to vascular endothelial growth factor stimulus,1.0,False,1,313,1,
GO:BP,GO:1902633,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate metabolic process",1.0,False,3,313,1,
GO:BP,GO:1902635,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process",1.0,False,3,313,1,
GO:BP,GO:1902652,secondary alcohol metabolic process,1.0,False,16,313,10,
GO:BP,GO:1902653,secondary alcohol biosynthetic process,1.0,False,7,313,3,
GO:BP,GO:1902656,calcium ion import into cytosol,1.0,False,2,313,2,
GO:BP,GO:1902116,negative regulation of organelle assembly,1.0,False,5,313,3,
GO:BP,GO:1902679,negative regulation of RNA biosynthetic process,1.0,False,50,313,23,
GO:BP,GO:1902686,mitochondrial outer membrane permeabilization involved in programmed cell death,1.0,False,3,313,1,
GO:BP,GO:1902166,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,1.0,False,1,313,1,
GO:BP,GO:1902692,regulation of neuroblast proliferation,1.0,False,5,313,3,
GO:BP,GO:1902722,positive regulation of prolactin secretion,1.0,False,1,313,1,
GO:BP,GO:1902723,negative regulation of skeletal muscle satellite cell proliferation,1.0,False,1,313,1,
GO:BP,GO:1902724,positive regulation of skeletal muscle satellite cell proliferation,1.0,False,1,313,1,
GO:BP,GO:1902725,negative regulation of satellite cell differentiation,1.0,False,1,313,1,
GO:BP,GO:1902728,positive regulation of growth factor dependent skeletal muscle satellite cell proliferation,1.0,False,1,313,1,
GO:BP,GO:1902731,negative regulation of chondrocyte proliferation,1.0,False,2,313,1,
GO:BP,GO:1902742,apoptotic process involved in development,1.0,False,2,313,1,
GO:BP,GO:1902743,regulation of lamellipodium organization,1.0,False,7,313,3,
GO:BP,GO:1902745,positive regulation of lamellipodium organization,1.0,False,5,313,3,
GO:BP,GO:1902749,regulation of cell cycle G2/M phase transition,1.0,False,22,313,10,
GO:BP,GO:1902750,negative regulation of cell cycle G2/M phase transition,1.0,False,14,313,6,
GO:BP,GO:1902680,positive regulation of RNA biosynthetic process,1.0,False,118,313,61,
GO:BP,GO:1902423,regulation of attachment of mitotic spindle microtubules to kinetochore,1.0,False,2,313,2,
GO:BP,GO:1902808,positive regulation of cell cycle G1/S phase transition,1.0,False,4,313,4,
GO:BP,GO:1903450,regulation of G1 to G0 transition,1.0,False,1,313,1,
GO:BP,GO:1902916,positive regulation of protein polyubiquitination,1.0,False,1,313,1,
GO:BP,GO:1902822,regulation of late endosome to lysosome transport,1.0,False,1,313,1,
GO:BP,GO:1902823,negative regulation of late endosome to lysosome transport,1.0,False,1,313,1,
GO:BP,GO:1902850,microtubule cytoskeleton organization involved in mitosis,1.0,False,15,313,9,
GO:BP,GO:1902882,regulation of response to oxidative stress,1.0,False,2,313,1,
GO:BP,GO:1902884,positive regulation of response to oxidative stress,1.0,False,1,313,1,
GO:BP,GO:1902893,regulation of miRNA transcription,1.0,False,10,313,5,
GO:BP,GO:1902894,negative regulation of miRNA transcription,1.0,False,5,313,2,
GO:BP,GO:1902895,positive regulation of miRNA transcription,1.0,False,8,313,4,
GO:BP,GO:1902902,negative regulation of autophagosome assembly,1.0,False,1,313,1,
GO:BP,GO:1902903,regulation of supramolecular fiber organization,1.0,False,31,313,17,
GO:BP,GO:1902904,negative regulation of supramolecular fiber organization,1.0,False,7,313,4,
GO:BP,GO:1902905,positive regulation of supramolecular fiber organization,1.0,False,20,313,12,
GO:BP,GO:1902914,regulation of protein polyubiquitination,1.0,False,2,313,2,
GO:BP,GO:1902915,negative regulation of protein polyubiquitination,1.0,False,1,313,1,
GO:BP,GO:1902930,regulation of alcohol biosynthetic process,1.0,False,4,313,1,
GO:BP,GO:1903037,regulation of leukocyte cell-cell adhesion,1.0,False,36,313,24,
GO:BP,GO:1902932,positive regulation of alcohol biosynthetic process,1.0,False,3,313,1,
GO:BP,GO:1902950,regulation of dendritic spine maintenance,1.0,False,1,313,1,
GO:BP,GO:1902951,negative regulation of dendritic spine maintenance,1.0,False,1,313,1,
GO:BP,GO:1902961,positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process,1.0,False,2,313,1,
GO:BP,GO:1902969,mitotic DNA replication,1.0,False,2,313,2,
GO:BP,GO:1902975,mitotic DNA replication initiation,1.0,False,1,313,1,
GO:BP,GO:1902991,regulation of amyloid precursor protein catabolic process,1.0,False,9,313,2,
GO:BP,GO:1902993,positive regulation of amyloid precursor protein catabolic process,1.0,False,7,313,2,
GO:BP,GO:1903008,organelle disassembly,1.0,False,7,313,4,
GO:BP,GO:1903010,regulation of bone development,1.0,False,1,313,1,
GO:BP,GO:1903018,regulation of glycoprotein metabolic process,1.0,False,1,313,1,
GO:BP,GO:1903034,regulation of response to wounding,1.0,False,20,313,11,
GO:BP,GO:1990869,cellular response to chemokine,1.0,False,4,313,1,
GO:BP,GO:1903038,negative regulation of leukocyte cell-cell adhesion,1.0,False,8,313,4,
GO:BP,GO:1903046,meiotic cell cycle process,1.0,False,12,313,5,
GO:BP,GO:1903244,positive regulation of cardiac muscle hypertrophy in response to stress,1.0,False,1,313,1,
GO:BP,GO:1903125,negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation,1.0,False,1,313,1,
GO:BP,GO:1903047,mitotic cell cycle process,1.0,False,70,313,35,
GO:BP,GO:1903050,regulation of proteolysis involved in protein catabolic process,1.0,False,27,313,10,
GO:BP,GO:1903051,negative regulation of proteolysis involved in protein catabolic process,1.0,False,9,313,2,
GO:BP,GO:1903052,positive regulation of proteolysis involved in protein catabolic process,1.0,False,16,313,8,
GO:BP,GO:1903053,regulation of extracellular matrix organization,1.0,False,7,313,4,
GO:BP,GO:1903055,positive regulation of extracellular matrix organization,1.0,False,3,313,2,
GO:BP,GO:1903059,regulation of protein lipidation,1.0,False,2,313,1,
GO:BP,GO:1903061,positive regulation of protein lipidation,1.0,False,1,313,1,
GO:BP,GO:1903076,regulation of protein localization to plasma membrane,1.0,False,14,313,6,
GO:BP,GO:1903077,negative regulation of protein localization to plasma membrane,1.0,False,2,313,2,
GO:BP,GO:1903078,positive regulation of protein localization to plasma membrane,1.0,False,10,313,3,
GO:BP,GO:1903083,protein localization to condensed chromosome,1.0,False,3,313,3,
GO:BP,GO:1903096,protein localization to meiotic spindle midzone,1.0,False,1,313,1,
GO:BP,GO:1903035,negative regulation of response to wounding,1.0,False,7,313,1,
GO:BP,GO:1903115,regulation of actin filament-based movement,1.0,False,4,313,4,
GO:BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,1.0,False,31,313,21,
GO:BP,GO:1903131,mononuclear cell differentiation,1.0,False,55,313,30,
GO:BP,GO:1903146,regulation of autophagy of mitochondrion,1.0,False,6,313,4,
GO:BP,GO:1903147,negative regulation of autophagy of mitochondrion,1.0,False,1,313,1,
GO:BP,GO:1903169,regulation of calcium ion transmembrane transport,1.0,False,16,313,12,
GO:BP,GO:1903170,negative regulation of calcium ion transmembrane transport,1.0,False,3,313,3,
GO:BP,GO:1903210,podocyte apoptotic process,1.0,False,1,313,1,
GO:BP,GO:1903214,regulation of protein targeting to mitochondrion,1.0,False,4,313,2,
GO:BP,GO:1903215,negative regulation of protein targeting to mitochondrion,1.0,False,1,313,1,
GO:BP,GO:1903216,regulation of protein processing involved in protein targeting to mitochondrion,1.0,False,1,313,1,
GO:BP,GO:1903217,negative regulation of protein processing involved in protein targeting to mitochondrion,1.0,False,1,313,1,
GO:BP,GO:1903224,regulation of endodermal cell differentiation,1.0,False,1,313,1,
GO:BP,GO:1903226,positive regulation of endodermal cell differentiation,1.0,False,1,313,1,
GO:BP,GO:1903242,regulation of cardiac muscle hypertrophy in response to stress,1.0,False,2,313,1,
GO:BP,GO:1903126,negative regulation of centriole-centriole cohesion,1.0,False,1,313,1,
GO:BP,GO:1903451,negative regulation of G1 to G0 transition,1.0,False,1,313,1,
GO:BP,GO:1903036,positive regulation of response to wounding,1.0,False,10,313,8,
GO:BP,GO:1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,1.0,False,1,313,1,
GO:BP,GO:1903465,positive regulation of mitotic cell cycle DNA replication,1.0,False,1,313,1,
GO:BP,GO:1903463,regulation of mitotic cell cycle DNA replication,1.0,False,1,313,1,
GO:BP,GO:1903305,regulation of regulated secretory pathway,1.0,False,14,313,6,
GO:BP,GO:1903306,negative regulation of regulated secretory pathway,1.0,False,3,313,3,
GO:BP,GO:1903307,positive regulation of regulated secretory pathway,1.0,False,4,313,1,
GO:BP,GO:1903311,regulation of mRNA metabolic process,1.0,False,15,313,6,
GO:BP,GO:1903312,negative regulation of mRNA metabolic process,1.0,False,5,313,3,
GO:BP,GO:1903317,regulation of protein maturation,1.0,False,6,313,4,
GO:BP,GO:1903318,negative regulation of protein maturation,1.0,False,3,313,3,
GO:BP,GO:1903319,positive regulation of protein maturation,1.0,False,1,313,1,
GO:BP,GO:1903320,regulation of protein modification by small protein conjugation or removal,1.0,False,21,313,9,
GO:BP,GO:1903321,negative regulation of protein modification by small protein conjugation or removal,1.0,False,10,313,6,
GO:BP,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,1.0,False,8,313,3,
GO:BP,GO:1903326,regulation of tRNA metabolic process,1.0,False,1,313,1,
GO:BP,GO:1903335,regulation of vacuolar transport,1.0,False,1,313,1,
GO:BP,GO:1903336,negative regulation of vacuolar transport,1.0,False,1,313,1,
GO:BP,GO:1903350,response to dopamine,1.0,False,15,313,11,
GO:BP,GO:1903351,cellular response to dopamine,1.0,False,15,313,11,
GO:BP,GO:1903358,regulation of Golgi organization,1.0,False,4,313,3,
GO:BP,GO:1903376,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,1.0,False,2,313,2,
GO:BP,GO:1903378,positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,1.0,False,1,313,1,
GO:BP,GO:1903409,reactive oxygen species biosynthetic process,1.0,False,4,313,2,
GO:BP,GO:1903421,regulation of synaptic vesicle recycling,1.0,False,4,313,2,
GO:BP,GO:1903423,positive regulation of synaptic vesicle recycling,1.0,False,1,313,1,
GO:BP,GO:1903426,regulation of reactive oxygen species biosynthetic process,1.0,False,3,313,1,
GO:BP,GO:1903427,negative regulation of reactive oxygen species biosynthetic process,1.0,False,2,313,1,
GO:BP,GO:1903429,regulation of cell maturation,1.0,False,6,313,4,
GO:BP,GO:1903431,positive regulation of cell maturation,1.0,False,4,313,3,
GO:BP,GO:1903432,regulation of TORC1 signaling,1.0,False,18,313,6,
GO:BP,GO:1903490,positive regulation of mitotic cytokinesis,1.0,False,1,313,1,
GO:BP,GO:1903504,regulation of mitotic spindle checkpoint,1.0,False,2,313,1,
GO:BP,GO:1903707,negative regulation of hemopoiesis,1.0,False,8,313,3,
GO:BP,GO:1903706,regulation of hemopoiesis,1.0,False,33,313,15,
GO:BP,GO:1903297,regulation of hypoxia-induced intrinsic apoptotic signaling pathway,1.0,False,1,313,1,
GO:BP,GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,1.0,False,5,313,3,
GO:BP,GO:1903509,liposaccharide metabolic process,1.0,False,4,313,2,
GO:BP,GO:1903514,release of sequestered calcium ion into cytosol by endoplasmic reticulum,1.0,False,4,313,3,
GO:BP,GO:1903516,regulation of single strand break repair,1.0,False,1,313,1,
GO:BP,GO:1903518,positive regulation of single strand break repair,1.0,False,1,313,1,
GO:BP,GO:1903522,regulation of blood circulation,1.0,False,39,313,27,
GO:BP,GO:1903523,negative regulation of blood circulation,1.0,False,5,313,3,
GO:BP,GO:1903524,positive regulation of blood circulation,1.0,False,6,313,3,
GO:BP,GO:1903530,regulation of secretion by cell,1.0,False,62,313,35,
GO:BP,GO:1903531,negative regulation of secretion by cell,1.0,False,19,313,16,
GO:BP,GO:1903532,positive regulation of secretion by cell,1.0,False,29,313,14,
GO:BP,GO:1903533,regulation of protein targeting,1.0,False,8,313,4,
GO:BP,GO:1903539,protein localization to postsynaptic membrane,1.0,False,3,313,3,
GO:BP,GO:1903251,multi-ciliated epithelial cell differentiation,1.0,False,1,313,1,
GO:BP,GO:1903544,response to butyrate,1.0,False,1,313,1,
GO:BP,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,1.0,False,13,313,5,
GO:BP,GO:1903298,negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway,1.0,False,1,313,1,
GO:BP,GO:1903573,negative regulation of response to endoplasmic reticulum stress,1.0,False,2,313,2,
GO:BP,GO:1903578,regulation of ATP metabolic process,1.0,False,12,313,5,
GO:BP,GO:1903579,negative regulation of ATP metabolic process,1.0,False,4,313,1,
GO:BP,GO:1903580,positive regulation of ATP metabolic process,1.0,False,6,313,4,
GO:BP,GO:1903599,positive regulation of autophagy of mitochondrion,1.0,False,2,313,1,
GO:BP,GO:1903624,regulation of DNA catabolic process,1.0,False,1,313,1,
GO:BP,GO:1903626,positive regulation of DNA catabolic process,1.0,False,1,313,1,
GO:BP,GO:1903670,regulation of sprouting angiogenesis,1.0,False,4,313,3,
GO:BP,GO:1903671,negative regulation of sprouting angiogenesis,1.0,False,1,313,1,
GO:BP,GO:1903672,positive regulation of sprouting angiogenesis,1.0,False,3,313,2,
GO:BP,GO:1903689,"regulation of wound healing, spreading of epidermal cells",1.0,False,1,313,1,
GO:BP,GO:1903691,"positive regulation of wound healing, spreading of epidermal cells",1.0,False,1,313,1,
GO:BP,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,1.0,False,17,313,8,
GO:BP,GO:1902425,positive regulation of attachment of mitotic spindle microtubules to kinetochore,1.0,False,1,313,1,
GO:BP,GO:1903708,positive regulation of hemopoiesis,1.0,False,17,313,8,
GO:BP,GO:1903716,guanine transmembrane transport,1.0,False,1,313,1,
GO:BP,GO:1903963,arachidonate transport,1.0,False,5,313,4,
GO:BP,GO:1903725,regulation of phospholipid metabolic process,1.0,False,6,313,4,
GO:BP,GO:1903727,positive regulation of phospholipid metabolic process,1.0,False,5,313,3,
GO:BP,GO:1903747,regulation of establishment of protein localization to mitochondrion,1.0,False,5,313,3,
GO:BP,GO:1903748,negative regulation of establishment of protein localization to mitochondrion,1.0,False,1,313,1,
GO:BP,GO:1903749,positive regulation of establishment of protein localization to mitochondrion,1.0,False,4,313,2,
GO:BP,GO:1903764,regulation of potassium ion export across plasma membrane,1.0,False,1,313,1,
GO:BP,GO:1903765,negative regulation of potassium ion export across plasma membrane,1.0,False,1,313,1,
GO:BP,GO:1903790,guanine nucleotide transmembrane transport,1.0,False,2,313,1,
GO:BP,GO:1903791,uracil transmembrane transport,1.0,False,1,313,1,
GO:BP,GO:1903798,regulation of miRNA processing,1.0,False,3,313,2,
GO:BP,GO:1903799,negative regulation of miRNA processing,1.0,False,2,313,1,
GO:BP,GO:1903800,positive regulation of miRNA processing,1.0,False,1,313,1,
GO:BP,GO:1903825,organic acid transmembrane transport,1.0,False,6,313,2,
GO:BP,GO:1903828,negative regulation of protein localization,1.0,False,26,313,15,
GO:BP,GO:1903829,positive regulation of protein localization,1.0,False,66,313,30,
GO:BP,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,1.0,False,12,313,3,
GO:BP,GO:1903846,positive regulation of cellular response to transforming growth factor beta stimulus,1.0,False,4,313,2,
GO:BP,GO:1903867,extraembryonic membrane development,1.0,False,1,313,1,
GO:BP,GO:1903900,regulation of viral life cycle,1.0,False,12,313,5,
GO:BP,GO:1903902,positive regulation of viral life cycle,1.0,False,3,313,1,
GO:BP,GO:1903903,regulation of establishment of T cell polarity,1.0,False,2,313,2,
GO:BP,GO:1903905,positive regulation of establishment of T cell polarity,1.0,False,2,313,2,
GO:BP,GO:1903925,response to bisphenol A,1.0,False,1,313,1,
GO:BP,GO:1903937,response to acrylamide,1.0,False,1,313,1,
GO:BP,GO:1903943,regulation of hepatocyte apoptotic process,1.0,False,4,313,2,
GO:BP,GO:1903944,negative regulation of hepatocyte apoptotic process,1.0,False,3,313,1,
GO:BP,GO:1903945,positive regulation of hepatocyte apoptotic process,1.0,False,1,313,1,
GO:BP,GO:1903955,positive regulation of protein targeting to mitochondrion,1.0,False,3,313,1,
GO:BP,GO:1903978,regulation of microglial cell activation,1.0,False,2,313,2,
GO:BP,GO:1903980,positive regulation of microglial cell activation,1.0,False,1,313,1,
GO:BP,GO:1903998,regulation of eating behavior,1.0,False,3,313,3,
GO:BP,GO:1904251,regulation of bile acid metabolic process,1.0,False,4,313,2,
GO:BP,GO:1904062,regulation of monoatomic cation transmembrane transport,1.0,False,20,313,14,
GO:BP,GO:1904000,positive regulation of eating behavior,1.0,False,2,313,2,
GO:BP,GO:1904018,positive regulation of vasculature development,1.0,False,26,313,15,
GO:BP,GO:1904019,epithelial cell apoptotic process,1.0,False,12,313,9,
GO:BP,GO:1904023,regulation of glucose catabolic process to lactate via pyruvate,1.0,False,1,313,1,
GO:BP,GO:1904024,negative regulation of glucose catabolic process to lactate via pyruvate,1.0,False,1,313,1,
GO:BP,GO:1904031,positive regulation of cyclin-dependent protein kinase activity,1.0,False,2,313,2,
GO:BP,GO:1904035,regulation of epithelial cell apoptotic process,1.0,False,7,313,5,
GO:BP,GO:1904036,negative regulation of epithelial cell apoptotic process,1.0,False,4,313,2,
GO:BP,GO:1904037,positive regulation of epithelial cell apoptotic process,1.0,False,2,313,2,
GO:BP,GO:1904044,response to aldosterone,1.0,False,3,313,2,
GO:BP,GO:1904045,cellular response to aldosterone,1.0,False,1,313,1,
GO:BP,GO:1904054,regulation of cholangiocyte proliferation,1.0,False,1,313,1,
GO:BP,GO:1904056,positive regulation of cholangiocyte proliferation,1.0,False,1,313,1,
GO:BP,GO:1903959,regulation of monoatomic anion transmembrane transport,1.0,False,1,313,1,
GO:BP,GO:1904059,regulation of locomotor rhythm,1.0,False,1,313,1,
GO:BP,GO:1904263,positive regulation of TORC1 signaling,1.0,False,9,313,3,
GO:BP,GO:1904064,positive regulation of cation transmembrane transport,1.0,False,7,313,6,
GO:BP,GO:1904082,pyrimidine nucleobase transmembrane transport,1.0,False,1,313,1,
GO:BP,GO:1904092,regulation of autophagic cell death,1.0,False,1,313,1,
GO:BP,GO:1904094,positive regulation of autophagic cell death,1.0,False,1,313,1,
GO:BP,GO:1904157,DN4 thymocyte differentiation,1.0,False,1,313,1,
GO:BP,GO:1904177,regulation of adipose tissue development,1.0,False,4,313,1,
GO:BP,GO:1904178,negative regulation of adipose tissue development,1.0,False,1,313,1,
GO:BP,GO:1904180,negative regulation of membrane depolarization,1.0,False,3,313,2,
GO:BP,GO:1904181,positive regulation of membrane depolarization,1.0,False,2,313,2,
GO:BP,GO:1904192,regulation of cholangiocyte apoptotic process,1.0,False,1,313,1,
GO:BP,GO:1904193,negative regulation of cholangiocyte apoptotic process,1.0,False,1,313,1,
GO:BP,GO:1904235,"regulation of substrate-dependent cell migration, cell attachment to substrate",1.0,False,1,313,1,
GO:BP,GO:1904237,"positive regulation of substrate-dependent cell migration, cell attachment to substrate",1.0,False,1,313,1,
GO:BP,GO:1904063,negative regulation of cation transmembrane transport,1.0,False,8,313,5,
GO:BP,GO:1903721,positive regulation of I-kappaB phosphorylation,1.0,False,2,313,1,
GO:BP,GO:1904262,negative regulation of TORC1 signaling,1.0,False,9,313,2,
GO:BP,GO:1904899,positive regulation of hepatic stellate cell proliferation,1.0,False,1,313,1,
GO:BP,GO:1904528,positive regulation of microtubule binding,1.0,False,1,313,1,
GO:BP,GO:1904304,regulation of gastro-intestinal system smooth muscle contraction,1.0,False,2,313,2,
GO:BP,GO:1904306,positive regulation of gastro-intestinal system smooth muscle contraction,1.0,False,2,313,2,
GO:BP,GO:1904341,regulation of colon smooth muscle contraction,1.0,False,1,313,1,
GO:BP,GO:1904343,positive regulation of colon smooth muscle contraction,1.0,False,1,313,1,
GO:BP,GO:1904347,regulation of small intestine smooth muscle contraction,1.0,False,2,313,2,
GO:BP,GO:1904349,positive regulation of small intestine smooth muscle contraction,1.0,False,2,313,2,
GO:BP,GO:1904350,regulation of protein catabolic process in the vacuole,1.0,False,1,313,1,
GO:BP,GO:1904353,regulation of telomere capping,1.0,False,3,313,3,
GO:BP,GO:1904354,negative regulation of telomere capping,1.0,False,1,313,1,
GO:BP,GO:1904355,positive regulation of telomere capping,1.0,False,2,313,2,
GO:BP,GO:1904356,regulation of telomere maintenance via telomere lengthening,1.0,False,8,313,7,
GO:BP,GO:1904357,negative regulation of telomere maintenance via telomere lengthening,1.0,False,5,313,5,
GO:BP,GO:1904358,positive regulation of telomere maintenance via telomere lengthening,1.0,False,5,313,4,
GO:BP,GO:1904375,regulation of protein localization to cell periphery,1.0,False,16,313,7,
GO:BP,GO:1904376,negative regulation of protein localization to cell periphery,1.0,False,2,313,2,
GO:BP,GO:1904377,positive regulation of protein localization to cell periphery,1.0,False,10,313,3,
GO:BP,GO:1904383,response to sodium phosphate,1.0,False,1,313,1,
GO:BP,GO:1904385,cellular response to angiotensin,1.0,False,12,313,6,
GO:BP,GO:1904404,response to formaldehyde,1.0,False,1,313,1,
GO:BP,GO:1904406,negative regulation of nitric oxide metabolic process,1.0,False,2,313,1,
GO:BP,GO:1904407,positive regulation of nitric oxide metabolic process,1.0,False,12,313,6,
GO:BP,GO:1904415,regulation of xenophagy,1.0,False,3,313,1,
GO:BP,GO:1904417,positive regulation of xenophagy,1.0,False,3,313,1,
GO:BP,GO:1904427,positive regulation of calcium ion transmembrane transport,1.0,False,5,313,4,
GO:BP,GO:1904457,positive regulation of neuronal action potential,1.0,False,1,313,1,
GO:BP,GO:1904502,regulation of lipophagy,1.0,False,1,313,1,
GO:BP,GO:1904504,positive regulation of lipophagy,1.0,False,1,313,1,
GO:BP,GO:1904518,protein localization to cytoplasmic microtubule plus-end,1.0,False,1,313,1,
GO:BP,GO:1904531,positive regulation of actin filament binding,1.0,False,1,313,1,
GO:BP,GO:1904616,regulation of actin binding,1.0,False,1,313,1,
GO:BP,GO:1904627,response to phorbol 13-acetate 12-myristate,1.0,False,3,313,2,
GO:BP,GO:1904897,regulation of hepatic stellate cell proliferation,1.0,False,1,313,1,
GO:BP,GO:1904762,positive regulation of myofibroblast differentiation,1.0,False,1,313,1,
GO:BP,GO:1904628,cellular response to phorbol 13-acetate 12-myristate,1.0,False,3,313,2,
GO:BP,GO:1904640,response to methionine,1.0,False,1,313,1,
GO:BP,GO:1904645,response to amyloid-beta,1.0,False,14,313,5,
GO:BP,GO:1904646,cellular response to amyloid-beta,1.0,False,13,313,5,
GO:BP,GO:1904659,D-glucose transmembrane transport,1.0,False,14,313,6,
GO:BP,GO:1904688,regulation of cytoplasmic translational initiation,1.0,False,3,313,1,
GO:BP,GO:1904690,positive regulation of cytoplasmic translational initiation,1.0,False,2,313,1,
GO:BP,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,1.0,False,12,313,5,
GO:BP,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,1.0,False,10,313,5,
GO:BP,GO:1904738,vascular associated smooth muscle cell migration,1.0,False,4,313,2,
GO:BP,GO:1904743,negative regulation of telomeric DNA binding,1.0,False,1,313,1,
GO:BP,GO:1904752,regulation of vascular associated smooth muscle cell migration,1.0,False,4,313,2,
GO:BP,GO:1904754,positive regulation of vascular associated smooth muscle cell migration,1.0,False,3,313,2,
GO:BP,GO:1904289,regulation of mitotic DNA damage checkpoint,1.0,False,1,313,1,
GO:BP,GO:1904760,regulation of myofibroblast differentiation,1.0,False,1,313,1,
GO:BP,GO:1904291,positive regulation of mitotic DNA damage checkpoint,1.0,False,1,313,1,
GO:BP,GO:1904825,protein localization to microtubule plus-end,1.0,False,1,313,1,
GO:BP,GO:1904861,excitatory synapse assembly,1.0,False,3,313,1,
GO:BP,GO:1904868,telomerase catalytic core complex assembly,1.0,False,2,313,2,
GO:BP,GO:1904880,response to hydrogen sulfide,1.0,False,1,313,1,
GO:BP,GO:1904881,cellular response to hydrogen sulfide,1.0,False,1,313,1,
GO:BP,GO:1904882,regulation of telomerase catalytic core complex assembly,1.0,False,2,313,2,
GO:BP,GO:1904884,positive regulation of telomerase catalytic core complex assembly,1.0,False,2,313,2,
GO:BP,GO:1904887,Wnt signalosome assembly,1.0,False,1,313,1,
GO:BP,GO:1904888,cranial skeletal system development,1.0,False,4,313,2,
GO:BP,GO:1904889,regulation of excitatory synapse assembly,1.0,False,3,313,1,
GO:BP,GO:1904892,regulation of receptor signaling pathway via STAT,1.0,False,13,313,8,
GO:BP,GO:1904893,negative regulation of receptor signaling pathway via STAT,1.0,False,2,313,1,
GO:BP,GO:1904894,positive regulation of receptor signaling pathway via STAT,1.0,False,9,313,6,
GO:BP,GO:1904823,purine nucleobase transmembrane transport,1.0,False,1,313,1,
GO:BP,GO:1904907,"regulation of maintenance of mitotic sister chromatid cohesion, telomeric",1.0,False,1,313,1,
GO:BP,GO:1904936,interneuron migration,1.0,False,2,313,2,
GO:BP,GO:1990127,intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator,1.0,False,1,313,1,
GO:BP,GO:1905247,positive regulation of aspartic-type peptidase activity,1.0,False,2,313,1,
GO:BP,GO:1905244,regulation of modification of synaptic structure,1.0,False,2,313,1,
GO:BP,GO:1904948,midbrain dopaminergic neuron differentiation,1.0,False,1,313,1,
GO:BP,GO:1904950,negative regulation of establishment of protein localization,1.0,False,14,313,11,
GO:BP,GO:1904951,positive regulation of establishment of protein localization,1.0,False,42,313,20,
GO:BP,GO:1904994,regulation of leukocyte adhesion to vascular endothelial cell,1.0,False,3,313,2,
GO:BP,GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell,1.0,False,3,313,2,
GO:BP,GO:1905037,autophagosome organization,1.0,False,15,313,10,
GO:BP,GO:1905039,carboxylic acid transmembrane transport,1.0,False,6,313,2,
GO:BP,GO:1905051,regulation of base-excision repair,1.0,False,1,313,1,
GO:BP,GO:1905062,positive regulation of cardioblast proliferation,1.0,False,1,313,1,
GO:BP,GO:1905063,regulation of vascular associated smooth muscle cell differentiation,1.0,False,1,313,1,
GO:BP,GO:1905065,positive regulation of vascular associated smooth muscle cell differentiation,1.0,False,1,313,1,
GO:BP,GO:1905097,regulation of guanyl-nucleotide exchange factor activity,1.0,False,2,313,1,
GO:BP,GO:1905098,negative regulation of guanyl-nucleotide exchange factor activity,1.0,False,1,313,1,
GO:BP,GO:1905115,regulation of lateral attachment of mitotic spindle microtubules to kinetochore,1.0,False,1,313,1,
GO:BP,GO:1905116,positive regulation of lateral attachment of mitotic spindle microtubules to kinetochore,1.0,False,1,313,1,
GO:BP,GO:1905132,regulation of meiotic chromosome separation,1.0,False,2,313,1,
GO:BP,GO:1905133,negative regulation of meiotic chromosome separation,1.0,False,1,313,1,
GO:BP,GO:1905144,response to acetylcholine,1.0,False,11,313,7,
GO:BP,GO:1905145,cellular response to acetylcholine,1.0,False,11,313,7,
GO:BP,GO:1905146,lysosomal protein catabolic process,1.0,False,1,313,1,
GO:BP,GO:1905165,regulation of lysosomal protein catabolic process,1.0,False,1,313,1,
GO:BP,GO:1905168,positive regulation of double-strand break repair via homologous recombination,1.0,False,2,313,2,
GO:BP,GO:1905203,regulation of connective tissue replacement,1.0,False,4,313,1,
GO:BP,GO:1905205,positive regulation of connective tissue replacement,1.0,False,3,313,1,
GO:BP,GO:1905207,regulation of cardiocyte differentiation,1.0,False,2,313,1,
GO:BP,GO:1905208,negative regulation of cardiocyte differentiation,1.0,False,2,313,1,
GO:BP,GO:1905219,regulation of platelet formation,1.0,False,1,313,1,
GO:BP,GO:1905268,negative regulation of chromatin organization,1.0,False,1,313,1,
GO:BP,GO:1905276,regulation of epithelial tube formation,1.0,False,1,313,1,
