std,Y,n,tissue
NUDUL1,0.709114,2,LYMPH
OCIAML2,1.3276159587197895,3,LYMPH
OCIAML3,0.825918,3,LYMPH
OCIAML5,0.680881,3,LYMPH
OCILY19,0.47683,3,LYMPH
OCIM1,2.251285,2,LYMPH
OPM2,2.6708115,2,LYMPH
P12ICHIKAWA,-0.171646,3,LYMPH
P31FUJ,2.954333,2,LYMPH
PF382,1.212635,3,LYMPH
PL21,0.627001855938128,3,LYMPH
RAJI,2.676601,2,LYMPH
RCHACV,-1.03314,3,LYMPH
REH,0.6807185,2,LYMPH
RERFLCKJ,3.84242847614933,3,LUNG
RERFLCMS,2.4079553029915397,4,LUNG
RL,1.3338015,2,LYMPH
RPMI8226,0.882628,2,LYMPH
RPMI8402,-1.540902,3,LYMPH
RS411,-0.40347549999999993,2,LYMPH
SBC5,1.8829814964363258,4,LUNG
SHP77,1.77333,2,LUNG
SIGM5,-1.226266,1,LYMPH
SKLU1,1.9428204576986519,4,LUNG
SKM1,0.730679,3,LYMPH
SKMES1,2.2176329999999997,2,LUNG
SKMM2,3.466576,2,LYMPH
ST486,1.9474684999999998,2,LYMPH
SUDHL1,1.2701685624787964,2,LYMPH
SUDHL10,-0.2304485,2,LYMPH
SUDHL4,1.8561245,2,LYMPH
SUDHL5,0.6707894999999999,2,LYMPH
SUDHL6,-0.473501,2,LYMPH
SUDHL8,2.680511,3,LYMPH
SUPB15,1.7490555,2,LYMPH
SUPM2,1.94146,2,LYMPH
SUPT1,2.526287,2,LYMPH
SW1271,2.376829425356632,4,LUNG
SW1573,2.975469397122766,3,LUNG
THP1,2.3381230000000004,2,LYMPH
WSUDLCL2,0.849774,3,LYMPH
