std,Y,n,tissue
OCIAML5,1.362374,3,LYMPH
OCILY19,1.088216,3,LYMPH
OCIM1,1.496256,3,LYMPH
OPM2,1.3821325,2,LYMPH
P12ICHIKAWA,1.172074,3,LYMPH
P31FUJ,0.2704245,2,LYMPH
PF382,1.756693,3,LYMPH
PL21,2.256987,3,LYMPH
RAJI,2.885275,2,LYMPH
RCHACV,0.390102,3,LYMPH
REH,1.8061235,2,LYMPH
RERFLCKJ,2.6341405,2,LUNG
RERFLCMS,2.878828728253465,4,LUNG
RL,2.1033435000000003,2,LYMPH
RPMI8226,1.7808115,2,LYMPH
RPMI8402,1.022275,3,LYMPH
RS411,0.527249,2,LYMPH
SBC5,2.317187069745126,4,LUNG
SHP77,2.6083309999999997,2,LUNG
SIGM5,0.57896,1,LYMPH
SKLU1,4.190507,2,LUNG
SKM1,1.1812,2,LYMPH
SKMES1,3.386261,3,LUNG
SKMM2,3.662992,2,LYMPH
ST486,0.313051,2,LYMPH
SUDHL1,2.319245,1,LYMPH
SUDHL10,1.131386,1,LYMPH
SUDHL4,1.9946325,2,LYMPH
SUDHL5,0.6500675,2,LYMPH
SUDHL6,1.262209,2,LYMPH
SUDHL8,4.535429452607524,2,LYMPH
SUPB15,-0.247406,2,LYMPH
SUPM2,-0.18160800000000002,2,LYMPH
SUPT1,1.5408635,2,LYMPH
SW1271,2.320121,3,LUNG
SW1573,2.5039717729740127,4,LUNG
THP1,2.4672025,2,LYMPH
WSUDLCL2,2.691122,3,LYMPH
