std,Y,n,tissue
NCIH929,-3.6198825,2,LYMPH
NOMO1,-4.254694,3,LYMPH
NUDUL1,-6.266263,3,LYMPH
OCIAML2,-5.058461,3,LYMPH
OCIAML3,-4.883079,3,LYMPH
OCIAML5,-3.306794,3,LYMPH
OCILY19,-5.718118,3,LYMPH
OCIM1,-3.54798,3,LYMPH
OPM2,-1.055949,3,LYMPH
P12ICHIKAWA,-3.990654,3,LYMPH
P31FUJ,-2.296557,3,LYMPH
PF382,-3.285119,3,LYMPH
PL21,-1.199621,3,LYMPH
RAJI,-5.168656,3,LYMPH
RCHACV,-3.983321,2,LYMPH
REH,-3.793383,3,LYMPH
RERFLCKJ,-0.31465277878671144,4,LUNG
RERFLCMS,-2.654792,4,LUNG
RL,-1.310045,3,LYMPH
RPMI8226,-4.052394,3,LYMPH
RPMI8402,-3.251079,3,LYMPH
RS411,-4.028273,3,LYMPH
SBC5,-5.203777,3,LUNG
SHP77,0.238725,3,LUNG
SIGM5,-5.0917034999999995,2,LYMPH
SKLU1,-4.530402,3,LUNG
SKM1,-4.0180454999999995,2,LYMPH
SKMES1,-2.5340689999999997,4,LUNG
SKMM2,-1.335405,3,LYMPH
ST486,-3.679317,3,LYMPH
SUDHL1,-5.165507,2,LYMPH
SUDHL10,-3.6205335,2,LYMPH
SUDHL4,-1.836689,3,LYMPH
SUDHL5,-5.921643,3,LYMPH
SUDHL6,-2.901514,3,LYMPH
SUDHL8,-3.750312,3,LYMPH
SUPB15,-4.3576880000000005,2,LYMPH
SUPM2,-3.925109,3,LYMPH
SUPT1,-3.795621,3,LYMPH
SW1271,-1.9697968709962002,4,LUNG
SW1573,-0.3472859380492391,4,LUNG
THP1,-3.54111,3,LYMPH
WSUDLCL2,-1.517427,3,LYMPH
