drug,n_oof,RMSE_ens,R2_ens,Spearman_ens,Pearson_ens,RMSE_mean,R2_mean,RMSE_ens_fold_mean,RMSE_ens_fold_std,R2_ens_fold_mean,R2_ens_fold_std,Spearman_ens_fold_mean,Spearman_ens_fold_std,Pearson_ens_fold_mean,Pearson_ens_fold_std,RMSE_mean_fold_mean,RMSE_mean_fold_std,R2_mean_fold_mean,R2_mean_fold_std
AZD7762,203,1.0638381759929347,0.4176456414197629,0.6724180966343519,0.6464187084056804,1.067689668002124,0.41342132735081194,1.0526955443439057,0.16694153341768111,0.42551065573507507,0.06311583382860864,0.6864218708121148,0.07249454722318897,0.665359293014808,0.04990942296675433,1.0553627257963598,0.17533258086416398,0.42349294612539223,0.06518229171050569
GEMCITABINE,203,1.6082817754872138,0.26426855727583043,0.5214990058843613,0.5151673795041671,1.6264409330388558,0.24756042944128465,1.6024395868817827,0.16735440831991946,0.25879959775593947,0.1304759408921228,0.5266175288126508,0.1057481075613009,0.5287520304586096,0.1071358964745343,1.6207487184614802,0.1639352689118973,0.2464390955986923,0.08760169561303345
JQ1,203,1.0379389393601066,0.5075869961465996,0.6814239523054016,0.7125246365762128,1.0568371051979295,0.48949263903158213,1.0269474318454879,0.16048838113181224,0.514139926803039,0.10653894945751972,0.7095443580809435,0.04027597407654156,0.7244631958427221,0.07529812101021215,1.047897680161049,0.14505180289893752,0.49560677379140117,0.08820760617541373
NAVITOCLAX,203,1.3871140456720503,0.48465179444469875,0.6895303700175872,0.6967769937950451,1.4323186857634307,0.45051512218415934,1.3784421756267107,0.17888117599979847,0.47904077867906025,0.13923775692048024,0.6971187349236131,0.07359849383213554,0.7120804200670998,0.08233732573714166,1.4273189614102628,0.13731949829543633,0.44664878002514563,0.10776802575742991
NUTLIN-3A (-),203,1.0245878133775417,0.5024555751568055,0.6759154327487227,0.709115354356431,1.081673720046376,0.44546871990329817,1.0210772194367952,0.09933316570676883,0.5010920054489734,0.08990710451764584,0.6852506030554812,0.07712043915707964,0.7326859143982063,0.06884350384995896,1.081005696088009,0.05296921613870443,0.44285963834400127,0.056438844149951366
OLAPARIB,203,0.9170359757631479,0.22239591098155476,0.4441215202366369,0.47453146856463563,0.917164758997246,0.2221774911947929,0.9155274963052509,0.06250763478120881,0.21129761346702933,0.16617246880805814,0.4737201822567677,0.14635750597101152,0.5089781215800592,0.12965669182820316,0.916627176658461,0.03345540152745587,0.21652088350771487,0.08566850791440125
PALBOCICLIB,203,1.1432498940798035,0.47369311990301866,0.6887370858210133,0.688350163661257,1.1824130045160826,0.43701723090773936,1.1405182032934493,0.07808692216601958,0.4623336571280047,0.07717955658233927,0.6926856070758511,0.06242638403846069,0.6909523189526654,0.058564063902817,1.1769780255591913,0.11628636243115638,0.43051353021950006,0.07523532057512207
PD0325901,203,1.5399664759247702,0.3438652551825043,0.6579223700405393,0.595852869483997,1.5294337207172466,0.3528099599384903,1.5258553167646784,0.22720279656475637,0.2965493164436407,0.33416200609554353,0.6786437952291612,0.06445091491615136,0.6598711947060386,0.113119455339376,1.519479680271639,0.17768383386364903,0.33803666231648816,0.12161513204883322
PLX-4720,203,0.7321313767367088,0.2333344367583332,0.48763308669319555,0.483238429748184,0.7411409202799109,0.214349300081914,0.7312520240088263,0.0329563172822524,0.23119019318318443,0.030303620163652255,0.5003966764942376,0.031083972113313978,0.501915981725651,0.038366192479952606,0.7400505506914209,0.037134127404970366,0.21301420501847285,0.027077105540772237
REFAMETINIB,203,1.2717397334391565,0.46212752694299564,0.6634595798032427,0.6809105299384781,1.2975292443710533,0.44009138721271135,1.2655514382844015,0.1393507666400135,0.4552014882583709,0.14945378942911272,0.6794425087108016,0.10076681506440652,0.7006085249174285,0.08970684327331875,1.2949155592593988,0.09795672531835259,0.4388622428270855,0.06939631096671904
SELUMETINIB,203,1.2363391458617294,0.26824961186278307,0.516973125884017,0.5242226737570053,1.2321333664782481,0.2732196818447419,1.234605125349479,0.08118450878608104,0.24111881774732433,0.18436745774509594,0.525824175824176,0.1454555390011962,0.5761023903394327,0.12179887218595427,1.2290118128906466,0.09635360965704219,0.2614734717930741,0.10056190430733757
SN-38,203,1.5362631963584672,0.3217697318815843,0.5723997349024964,0.5691867716666184,1.5649177560459306,0.2962329150212448,1.5315957592002167,0.12375526050788474,0.32327692547815823,0.07191559865506521,0.5865451621549184,0.0924335227812538,0.5903094516038697,0.06598231282591212,1.5611787776735904,0.11460826911440294,0.2961364661320333,0.07456906971543226
TALAZOPARIB,203,1.728266287117244,0.09831992857694738,0.31164019038820717,0.31802857443716576,1.775766939415259,0.04807422363545111,1.720228193562912,0.18527483737412057,0.09587344542639487,0.09042402390916326,0.32187885285446266,0.08024384700152583,0.3544561714359292,0.09064153726426988,1.7704104458724559,0.15540175675355827,0.0422303019129834,0.04201863291317155
TEMOZOLOMIDE,203,0.7780517744509191,0.4246850799309919,0.6887987697639657,0.653622112293766,0.7759007251799375,0.4278617838563462,0.773358615070592,0.10370780411744011,0.42232687074866837,0.12934953178184375,0.7245859019029751,0.08542421564311517,0.6854449007329004,0.10049168774515309,0.7723599319571599,0.08833106608574624,0.4273455632239047,0.09464048095736698
TRAMETINIB,203,1.5679764249557697,0.3464514579279533,0.6571635140911949,0.5890053406770632,1.642002723981605,0.28328492479799916,1.5573707803217443,0.20540879213522104,0.34568736934822175,0.06536849100554475,0.6614312516751543,0.01770953281357563,0.6058216612160232,0.05798436752477975,1.626448983277275,0.24764436163944895,0.2901522638410622,0.06277154274171289
