drug,source,field,token_original,token_norm,feature
PALBOCICLIB,targets,single_protein_pref_name,Alpha-2A adrenergic receptor,ALPHA-2A ADRENERGIC RECEPTOR,rawtok_ALPHA_2A_ADRENERGIC_RECEPTOR
PALBOCICLIB,targets,single_protein_pref_name,BMP-2-inducible protein kinase,BMP-2-INDUCIBLE PROTEIN KINASE,rawtok_BMP_2_INDUCIBLE_PROTEIN_KINASE
PALBOCICLIB,targets,single_protein_pref_name,Bile salt export pump,BILE SALT EXPORT PUMP,rawtok_BILE_SALT_EXPORT_PUMP
PALBOCICLIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit beta,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT BETA,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_BETA
PALBOCICLIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit delta,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT DELTA,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_DELTA
PALBOCICLIB,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit gamma,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT GAMMA,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_GAMMA
PALBOCICLIB,targets,single_protein_pref_name,Casein kinase II subunit alpha,CASEIN KINASE II SUBUNIT ALPHA,rawtok_CASEIN_KINASE_II_SUBUNIT_ALPHA
PALBOCICLIB,targets,single_protein_pref_name,Casein kinase II subunit alpha',CASEIN KINASE II SUBUNIT ALPHA',rawtok_CASEIN_KINASE_II_SUBUNIT_ALPHA__2
PALBOCICLIB,targets,single_protein_pref_name,Casein kinase II subunit beta,CASEIN KINASE II SUBUNIT BETA,rawtok_CASEIN_KINASE_II_SUBUNIT_BETA
PALBOCICLIB,targets,single_protein_pref_name,Cyclin-dependent kinase 16,CYCLIN-DEPENDENT KINASE 16,rawtok_CYCLIN_DEPENDENT_KINASE_16
PALBOCICLIB,targets,single_protein_pref_name,Cyclin-dependent kinase 17,CYCLIN-DEPENDENT KINASE 17,rawtok_CYCLIN_DEPENDENT_KINASE_17
PALBOCICLIB,targets,single_protein_pref_name,Cyclin-dependent kinase 2,CYCLIN-DEPENDENT KINASE 2,rawtok_CYCLIN_DEPENDENT_KINASE_2
PALBOCICLIB,targets,single_protein_pref_name,Cyclin-dependent kinase 4,CYCLIN-DEPENDENT KINASE 4,rawtok_CYCLIN_DEPENDENT_KINASE_4
PALBOCICLIB,targets,single_protein_pref_name,Cyclin-dependent kinase 5,CYCLIN-DEPENDENT KINASE 5,rawtok_CYCLIN_DEPENDENT_KINASE_5
PALBOCICLIB,targets,single_protein_pref_name,Cyclin-dependent kinase 6,CYCLIN-DEPENDENT KINASE 6,rawtok_CYCLIN_DEPENDENT_KINASE_6
PALBOCICLIB,targets,single_protein_pref_name,Cyclin-dependent kinase 9,CYCLIN-DEPENDENT KINASE 9,rawtok_CYCLIN_DEPENDENT_KINASE_9
PALBOCICLIB,targets,single_protein_pref_name,Death-associated protein kinase 3,DEATH-ASSOCIATED PROTEIN KINASE 3,rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_3
PALBOCICLIB,targets,single_protein_pref_name,Delta-type opioid receptor,DELTA-TYPE OPIOID RECEPTOR,rawtok_DELTA_TYPE_OPIOID_RECEPTOR
PALBOCICLIB,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 4,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_4
PALBOCICLIB,targets,single_protein_pref_name,Dual specificity protein kinase CLK1,DUAL SPECIFICITY PROTEIN KINASE CLK1,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK1
PALBOCICLIB,targets,single_protein_pref_name,Dual specificity protein kinase CLK2,DUAL SPECIFICITY PROTEIN KINASE CLK2,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK2
PALBOCICLIB,targets,single_protein_pref_name,Dual specificity protein kinase CLK4,DUAL SPECIFICITY PROTEIN KINASE CLK4,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK4
PALBOCICLIB,targets,single_protein_pref_name,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1A,rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1A
PALBOCICLIB,targets,single_protein_pref_name,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1B,rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1B
PALBOCICLIB,targets,single_protein_pref_name,Glycogen synthase kinase-3 beta,GLYCOGEN SYNTHASE KINASE-3 BETA,rawtok_GLYCOGEN_SYNTHASE_KINASE_3_BETA
PALBOCICLIB,targets,single_protein_pref_name,Hepatocyte growth factor receptor,HEPATOCYTE GROWTH FACTOR RECEPTOR,rawtok_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR
PALBOCICLIB,targets,single_protein_pref_name,Histamine H3 receptor,HISTAMINE H3 RECEPTOR,rawtok_HISTAMINE_H3_RECEPTOR
PALBOCICLIB,targets,single_protein_pref_name,Leucine-rich repeat serine/threonine-protein kinase 2,LEUCINE-RICH REPEAT SERINE/THREONINE-PROTEIN KINASE 2,rawtok_LEUCINE_RICH_REPEAT_SERINE_THREONINE_PROTEIN_KINASE_2
