feature,raw_token,n_drugs_supporting_token,n_rows,sources,fields,example_token
rawtok_GABRE,GABRE,6,6,drug_sample,PUTATIVE_TARGET,GABRE
rawtok_GABRG1,GABRG1,6,6,drug_sample,PUTATIVE_TARGET,GABRG1
rawtok_GABRG3,GABRG3,6,6,drug_sample,PUTATIVE_TARGET,GABRG3
rawtok_GABRP,GABRP,6,6,drug_sample,PUTATIVE_TARGET,GABRP
rawtok_GABRQ,GABRQ,6,6,drug_sample,PUTATIVE_TARGET,GABRQ
rawtok_GRIN2D,GRIN2D,6,6,drug_sample,PUTATIVE_TARGET,GRIN2D
rawtok_HIGH_AFFINITY_NERVE_GROWTH_FACTOR_RECEPTOR,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR,6,6,targets,single_protein_pref_name,High affinity nerve growth factor receptor
rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_4,HOMEODOMAIN-INTERACTING PROTEIN KINASE 4,6,6,targets,single_protein_pref_name,Homeodomain-interacting protein kinase 4
rawtok_HTR2B,HTR2B,6,6,drug_sample,PUTATIVE_TARGET,HTR2B
rawtok_INSR,INSR,6,6,drug_sample,PUTATIVE_TARGET,INSR
rawtok_LEUCINE_RICH_REPEAT_SERINE_THREONINE_PROTEIN_KINASE_2,LEUCINE-RICH REPEAT SERINE/THREONINE-PROTEIN KINASE 2,6,6,targets,single_protein_pref_name,Leucine-rich repeat serine/threonine-protein kinase 2
rawtok_LEUKOCYTE_TYROSINE_KINASE_RECEPTOR,LEUKOCYTE TYROSINE KINASE RECEPTOR,6,6,targets,single_protein_pref_name,Leukocyte tyrosine kinase receptor
rawtok_MISSHAPEN_LIKE_KINASE_1,MISSHAPEN-LIKE KINASE 1,6,6,targets,single_protein_pref_name,Misshapen-like kinase 1
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_9,MITOGEN-ACTIVATED PROTEIN KINASE 9,6,6,targets,single_protein_pref_name,Mitogen-activated protein kinase 9
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_19,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 19,6,6,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 19
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_1,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 1,6,6,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 1
rawtok_MTORC1,MTORC1,6,6,drug_sample,PUTATIVE_TARGET,MTORC1
rawtok_P53_PATHWAY,P53 PATHWAY,6,6,drug_sample,PATHWAY_NAME,p53 pathway
rawtok_PI3KDELTA,PI3KDELTA,6,6,drug_sample,PUTATIVE_TARGET,PI3Kdelta
rawtok_PLA2G1B,PLA2G1B,6,6,drug_sample,PUTATIVE_TARGET,PLA2G1B
rawtok_PPARG,PPARG,6,6,drug_sample,PUTATIVE_TARGET,PPARG
rawtok_PTPN1,PTPN1,6,6,drug_sample,PUTATIVE_TARGET,PTPN1
rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_2,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-2,6,6,targets,single_protein_pref_name,Receptor tyrosine-protein kinase erbB-2
rawtok_SERINE_THREONINE_PROTEIN_KINASE_B_RAF,SERINE/THREONINE-PROTEIN KINASE B-RAF,6,6,targets,single_protein_pref_name,Serine/threonine-protein kinase B-raf
rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK1,SERINE/THREONINE-PROTEIN KINASE CHK1,6,6,targets,single_protein_pref_name,Serine/threonine-protein kinase Chk1
rawtok_SERINE_THREONINE_PROTEIN_KINASE_D2,SERINE/THREONINE-PROTEIN KINASE D2,6,6,targets,single_protein_pref_name,Serine/threonine-protein kinase D2
rawtok_STAT3,STAT3,6,6,drug_sample,PUTATIVE_TARGET,STAT3
rawtok_TNKS2,TNKS2,6,6,drug_sample,PUTATIVE_TARGET,TNKS2
rawtok_TRPV1,TRPV1,6,6,drug_sample,PUTATIVE_TARGET,TRPV1
rawtok_TYROSINE_PROTEIN_KINASE_CSK,TYROSINE-PROTEIN KINASE CSK,6,6,targets,single_protein_pref_name,Tyrosine-protein kinase CSK
rawtok_UNCHARACTERIZED_PROTEIN_FLJ45252,UNCHARACTERIZED PROTEIN FLJ45252,6,6,targets,single_protein_pref_name,Uncharacterized protein FLJ45252
rawtok_ACHE,ACHE,5,5,drug_sample,PUTATIVE_TARGET,ACHE
rawtok_ADENOSINE_RECEPTOR_A3,ADENOSINE RECEPTOR A3,5,5,targets,single_protein_pref_name,Adenosine receptor A3
rawtok_ADORA2B,ADORA2B,5,5,drug_sample,PUTATIVE_TARGET,ADORA2B
rawtok_ADORA3,ADORA3,5,5,drug_sample,PUTATIVE_TARGET,ADORA3
rawtok_ADRB3,ADRB3,5,5,drug_sample,PUTATIVE_TARGET,ADRB3
rawtok_ATM,ATM,5,5,drug_sample,PUTATIVE_TARGET,ATM
rawtok_BCR,BCR,5,5,drug_sample,PUTATIVE_TARGET,BCR
rawtok_BILE_SALT_EXPORT_PUMP,BILE SALT EXPORT PUMP,5,5,targets,single_protein_pref_name,Bile salt export pump
rawtok_BMX,BMX,5,5,drug_sample,PUTATIVE_TARGET,BMX
rawtok_CA14,CA14,5,5,drug_sample,PUTATIVE_TARGET,CA14
rawtok_CA4,CA4,5,5,drug_sample,PUTATIVE_TARGET,CA4
rawtok_CACNA1G,CACNA1G,5,5,drug_sample,PUTATIVE_TARGET,CACNA1G
rawtok_CNR1,CNR1,5,5,drug_sample,PUTATIVE_TARGET,CNR1
rawtok_CNR2,CNR2,5,5,drug_sample,PUTATIVE_TARGET,CNR2
rawtok_DNMT1,DNMT1,5,5,drug_sample,PUTATIVE_TARGET,DNMT1
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK1,DUAL SPECIFICITY PROTEIN KINASE CLK1,5,5,targets,single_protein_pref_name,Dual specificity protein kinase CLK1
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK2,DUAL SPECIFICITY PROTEIN KINASE CLK2,5,5,targets,single_protein_pref_name,Dual specificity protein kinase CLK2
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK4,DUAL SPECIFICITY PROTEIN KINASE CLK4,5,5,targets,single_protein_pref_name,Dual specificity protein kinase CLK4
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_TTK,DUAL SPECIFICITY PROTEIN KINASE TTK,5,5,targets,single_protein_pref_name,Dual specificity protein kinase TTK
rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1A,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1A,5,5,targets,single_protein_pref_name,Dual specificity tyrosine-phosphorylation-regulated kinase 1A
rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1B,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1B,5,5,targets,single_protein_pref_name,Dual specificity tyrosine-phosphorylation-regulated kinase 1B
rawtok_EDNRA,EDNRA,5,5,drug_sample,PUTATIVE_TARGET,EDNRA
rawtok_ERK1,ERK1,5,5,drug_sample,PUTATIVE_TARGET,ERK1
rawtok_ERK5,ERK5,5,5,drug_sample,PUTATIVE_TARGET,ERK5
rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_2,FIBROBLAST GROWTH FACTOR RECEPTOR 2,5,5,targets,single_protein_pref_name,Fibroblast growth factor receptor 2
rawtok_GLRB,GLRB,5,5,drug_sample,PUTATIVE_TARGET,GLRB
rawtok_GRIA1,GRIA1,5,5,drug_sample,PUTATIVE_TARGET,GRIA1
rawtok_GRIN2C,GRIN2C,5,5,drug_sample,PUTATIVE_TARGET,GRIN2C
rawtok_GSK3A,GSK3A,5,5,drug_sample,PUTATIVE_TARGET,GSK3A
rawtok_HISTONE_DEACETYLASE_6,HISTONE DEACETYLASE 6,5,5,targets,single_protein_pref_name,Histone deacetylase 6
rawtok_HORMONE_RELATED,HORMONE-RELATED,5,5,drug_sample,PATHWAY_NAME,Hormone-related
rawtok_HSP90,HSP90,5,5,drug_sample,PUTATIVE_TARGET,HSP90
rawtok_HTR1E,HTR1E,5,5,drug_sample,PUTATIVE_TARGET,HTR1E
rawtok_INTERLEUKIN_1_RECEPTOR_ASSOCIATED_KINASE_1,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 1,5,5,targets,single_protein_pref_name,Interleukin-1 receptor-associated kinase 1
rawtok_LYN,LYN,5,5,drug_sample,PUTATIVE_TARGET,LYN
rawtok_MAOA,MAOA,5,5,drug_sample,PUTATIVE_TARGET,MAOA
rawtok_MAPK12,MAPK12,5,5,drug_sample,PUTATIVE_TARGET,MAPK12
rawtok_MAPK8,MAPK8,5,5,drug_sample,PUTATIVE_TARGET,MAPK8
rawtok_MEK1,MEK1,5,6,drug_feature_summary | drug_sample,PUTATIVE_TARGET | mechanism_of_action_list,MEK1
rawtok_MEK2,MEK2,5,5,drug_sample,PUTATIVE_TARGET,MEK2
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_8,MITOGEN-ACTIVATED PROTEIN KINASE 8,5,5,targets,single_protein_pref_name,Mitogen-activated protein kinase 8
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_3,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3,5,5,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 3
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_3,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 3,5,5,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 3
rawtok_MMP2,MMP2,5,5,drug_sample,PUTATIVE_TARGET,MMP2
rawtok_MMP9,MMP9,5,5,drug_sample,PUTATIVE_TARGET,MMP9
rawtok_MTORC2,MTORC2,5,5,drug_sample,PUTATIVE_TARGET,MTORC2
rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M2,MUSCARINIC ACETYLCHOLINE RECEPTOR M2,5,5,targets,single_protein_pref_name,Muscarinic acetylcholine receptor M2
rawtok_NOS2,NOS2,5,5,drug_sample,PUTATIVE_TARGET,NOS2
rawtok_NTRK2,NTRK2,5,5,drug_sample,PUTATIVE_TARGET,NTRK2
rawtok_PDE5A,PDE5A,5,5,drug_sample,PUTATIVE_TARGET,PDE5A
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_ALPHA_I,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT ALPHA ISOFORM",5,5,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_BETA_IS,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT BETA ISOFORM",5,5,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"
rawtok_PI3K_CLASS_1,PI3K (CLASS 1),5,5,drug_sample,PUTATIVE_TARGET,PI3K (class 1)
rawtok_PIM1,PIM1,5,5,drug_sample,PUTATIVE_TARGET,PIM1
rawtok_PIM3,PIM3,5,5,drug_sample,PUTATIVE_TARGET,PIM3
rawtok_PLK3,PLK3,5,5,drug_sample,PUTATIVE_TARGET,PLK3
rawtok_POLA1,POLA1,5,5,drug_sample,PUTATIVE_TARGET,POLA1
rawtok_PRKACA,PRKACA,5,5,drug_sample,PUTATIVE_TARGET,PRKACA
rawtok_PRKCA,PRKCA,5,5,drug_sample,PUTATIVE_TARGET,PRKCA
rawtok_PROTEIN_TYROSINE_KINASE_6,PROTEIN-TYROSINE KINASE 6,5,5,targets,single_protein_pref_name,Protein-tyrosine kinase 6
rawtok_RELA,RELA,5,5,drug_sample,PUTATIVE_TARGET,RELA
rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_6,RIBOSOMAL PROTEIN S6 KINASE ALPHA-6,5,5,targets,single_protein_pref_name,Ribosomal protein S6 kinase alpha-6
rawtok_SCN1A,SCN1A,5,5,drug_sample,PUTATIVE_TARGET,SCN1A
rawtok_SCN4A,SCN4A,5,5,drug_sample,PUTATIVE_TARGET,SCN4A
rawtok_SERINE_THREONINE_PROTEIN_KINASE_16,SERINE/THREONINE-PROTEIN KINASE 16,5,5,targets,single_protein_pref_name,Serine/threonine-protein kinase 16
rawtok_SERINE_THREONINE_PROTEIN_KINASE_4,SERINE/THREONINE-PROTEIN KINASE 4,5,5,targets,single_protein_pref_name,Serine/threonine-protein kinase 4
rawtok_SERINE_THREONINE_PROTEIN_KINASE_D3,SERINE/THREONINE-PROTEIN KINASE D3,5,5,targets,single_protein_pref_name,Serine/threonine-protein kinase D3
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NEK2,SERINE/THREONINE-PROTEIN KINASE NEK2,5,5,targets,single_protein_pref_name,Serine/threonine-protein kinase Nek2
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PLK4,SERINE/THREONINE-PROTEIN KINASE PLK4,5,5,targets,single_protein_pref_name,Serine/threonine-protein kinase PLK4
rawtok_SERINE_THREONINE_PROTEIN_KINASE_SIK2,SERINE/THREONINE-PROTEIN KINASE SIK2,5,5,targets,single_protein_pref_name,Serine/threonine-protein kinase SIK2
rawtok_SLC12A1,SLC12A1,5,5,drug_sample,PUTATIVE_TARGET,SLC12A1
rawtok_SLC6A2,SLC6A2,5,5,drug_sample,PUTATIVE_TARGET,SLC6A2
rawtok_SLC6A4,SLC6A4,5,5,drug_sample,PUTATIVE_TARGET,SLC6A4
rawtok_SODIUM_DEPENDENT_NORADRENALINE_TRANSPORTER,SODIUM-DEPENDENT NORADRENALINE TRANSPORTER,5,5,targets,single_protein_pref_name,Sodium-dependent noradrenaline transporter
rawtok_TOP2B,TOP2B,5,5,drug_sample,PUTATIVE_TARGET,TOP2B
rawtok_TSPO,TSPO,5,5,drug_sample,PUTATIVE_TARGET,TSPO
rawtok_TUBA1B,TUBA1B,5,5,drug_sample,PUTATIVE_TARGET,TUBA1B
rawtok_TUBA1C,TUBA1C,5,5,drug_sample,PUTATIVE_TARGET,TUBA1C
rawtok_TUBA3C,TUBA3C,5,5,drug_sample,PUTATIVE_TARGET,TUBA3C
rawtok_TUBB3,TUBB3,5,5,drug_sample,PUTATIVE_TARGET,TUBB3
rawtok_TUBB4A,TUBB4A,5,5,drug_sample,PUTATIVE_TARGET,TUBB4A
rawtok_TYROSINE_PROTEIN_KINASE_JAK3,TYROSINE-PROTEIN KINASE JAK3,5,5,targets,single_protein_pref_name,Tyrosine-protein kinase JAK3
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_UFO,TYROSINE-PROTEIN KINASE RECEPTOR UFO,5,5,targets,single_protein_pref_name,Tyrosine-protein kinase receptor UFO
rawtok_TYROSINE_PROTEIN_KINASE_TXK,TYROSINE-PROTEIN KINASE TXK,5,5,targets,single_protein_pref_name,Tyrosine-protein kinase TXK
rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_1,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 1,5,5,targets,single_protein_pref_name,Vascular endothelial growth factor receptor 1
rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_3,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 3,5,5,targets,single_protein_pref_name,Vascular endothelial growth factor receptor 3
rawtok_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_4D,"3',5'-CYCLIC-AMP PHOSPHODIESTERASE 4D",4,4,targets,single_protein_pref_name,"3',5'-cyclic-AMP phosphodiesterase 4D"
rawtok_5_AMP_ACTIVATED_PROTEIN_KINASE_CATALYTIC_SUBUNIT_ALPHA_1,5'-AMP-ACTIVATED PROTEIN KINASE CATALYTIC SUBUNIT ALPHA-1,4,4,targets,single_protein_pref_name,5'-AMP-activated protein kinase catalytic subunit alpha-1
rawtok_ACTIVIN_RECEPTOR_TYPE_2B,ACTIVIN RECEPTOR TYPE-2B,4,4,targets,single_protein_pref_name,Activin receptor type-2B
rawtok_ADA,ADA,4,4,drug_sample,PUTATIVE_TARGET,ADA
rawtok_ADORA2A,ADORA2A,4,4,drug_sample,PUTATIVE_TARGET,ADORA2A
rawtok_AHR,AHR,4,4,drug_sample,PUTATIVE_TARGET,AHR
rawtok_ALK_TYROSINE_KINASE_RECEPTOR,ALK TYROSINE KINASE RECEPTOR,4,4,targets,single_protein_pref_name,ALK tyrosine kinase receptor
rawtok_ANGIOPOIETIN_1_RECEPTOR,ANGIOPOIETIN-1 RECEPTOR,4,4,targets,single_protein_pref_name,Angiopoietin-1 receptor
rawtok_ANKYRIN_REPEAT_AND_PROTEIN_KINASE_DOMAIN_CONTAINING_PROTEIN_1,ANKYRIN REPEAT AND PROTEIN KINASE DOMAIN-CONTAINING PROTEIN 1,4,4,targets,single_protein_pref_name,Ankyrin repeat and protein kinase domain-containing protein 1
rawtok_ATP_DEPENDENT_TRANSLOCASE_ABCB1,ATP-DEPENDENT TRANSLOCASE ABCB1,4,4,targets,single_protein_pref_name,ATP-dependent translocase ABCB1
rawtok_AURORA_KINASE_A,AURORA KINASE A,4,4,targets,single_protein_pref_name,Aurora kinase A
rawtok_AURORA_KINASE_C,AURORA KINASE C,4,4,targets,single_protein_pref_name,Aurora kinase C
rawtok_BCL2L1,BCL2L1,4,4,drug_sample,PUTATIVE_TARGET,BCL2L1
rawtok_BDNF_NT_3_GROWTH_FACTORS_RECEPTOR,BDNF/NT-3 GROWTH FACTORS RECEPTOR,4,4,targets,single_protein_pref_name,BDNF/NT-3 growth factors receptor
rawtok_BROAD_SUBSTRATE_SPECIFICITY_ATP_BINDING_CASSETTE_TRANSPORTER_ABCG2,BROAD SUBSTRATE SPECIFICITY ATP-BINDING CASSETTE TRANSPORTER ABCG2,4,4,targets,single_protein_pref_name,Broad substrate specificity ATP-binding cassette transporter ABCG2
rawtok_CA12,CA12,4,4,drug_sample,PUTATIVE_TARGET,CA12
rawtok_CACNB1,CACNB1,4,4,drug_sample,PUTATIVE_TARGET,CACNB1
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_GAMMA,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT GAMMA,4,4,targets,single_protein_pref_name,Calcium/calmodulin-dependent protein kinase type II subunit gamma
rawtok_CASEIN_KINASE_I_ISOFORM_EPSILON,CASEIN KINASE I ISOFORM EPSILON,4,4,targets,single_protein_pref_name,Casein kinase I isoform epsilon
rawtok_CASP3,CASP3,4,4,drug_sample,PUTATIVE_TARGET,CASP3
rawtok_CFTR,CFTR,4,4,drug_sample,PUTATIVE_TARGET,CFTR
rawtok_CHUK,CHUK,4,4,drug_sample,PUTATIVE_TARGET,CHUK
rawtok_CYP2B6,CYP2B6,4,4,drug_sample,PUTATIVE_TARGET,CYP2B6
rawtok_CYP2C19,CYP2C19,4,4,drug_sample,PUTATIVE_TARGET,CYP2C19
rawtok_CYP2C9,CYP2C9,4,4,drug_sample,PUTATIVE_TARGET,CYP2C9
rawtok_CYP2D6,CYP2D6,4,4,drug_sample,PUTATIVE_TARGET,CYP2D6
rawtok_CYP3A7,CYP3A7,4,4,drug_sample,PUTATIVE_TARGET,CYP3A7
rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_3,DEATH-ASSOCIATED PROTEIN KINASE 3,4,4,targets,single_protein_pref_name,Death-associated protein kinase 3
rawtok_DHFR,DHFR,4,4,drug_sample,PUTATIVE_TARGET,DHFR
rawtok_DNA_DEPENDENT_PROTEIN_KINASE_CATALYTIC_SUBUNIT,DNA-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT,4,4,targets,single_protein_pref_name,DNA-dependent protein kinase catalytic subunit
rawtok_DOT1L,DOT1L,4,4,drug_sample,PUTATIVE_TARGET,DOT1L
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_4,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4,4,4,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 4
rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_2,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 2,4,4,targets,single_protein_pref_name,Dual specificity tyrosine-phosphorylation-regulated kinase 2
rawtok_EIF_2_ALPHA_KINASE_GCN2,EIF-2-ALPHA KINASE GCN2,4,4,targets,single_protein_pref_name,eIF-2-alpha kinase GCN2
rawtok_EP300,EP300,4,4,drug_sample,PUTATIVE_TARGET,EP300
rawtok_EPHB4,EPHB4,4,4,drug_sample,PUTATIVE_TARGET,EPHB4
rawtok_EPHRIN_TYPE_A_RECEPTOR_1,EPHRIN TYPE-A RECEPTOR 1,4,4,targets,single_protein_pref_name,Ephrin type-A receptor 1
rawtok_EPHRIN_TYPE_A_RECEPTOR_3,EPHRIN TYPE-A RECEPTOR 3,4,4,targets,single_protein_pref_name,Ephrin type-A receptor 3
rawtok_EPHRIN_TYPE_A_RECEPTOR_5,EPHRIN TYPE-A RECEPTOR 5,4,4,targets,single_protein_pref_name,Ephrin type-A receptor 5
rawtok_EPHRIN_TYPE_B_RECEPTOR_1,EPHRIN TYPE-B RECEPTOR 1,4,4,targets,single_protein_pref_name,Ephrin type-B receptor 1
rawtok_EPHRIN_TYPE_B_RECEPTOR_4,EPHRIN TYPE-B RECEPTOR 4,4,4,targets,single_protein_pref_name,Ephrin type-B receptor 4
rawtok_FAAH,FAAH,4,4,drug_sample,PUTATIVE_TARGET,FAAH
rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_4,FIBROBLAST GROWTH FACTOR RECEPTOR 4,4,4,targets,single_protein_pref_name,Fibroblast growth factor receptor 4
rawtok_GLYCOGEN_SYNTHASE_KINASE_3_BETA,GLYCOGEN SYNTHASE KINASE-3 BETA,4,4,targets,single_protein_pref_name,Glycogen synthase kinase-3 beta
rawtok_GPER1,GPER1,4,4,drug_sample,PUTATIVE_TARGET,GPER1
rawtok_GPR55,GPR55,4,4,drug_sample,PUTATIVE_TARGET,GPR55
rawtok_HCK,HCK,4,4,drug_sample,PUTATIVE_TARGET,HCK
rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_1,HOMEODOMAIN-INTERACTING PROTEIN KINASE 1,4,4,targets,single_protein_pref_name,Homeodomain-interacting protein kinase 1
rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_2,HOMEODOMAIN-INTERACTING PROTEIN KINASE 2,4,4,targets,single_protein_pref_name,Homeodomain-interacting protein kinase 2
rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_3,HOMEODOMAIN-INTERACTING PROTEIN KINASE 3,4,4,targets,single_protein_pref_name,Homeodomain-interacting protein kinase 3
rawtok_HTR1F,HTR1F,4,4,drug_sample,PUTATIVE_TARGET,HTR1F
rawtok_INTERLEUKIN_1_RECEPTOR_ASSOCIATED_KINASE_4,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 4,4,4,targets,single_protein_pref_name,Interleukin-1 receptor-associated kinase 4
rawtok_JNK2,JNK2,4,4,drug_sample,PUTATIVE_TARGET,JNK2
rawtok_KCNH1,KCNH1,4,4,drug_sample,PUTATIVE_TARGET,KCNH1
rawtok_KCNJ11,KCNJ11,4,4,drug_sample,PUTATIVE_TARGET,KCNJ11
rawtok_KCNK2,KCNK2,4,4,drug_sample,PUTATIVE_TARGET,KCNK2
rawtok_KCNN4,KCNN4,4,4,drug_sample,PUTATIVE_TARGET,KCNN4
rawtok_LIM_DOMAIN_KINASE_1,LIM DOMAIN KINASE 1,4,4,targets,single_protein_pref_name,LIM domain kinase 1
rawtok_MACROPHAGE_STIMULATING_PROTEIN_RECEPTOR,MACROPHAGE-STIMULATING PROTEIN RECEPTOR,4,4,targets,single_protein_pref_name,Macrophage-stimulating protein receptor
rawtok_MAOB,MAOB,4,4,drug_sample,PUTATIVE_TARGET,MAOB
rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_1,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 1,4,4,targets,single_protein_pref_name,MAP kinase-interacting serine/threonine-protein kinase 1
rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_2,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,4,4,targets,single_protein_pref_name,MAP kinase-interacting serine/threonine-protein kinase 2
rawtok_MAP2,MAP2,4,4,drug_sample,PUTATIVE_TARGET,MAP2
rawtok_MAPK1,MAPK1,4,4,drug_sample,PUTATIVE_TARGET,MAPK1
rawtok_MELANOCORTIN_RECEPTOR_3,MELANOCORTIN RECEPTOR 3,4,4,targets,single_protein_pref_name,Melanocortin receptor 3
rawtok_MGMT,MGMT,4,4,drug_sample,PUTATIVE_TARGET,MGMT
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_11,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 11,4,4,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 11
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 2,4,4,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 2
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_7,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 7,4,4,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 7
rawtok_MMP13,MMP13,4,4,drug_sample,PUTATIVE_TARGET,MMP13
rawtok_MMP8,MMP8,4,4,drug_sample,PUTATIVE_TARGET,MMP8
rawtok_MU_TYPE_OPIOID_RECEPTOR,MU-TYPE OPIOID RECEPTOR,4,4,targets,single_protein_pref_name,Mu-type opioid receptor
rawtok_NON_RECEPTOR_TYROSINE_PROTEIN_KINASE_TYK2,NON-RECEPTOR TYROSINE-PROTEIN KINASE TYK2,4,4,targets,single_protein_pref_name,Non-receptor tyrosine-protein kinase TYK2
rawtok_NUAK_FAMILY_SNF1_LIKE_KINASE_2,NUAK FAMILY SNF1-LIKE KINASE 2,4,4,targets,single_protein_pref_name,NUAK family SNF1-like kinase 2
rawtok_NUCLEAR_RECEPTOR_SUBFAMILY_1_GROUP_I_MEMBER_2,NUCLEAR RECEPTOR SUBFAMILY 1 GROUP I MEMBER 2,4,4,targets,single_protein_pref_name,Nuclear receptor subfamily 1 group I member 2
rawtok_OTHERS,OTHERS,4,4,drug_sample,PUTATIVE_TARGET,others
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_DELTA_I,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT DELTA ISOFORM",4,4,targets,single_protein_pref_name,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
